"","source","month_arabic","day_arabic","year","island","order","family","genus","specificEp","scientificName"
"13285","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13286","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13287","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13288","Bohart",5,9,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13289","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13290","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13291","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13292","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13293","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13294","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13295","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13296","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13297","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13298","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13299","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13300","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13301","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13302","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13303","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13304","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13305","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13306","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13307","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13308","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13309","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13310","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13311","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13312","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13313","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13314","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13315","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13316","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13317","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13318","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13319","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13320","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13321","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13322","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13323","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13324","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13325","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13326","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13327","Bohart",5,3,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13328","Bohart",5,3,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13329","Bohart",5,3,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13330","Bohart",5,3,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13331","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13332","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13333","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13334","Bohart",3,11,1971,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13335","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13336","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13337","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13338","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13339","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13340","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13341","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Andrenidae","Andrena","candida","Andrena candida"
"13342","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Bombus","edwardsii","Bombus edwardsii"
"13343","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Bombus","edwardsii","Bombus edwardsii"
"13344","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13345","Bohart",6,22,1967,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13346","Bohart",6,18,1967,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13347","Bohart",6,19,1967,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13348","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13349","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13350","Bohart",4,28,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13351","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13352","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13353","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13354","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13355","Bohart",4,28,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13356","Bohart",4,28,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13357","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13358","Bohart",4,28,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13359","Bohart",4,28,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13360","Bohart",4,28,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13361","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13362","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13363","Bohart",4,28,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13364","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13365","Bohart",5,9,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13366","Bohart",5,7,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13367","Bohart",5,7,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13368","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13369","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13370","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13371","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13372","Bohart",5,5,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13373","Bohart",5,5,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13374","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13375","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13376","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13377","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13378","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13379","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13380","Bohart",5,9,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13381","Bohart",5,9,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13382","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13383","Bohart",9,20,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13384","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13385","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13386","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13387","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13388","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13389","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13390","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13391","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13392","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13393","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13394","Bohart",5,3,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13395","Bohart",5,3,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13396","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13397","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13398","Bohart",5,2,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13399","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13400","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13401","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13402","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13403","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13404","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13405","Bohart",5,4,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13406","Bohart",5,4,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13407","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13408","Bohart",5,4,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13409","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13410","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13411","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13412","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13413","Bohart",3,11,1971,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13414","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13415","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13416","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13417","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13418","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13419","Bohart",3,11,1971,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13420","Bohart",3,11,1971,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina acantha"
"13421","Bohart",9,25,1978,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13422","Bohart",9,25,1978,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13423","Bohart",9,25,1978,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13424","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13425","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13426","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13427","Bohart",4,27,1988,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13428","Bohart",4,27,1998,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13429","Bohart",4,27,1998,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13430","Bohart",4,27,1998,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13431","Bohart",4,27,1998,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13432","Bohart",4,27,1998,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13433","Bohart",4,28,1988,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13434","Bohart",4,27,1988,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13435","Bohart",4,28,1988,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13436","Bohart",4,28,1988,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13437","Bohart",4,28,1988,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13438","Bohart",4,28,1988,"Santa Cruz","Hymenoptera","Apidae","Ceratina","acantha","Ceratina  acantha"
"13439","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis mimetica"
"13440","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis mimetica"
"13441","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis mimetica"
"13442","Bohart",6,17,1967,"Santa Cruz","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis mimetica"
"13443","Bohart",6,17,1967,"Santa Cruz","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis mimetica"
"13444","Bohart",6,17,1967,"Santa Cruz","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis mimetica"
"13445","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Eucera","actuosa","Eucera actuosa"
"13446","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Eucera","actuosa","Eucera actuosa"
"13447","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Eucera","actuosa","Eucera actuosa"
"13448","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Eucera","actuosa","Eucera actuosa"
"13449","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Eucera","actuosa","Eucera actuosa"
"13450","Bohart",5,10,1968,"Santa Cruz","Hymenoptera","Apidae","Eucera","actuosa","Eucera actuosa"
"13451","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Eucera","actuosa","Eucera actuosa"
"13452","Bohart",3,8,1971,"Santa Cruz","Hymenoptera","Apidae","Eucera","amsinckiae","Eucera amsinckiae"
"13453","Bohart",4,26,1969,"Santa Cruz","Hymenoptera","Apidae","Eucera","cordleyi","Eucera cordleyi"
"13454","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Eucera","edwardsii","Eucera edwardsii"
"13455","Bohart",5,10,1968,"Santa Cruz","Hymenoptera","Apidae","Eucera","edwardsii","Eucera edwardsii"
"13456","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Eucera","edwardsii","Eucera edwardsii"
"13457","Bohart",5,5,1968,"Santa Cruz","Hymenoptera","Apidae","Eucera","edwardsii","Eucera edwardsii"
"13458","Bohart",5,1,1969,"Santa Cruz","Hymenoptera","Apidae","Eucera","edwardsii","Eucera edwardsii"
"13459","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Eucera","frater","Eucera frater albopilosa"
"13460","Bohart",4,29,1969,"Santa Cruz","Hymenoptera","Apidae","Eucera","frater","Eucera frater albopilosa"
"13461","Bohart",3,11,1971,"Santa Cruz","Hymenoptera","Apidae","Eucera","frater","Eucera frater albopilosa"
"13462","Bohart",3,11,1971,"Santa Cruz","Hymenoptera","Apidae","Eucera","frater","Eucera frater albopilosa"
"13463","Bohart",3,8,1971,"Santa Cruz","Hymenoptera","Apidae","Eucera","frater","Eucera frater albopilosa"
"13464","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13465","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13466","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13467","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13468","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13469","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13470","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13471","Bohart",5,7,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13472","Bohart",5,7,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13473","Bohart",5,7,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13474","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13475","Bohart",5,9,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13476","Bohart",5,8,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13477","Bohart",5,4,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13478","Bohart",5,10,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13479","Bohart",6,22,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13480","Bohart",5,9,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13481","Bohart",6,18,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13482","Bohart",5,7,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13483","Bohart",5,7,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13484","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13485","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13486","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13487","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13488","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13489","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13490","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13491","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13492","Bohart",5,12,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13493","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13494","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13495","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13496","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13497","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13498","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13499","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13500","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13501","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13502","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Melissodes","lupina","Melissodes lupina"
"13503","Bohart",6,16,1967,"Santa Cruz","Hymenoptera","Apidae","Triepeolus","utahensis","Triepeolus utahensis"
"13504","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Apidae","Triepeolus","utahensis","Triepeolus utahensis"
"13505","Bohart",6,18,1967,"Santa Cruz","Hymenoptera","Apidae","Triepeolus","utahensis","Triepeolus utahensis"
"13506","Bohart",5,6,1968,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13507","Bohart",5,1,1969,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13508","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13509","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13510","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13511","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13512","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13513","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13514","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13515","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13516","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13517","Bohart",9,26,1978,"Santa Cruz","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"13518","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Colletidae","Hylaeus","polifolii","Hylaeus polifolii"
"13519","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Colletidae","Hylaeus","polifolii","Hylaeus polifolii"
"13520","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Colletidae","Hylaeus","polifolii","Hylaeus polifolii"
"13521","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Colletidae","Hylaeus","polifolii","Hylaeus polifolii"
"13522","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Colletidae","Hylaeus","polifolii","Hylaeus polifolii"
"13523","Bohart",9,22,1968,"Santa Cruz","Hymenoptera","Colletidae","Hylaeus","polifolii","Hylaeus polifolii"
