id,observed_o,observed_1,time_obser,time_zone,user_id,user_login,created_at,updated_at,quality_gr,license,url,image_url,sound_url,tag_list,descriptio,num_identi,num_iden_1,oauth_appl,place_gues,latitude,longitude,ArcMap_IslandName,positional,public_pos,taxon_geop,coordinate,positionin,position_1,place_coun,species_gu,infraorder,suborder,superfamily,bee,family,subfamily,tribe,subtribe,genus ,subgenus,species,scientific,taxon_id,,
73961204,Thu Apr 08 2021 14:07:27 GMT-0700 (PDT),4/8/21 0:00,2021-04-08 21:07:27 UTC,Pacific Time (US & Canada),2568862,castillejajosie,2021-04-14 18:03:30 UTC,2021-04-17 15:24:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73961204,https://inaturalist-open-data.s3.amazonaws.com/photos/120823057/medium.jpg?1618423407, , , ,1,0,0,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.00428888,-120.0912388,Santa Rosa,3,3, ,FALSE, , ,United States,California Mountain-Digger Bee,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,335697,,
73961274,Thu Apr 08 2021 13:59:41 GMT-0700 (PDT),4/8/21 0:00,2021-04-08 20:59:41 UTC,Pacific Time (US & Canada),2568862,castillejajosie,2021-04-14 18:04:06 UTC,2021-04-16 15:55:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/73961274,https://inaturalist-open-data.s3.amazonaws.com/photos/120823164/medium.jpg?1618423442, , , ,1,0,0,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.00452678,-120.0917449,Santa Rosa,7,7, ,FALSE, , ,United States,Pyrobombus,,,,Anthophila,Apidae,,,,Bombus,Pyrobombus,,Pyrobombus,538900,,
73963784,Sat Apr 10 2021 16:44:59 GMT-0700 (PDT),4/10/21 0:00,2021-04-10 23:44:59 UTC,Pacific Time (US & Canada),2568862,castillejajosie,2021-04-14 18:25:10 UTC,2021-04-17 06:38:24 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/73963784,https://inaturalist-open-data.s3.amazonaws.com/photos/120827068/medium.jpg?1618424707, , , ,1,0,0,"Channel Islands National Park, CA, US",33.99705833,-120.0606083,Santa Rosa,7,7, ,FALSE, , ,United States,Yellow-faced Bumble Bee,,,,Anthophila,Apidae,,,,Bombus,,vosnesenskii,Bombus vosnesenskii,57689,,
73963812,Sat Apr 10 2021 16:21:23 GMT-0700 (PDT),4/10/21 0:00,2021-04-10 23:21:23 UTC,Pacific Time (US & Canada),2568862,castillejajosie,2021-04-14 18:25:34 UTC,2021-04-17 06:31:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/73963812,https://inaturalist-open-data.s3.amazonaws.com/photos/120827141/medium.jpg?1618424724, , , ,1,0,0,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",33.99960333,-120.0596,Santa Rosa,5,5, ,FALSE, , ,United States,Yellow-faced Bumble Bee,,,,Anthophila,Apidae,,,,Bombus,,vosnesenskii,Bombus vosnesenskii,57689,,
74773424,6/21/17,6/21/17 0:00, ,Pacific Time (US & Canada),481431,megakylie,2021-04-21 21:25:30 UTC,2021-04-21 21:25:30 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/74773424,https://inaturalist-open-data.s3.amazonaws.com/photos/122247391/medium.jpg?1619039185, , , ,0,0,0,"Santa Barbara County, CA, USA",33.9792,-120.07942,Santa Rosa,0,0, ,FALSE, , ,United States,Pompilini,,,,,Pompilidae,,Pompilini,,,,,Pompilini,366768,,
74773425,6/21/17,6/21/17 0:00, ,Pacific Time (US & Canada),481431,megakylie,2021-04-21 21:25:30 UTC,2021-04-22 13:58:50 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/74773425,https://inaturalist-open-data.s3.amazonaws.com/photos/122247434/medium.jpg?1619039198, , , ,1,0,0,"Santa Barbara County, CA, USA",33.98157,-120.07454,Santa Rosa,0,0, ,FALSE, , ,United States,Spider Wasps,,,,,Pompilidae,,,,,,,Pompilidae,54028,,
74773426,6/21/17,6/21/17 0:00, ,Pacific Time (US & Canada),481431,megakylie,2021-04-21 21:25:30 UTC,2021-04-21 21:25:30 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/74773426,https://inaturalist-open-data.s3.amazonaws.com/photos/122247375/medium.jpg?1619039178, , , ,0,0,0,"Santa Barbara County, CA, USA",33.95116,-120.10922,Santa Rosa,0,0, ,FALSE, , ,United States,Pompilini,,,,,Pompilidae,,Pompilini,,,,,Pompilini,366768,,
74773434,6/21/17,6/21/17 0:00, ,Pacific Time (US & Canada),481431,megakylie,2021-04-21 21:25:32 UTC,2021-04-22 08:22:48 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/74773434,https://inaturalist-open-data.s3.amazonaws.com/photos/122247330/medium.jpg?1619039158, , ,cf candensis,1,0,0,"Santa Barbara County, CA, USA",33.95116,-120.10071,Santa Rosa,0,0, ,FALSE, , ,United States,Prionyx,,,,,Sphecidae,,,,Prionyx,,,Prionyx,131029,,
74781076,2021/04/10 1:00PM PST,4/10/21 0:00,2021-04-10 20:00:00 UTC,Pacific Time (US & Canada),481431,megakylie,2021-04-21 22:48:16 UTC,2021-04-22 21:25:05 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/74781076,https://inaturalist-open-data.s3.amazonaws.com/photos/122262890/medium.jpg?1619045123, , ,collected by castillejajosie,2,0,0,"Santa Barbara County, CA, USA",33.981793,-120.073716,Santa Rosa,0,0, ,FALSE, , ,United States,Pyramid Ants,,,,,Formicidae,,,,Dorymyrmex,,,Dorymyrmex,69062,,
6308706,2016/10/11 8:14 AM EDT,10/11/16 0:00,2016-10-11 12:14:00 UTC,Eastern Time (US & Canada),2061,kgarner,2017-05-21 21:52:15 UTC,2019-07-27 23:38:01 UTC,needs_id, ,https://www.inaturalist.org/observations/6308706,https://static.inaturalist.org/photos/7942458/medium.jpeg?1495403487, , , ,1,0,0,"Ventura County, CA, USA",34.01345,-119.3731611,Anacapa,0,0, ,FALSE, , ,United States,Ants,,,,,Formicidae,,,,,,,Formicidae,47336,,
6308782,2016/10/11 2:03 PM EDT,10/11/16 0:00,2016-10-11 18:03:00 UTC,Eastern Time (US & Canada),2061,kgarner,2017-05-21 21:54:28 UTC,2020-09-25 09:54:48 UTC,needs_id, ,https://www.inaturalist.org/observations/6308782,https://static.inaturalist.org/photos/7942518/medium.jpeg?1495403635, , , ,4,1,0,"Ventura County, CA, USA",34.01551389,-119.3618917,Anacapa,0,0, ,FALSE, , ,United States,Bees and Apoid Wasps,,,Apoidea,, ,,,,,,,Apoidea,47222,,
18519933,Mon Nov 19 2018 08:46:43 GMT-0800 (PST),11/19/18 0:00,2018-11-19 16:46:43 UTC,Pacific Time (US & Canada),1242751,ameliaduvall,2018-11-20 17:48:17 UTC,2019-01-01 05:09:21 UTC,needs_id, ,https://www.inaturalist.org/observations/18519933,https://static.inaturalist.org/photos/28328892/medium.jpg?1542736101, , , ,1,0,3,"Anacapa Island, , CA, US",34.01321441,-119.3646717,Anacapa,2034,2034, ,FALSE, , ,United States,Crematogaster,,,,,Formicidae,,,,Crematogaster,,,Crematogaster,47342,,
18519955,Mon Nov 19 2018 08:38:19 GMT-0800 (PST),11/19/18 0:00,2018-11-19 16:38:19 UTC,Pacific Time (US & Canada),1242751,ameliaduvall,2018-11-20 17:49:50 UTC,2019-01-01 20:16:43 UTC,needs_id, ,https://www.inaturalist.org/observations/18519955,https://static.inaturalist.org/photos/28328936/medium.jpg?1542736203, , , ,0,0,3,"Anacapa Island, , CA, US",34.01363091,-119.3657646,Anacapa,2103,2103, ,FALSE, , ,United States,Monomorium,,,,,Formicidae,,,,Monomorium,,,Monomorium,69100,,
20258519,Sun Feb 10 2019 08:55:36 GMT-0800 (PST),2/10/19 0:00,2019-02-10 16:55:36 UTC,Pacific Time (US & Canada),1242751,ameliaduvall,2019-02-10 18:55:04 UTC,2019-08-17 05:45:36 UTC,needs_id, ,https://www.inaturalist.org/observations/20258519,https://static.inaturalist.org/photos/31269906/medium.jpg?1549824911, , , ,1,0,3,"Channel Islands National Park, , CA, US",34.01567778,-119.363395,Anacapa,5,5, ,FALSE, , ,United States,Halictini,,,,Anthophila,Halictidae,,Halictini,,,,,Halictini,335597,,
30726279,Sun Aug 11 2019 13:18:24 GMT-0700 (PDT),8/11/19 0:00,2019-08-11 20:18:24 UTC,Pacific Time (US & Canada),1100206,pandbmom,2019-08-13 01:52:16 UTC,2020-09-25 15:58:15 UTC,needs_id, ,https://www.inaturalist.org/observations/30726279,https://static.inaturalist.org/photos/48019526/medium.jpg?1565661145, , , ,1,0,3,"Channel Islands National Park, , CA, US",34.01429307,-119.3684613,Anacapa,868,868, ,FALSE, , ,United States,Cellophane Bees,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,127741,,
51191173,Sat Jun 27 2020 11:19:30 GMT-0700 (PDT),6/27/20 0:00,2020-06-27 18:19:30 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 04:47:53 UTC,2020-06-28 06:33:25 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51191173,https://inaturalist-open-data.s3.amazonaws.com/photos/81317977/medium.jpg?1593319692, , , ,1,0,3,"Channel Islands National Park, CA, US",34.01587778,-119.36348,Anacapa,5,5, ,FALSE, , ,United States,Melissodes,,,,Anthophila,Apidae,,,,Melissodes,,,Melissodes,52781,,
51191279,Sat Jun 27 2020 11:31:23 GMT-0700 (PDT),6/27/20 0:00,2020-06-27 18:31:23 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 04:49:06 UTC,2020-08-19 21:10:11 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51191279,https://inaturalist-open-data.s3.amazonaws.com/photos/81318113/medium.jpg?1593319766, , , ,0,0,3,"Channel Islands National Park, CA, US",34.01562222,-119.3628467,Anacapa,5,5, ,FALSE, , ,United States, ,,,,, ,,,,,,,Hymenoptera,47201,,
51191456,Sat Jun 27 2020 12:50:40 GMT-0700 (PDT),6/27/20 0:00,2020-06-27 19:50:40 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 04:52:27 UTC,2020-06-28 04:52:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51191456,https://inaturalist-open-data.s3.amazonaws.com/photos/81318428/medium.jpg?1593319961, , , ,0,0,3,"Channel Islands National Park, CA, US",34.015575,-119.361175,Anacapa,10,10, ,FALSE, , ,United States, ,,,,,Formicidae,,,,Monomorium,,minimum,Monomorium minimum,225220,,
51191613,Sat Jun 27 2020 14:09:52 GMT-0700 (PDT),6/27/20 0:00,2020-06-27 21:09:52 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 04:55:19 UTC,2020-11-16 17:31:58 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51191613,https://inaturalist-open-data.s3.amazonaws.com/photos/81318783/medium.jpg?1593320136, , , ,0,0,3,"Channel Islands National Park, CA, US",34.01568333,-119.3615417,Anacapa,10,10, ,FALSE, , ,United States, ,,,,,Formicidae,,,,Monomorium,,minimum,Monomorium minimum,225220,,
51191744,Sat Jun 27 2020 14:10:09 GMT-0700 (PDT),6/27/20 0:00,2020-06-27 21:10:09 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 04:57:01 UTC,2020-11-16 17:32:15 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51191744,https://inaturalist-open-data.s3.amazonaws.com/photos/81318952/medium.jpg?1593320238, , ,What are they doing on this Malva? Saw several flowers that had been partially opened (maybe by rodents?) with Monomorium along cut edge.,0,0,3,"Channel Islands National Park, CA, US",34.01568333,-119.3614883,Anacapa,10,10, ,FALSE, , ,United States, ,,,,,Formicidae,,,,Monomorium,,minimum,Monomorium minimum,225220,,
51194520,2020/06/27 11:18 PM PDT,6/27/20 0:00,2020-06-28 06:18:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:04 UTC,2020-09-25 09:52:19 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51194520,https://inaturalist-open-data.s3.amazonaws.com/photos/81321668/medium.jpeg?1593322127, , , ,1,0,0,"Ventura County, CA, USA",34.01595256,-119.3606372,Anacapa,330,330, ,FALSE, , ,United States,Texas Striped Sweat Bee,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,133797,,28
51194521,2020/06/27 11:20 PM PDT,6/27/20 0:00,2020-06-28 06:20:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:05 UTC,2020-09-25 09:52:11 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51194521,https://inaturalist-open-data.s3.amazonaws.com/photos/81321769/medium.jpeg?1593322204, , , ,1,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,Melissodes,,,,Anthophila,Apidae,,,,Melissodes,,,Melissodes,571345,,224
51194522,2020/06/27 11:39 PM PDT,6/27/20 0:00,2020-06-28 06:39:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:05 UTC,2020-06-28 06:58:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51194522,https://inaturalist-open-data.s3.amazonaws.com/photos/81321825/medium.jpeg?1593322239, , , ,1,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,Anthidium maculosum,,,,Anthophila,Megachilidae,,,,Anthidium,,maculosum,Anthidium maculosum,308703,,42
51194526,2020/06/27 11:56 PM PDT,6/27/20 0:00,2020-06-28 06:56:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:07 UTC,2021-04-14 19:09:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51194526,https://inaturalist-open-data.s3.amazonaws.com/photos/81321920/medium.jpeg?1593322321, , , ,2,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,Cellophane Bees,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,127741,,195
51194527,2020/06/27 12:28 AM PDT,6/27/20 0:00,2020-06-27 07:28:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:08 UTC,2020-09-25 09:52:06 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51194527,https://inaturalist-open-data.s3.amazonaws.com/photos/81321992/medium.jpeg?1593322368, , , ,1,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,Metallic Sweat Bees,,,,Anthophila,Halictidae,,,,Lasioglossum,Dialictus,,Dialictus,126545,,1
51194530,2020/06/27 12:33 AM PDT,6/27/20 0:00,2020-06-27 07:33:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:11 UTC,2020-06-28 06:58:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51194530,https://inaturalist-open-data.s3.amazonaws.com/photos/81322069/medium.jpeg?1593322435, , , ,1,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,Metallic Sweat Bees,,,,Anthophila,Halictidae,,,,Lasioglossum,Dialictus,,Dialictus,126545,,39
51194531,2020/06/27 12:34 AM PDT,6/27/20 0:00,2020-06-27 07:34:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:11 UTC,2020-09-25 09:52:07 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51194531,https://inaturalist-open-data.s3.amazonaws.com/photos/81322067/medium.jpeg?1593322433, , , ,1,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,Metallic Sweat Bees,,,,Anthophila,Halictidae,,,,Lasioglossum,Dialictus,,Dialictus,126545,,
51194532,2020/06/27 12:53 AM PDT,6/27/20 0:00,2020-06-27 07:53:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:12 UTC,2020-09-25 09:51:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51194532,https://inaturalist-open-data.s3.amazonaws.com/photos/81322070/medium.jpeg?1593322434, , , ,1,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,Texas Striped Sweat Bee,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,133797,,5
51194534,2020/06/27 12:54 AM PDT,6/27/20 0:00,2020-06-27 07:54:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:14 UTC,2020-09-25 09:51:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51194534,https://inaturalist-open-data.s3.amazonaws.com/photos/81322232/medium.jpeg?1593322563, , , ,1,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,Melissodes,,,,Anthophila,Apidae,,,,Melissodes,,,Melissodes,52781,,36
51194535,2020/06/27 1:09 AM PDT,6/27/20 0:00,2020-06-27 08:09:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:14 UTC,2020-09-25 09:51:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51194535,https://inaturalist-open-data.s3.amazonaws.com/photos/81322242/medium.jpeg?1593322571, , , ,1,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,Furrow Bees,,,,Anthophila,Halictidae,,,,Halictus,,,Halictus,57677,,36
51194536,2020/06/27 1:40 AM PDT,6/27/20 0:00,2020-06-27 08:40:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:15 UTC,2020-09-25 09:50:56 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51194536,https://inaturalist-open-data.s3.amazonaws.com/photos/81322492/medium.jpeg?1593322769, , , ,1,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,Bembix,,,,,Crabronidae,,,,Bembix,,,Bembix,53067,,80
51194539,2020/06/27 1:43 AM PDT,6/27/20 0:00,2020-06-27 08:43:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:18 UTC,2020-06-28 06:58:16 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51194539,https://inaturalist-open-data.s3.amazonaws.com/photos/81322496/medium.jpeg?1593322773, , , ,1,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,Texas Striped Sweat Bee,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,133797,,1
51194541,2020/06/27 1:49 AM PDT,6/27/20 0:00,2020-06-27 08:49:00 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-28 05:56:18 UTC,2020-10-05 20:45:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51194541,https://inaturalist-open-data.s3.amazonaws.com/photos/81322629/medium.jpeg?1593322889, , , ,2,0,0,"Ventura County, 06272019",34.01596748,-119.3606399,Anacapa,262,262, ,FALSE, , ,United States,California Digger Bee,,,,Anthophila,Apidae,,,,Anthophora,,californica,Anthophora californica,308726,,67
51330879,Sat Jun 27 2020 12:20:51 GMT-0700 (PDT),6/27/20 0:00,2020-06-27 19:20:51 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-29 05:05:24 UTC,2020-06-29 05:40:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51330879,https://inaturalist-open-data.s3.amazonaws.com/photos/81545458/medium.jpg?1593407196, , , ,1,0,3,"Channel Islands National Park, CA, US",34.01623041,-119.3625479,Anacapa,215,215, ,FALSE, , ,United States,Metallic Sweat Bees,,,,Anthophila,Halictidae,,,,Lasioglossum,Dialictus,,Dialictus,126545,,
51330931,Sat Jun 27 2020 03:16:10 GMT-0700 (PDT),6/27/20 0:00,2020-06-27 10:16:10 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-29 05:06:41 UTC,2020-06-29 07:36:50 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51330931,https://inaturalist-open-data.s3.amazonaws.com/photos/81545521/medium.jpg?1593407238, , , ,1,0,3,"Channel Islands National Park, CA, US",34.01634329,-119.3627503,Anacapa,136,136, ,FALSE, , ,United States,Cellophane Bees,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,127741,,4
51330969,Sat Jun 27 2020 02:54:19 GMT-0700 (PDT),6/27/20 0:00,2020-06-27 09:54:19 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-29 05:07:23 UTC,2020-08-19 21:10:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51330969,https://inaturalist-open-data.s3.amazonaws.com/photos/81545633/medium.jpg?1593407285, , , ,1,0,3,"Channel Islands National Park, CA, US",34.01598498,-119.3613973,Anacapa,233,233, ,FALSE, , ,United States,Urbane Digger Bee,,,,Anthophila,Apidae,,,,Anthophora,,urbana,Anthophora urbana,57681,,3
51331000,Sat Jun 27 2020 02:52:35 GMT-0700 (PDT),6/27/20 0:00,2020-06-27 09:52:35 UTC,Pacific Time (US & Canada),195291,stephanomeria,2020-06-29 05:08:10 UTC,2020-06-30 04:35:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/51331000,https://inaturalist-open-data.s3.amazonaws.com/photos/81545684/medium.jpg?1593407318, , , ,1,0,3,"Channel Islands National Park, CA, US",34.01600844,-119.3612455,Anacapa,264,264, ,FALSE, , ,United States,Potter and Mason Wasps,,,,,Vespidae,Eumeninae,,,,,,Eumeninae,119344,,5
54011800,2020-07-20 8:34:54 AM PDT,7/20/20 0:00,2020-07-20 15:34:54 UTC,Pacific Time (US & Canada),34488,pileated,2020-07-23 01:19:10 UTC,2020-09-23 05:16:13 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/54011800,https://inaturalist-open-data.s3.amazonaws.com/photos/85922803/medium.jpg?1595467152, , , ,1,0,2,"Ventura, CA 93001, USA",34.01558881,-119.3667059,Anacapa,242,242, ,FALSE,gps,gps,United States,Metallic Sweat Bees,,,,Anthophila,Halictidae,,,,Lasioglossum,Dialictus,,Dialictus,126545,,
54012005,2020-07-19 2:06:50 PM PDT,7/19/20 0:00,2020-07-19 21:06:50 UTC,Pacific Time (US & Canada),34488,pileated,2020-07-23 01:22:17 UTC,2020-12-26 21:19:03 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/54012005,https://inaturalist-open-data.s3.amazonaws.com/photos/85923233/medium.jpeg?1595467345, , , ,1,0,2,"Ventura, CA 93001, USA",34.01504356,-119.3677848,Anacapa,95,95, ,FALSE,gps,gps,United States,Furrow Bees,,,,Anthophila,Halictidae,,,,Halictus,,,Halictus,57677,,
54012114,2020-07-19 2:54:22 PM PDT,7/19/20 0:00,2020-07-19 21:54:22 UTC,Pacific Time (US & Canada),34488,pileated,2020-07-23 01:23:36 UTC,2020-12-26 21:17:00 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/54012114,https://inaturalist-open-data.s3.amazonaws.com/photos/85923404/medium.jpg?1595467418, , , ,2,0,2,"Ventura, CA 93001, USA",34.01382826,-119.3675692,Anacapa,10,10, ,FALSE,gps,gps,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,72
54012244,2020-07-19 11:42:19 AM PDT,7/19/20 0:00,2020-07-19 18:42:19 UTC,Pacific Time (US & Canada),34488,pileated,2020-07-23 01:25:22 UTC,2020-12-27 03:41:55 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/54012244,https://inaturalist-open-data.s3.amazonaws.com/photos/85923639/medium.jpg?1595467526, , , ,1,0,2,"Ventura, CA 93001, USA",34.01397639,-119.3674887,Anacapa,8,8, ,FALSE,gps,gps,United States,Furrow Bees,,,,Anthophila,Halictidae,,,,Halictus,,,Halictus,57677,,
54012253,2020-07-19 11:49:25 AM PDT,7/19/20 0:00,2020-07-19 18:49:25 UTC,Pacific Time (US & Canada),34488,pileated,2020-07-23 01:25:30 UTC,2021-04-14 17:14:18 UTC,research,CC-BY,https://www.inaturalist.org/observations/54012253,https://inaturalist-open-data.s3.amazonaws.com/photos/85923660/medium.jpeg?1595467536, , , ,2,0,2,"Ventura, CA 93001, USA",34.01464004,-119.3670331,Anacapa,288,288, ,FALSE,gps,gps,United States,Cellophane Bees,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,127741,,2
54012342,2020-07-19 11:52:00 AM PDT,7/19/20 0:00,2020-07-19 18:52:00 UTC,Pacific Time (US & Canada),34488,pileated,2020-07-23 01:26:10 UTC,2021-04-14 17:14:13 UTC,research,CC-BY,https://www.inaturalist.org/observations/54012342,https://inaturalist-open-data.s3.amazonaws.com/photos/85923754/medium.jpg?1595467573, , , ,2,0,2,East Anacapa Island,34.01511193,-119.3660876,Anacapa,335,335, ,FALSE,gps,gps,United States,Cellophane Bees,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,127741,,9
54012385,2020-07-19 11:52:15 AM PDT,7/19/20 0:00,2020-07-19 18:52:15 UTC,Pacific Time (US & Canada),34488,pileated,2020-07-23 01:26:22 UTC,2020-12-27 03:37:03 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/54012385,https://inaturalist-open-data.s3.amazonaws.com/photos/85923776/medium.jpg?1595467585, , , ,1,0,2,"Ventura, CA 93001, USA",34.01500549,-119.3660296,Anacapa,291,291, ,FALSE,gps,gps,United States,Texas Striped Sweat Bee,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,133797,,1
54012488,2020-07-19 12:00:33 PM PDT,7/19/20 0:00,2020-07-19 19:00:33 UTC,Pacific Time (US & Canada),34488,pileated,2020-07-23 01:27:04 UTC,2020-09-07 14:32:04 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/54012488,https://inaturalist-open-data.s3.amazonaws.com/photos/85923860/medium.jpg?1595467629, , , ,1,0,2,"Ventura, CA 93001, USA",34.01468645,-119.3669057,Anacapa,253,253, ,FALSE,gps,gps,United States,Furrow Bees,,,,Anthophila,Halictidae,,,,Halictus,,,Halictus,57677,,1
54014481,2020-07-19 12:22:24 PM PDT,7/19/20 0:00,2020-07-19 19:22:24 UTC,Pacific Time (US & Canada),5179,leptonia,2020-07-23 01:51:35 UTC,2020-08-17 04:10:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54014481,https://inaturalist-open-data.s3.amazonaws.com/photos/85927263/medium.jpeg?1595469098, , , ,0,0,2,"Ventura, CA 93001, USA",34.01511667,-119.3669472,Anacapa,0,0, ,FALSE,gps,gps,United States,Little Black Ant,,,,,Formicidae,,,,Monomorium,,minimum,Monomorium minimum,225220,,
54014679,2020-07-19 2:02:21 PM PDT,7/19/20 0:00,2020-07-19 21:02:21 UTC,Pacific Time (US & Canada),5179,leptonia,2020-07-23 01:54:26 UTC,2020-07-24 00:32:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54014679,https://inaturalist-open-data.s3.amazonaws.com/photos/85927682/medium.jpeg?1595469271, , , ,1,0,2,"Ventura, CA 93001, USA",34.01521778,-119.3636203,Anacapa,0,0, ,FALSE,gps,gps,United States,Metallic Sweat Bees,,,,Anthophila,Halictidae,,,,Lasioglossum,Dialictus,,Dialictus,126545,,49
