record,source,month_arabic,day_arabic,year,island,order,family,genus,acceptedGenus,specificEp,acceptedEpithet,scientificName,acceptedScientificName
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,miguelense,miguelense,Lasioglossum miguelense,Lasioglossum miguelense
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,miguelense,miguelense,Lasioglossum miguelense,Lasioglossum miguelense
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,nigrescens,nigrescens,Lasioglossum nigrescens,Lasioglossum nigrescens
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,nigrescens,nigrescens,Lasioglossum nigrescens,Lasioglossum nigrescens
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,nigrescens,nigrescens,Lasioglossum nigrescens,Lasioglossum nigrescens
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,nigrescens,nigrescens,Lasioglossum nigrescens,Lasioglossum nigrescens
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,nigrescens,nigrescens,Lasioglossum nigrescens,Lasioglossum nigrescens
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,nigrescens,nigrescens,Lasioglossum nigrescens,Lasioglossum nigrescens
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,nigrescens,nigrescens,Lasioglossum nigrescens,Lasioglossum nigrescens
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,nigrescens,nigrescens,Lasioglossum nigrescens,Lasioglossum nigrescens
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,nigrescens,nigrescens,Lasioglossum nigrescens,Lasioglossum nigrescens
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,nigrescens,nigrescens,Lasioglossum nigrescens,Lasioglossum nigrescens
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Bohart,6,6,1978,Santa Rosa,Hymenoptera,Megachilidae,Ashmeadiella,Ashmeadiella,cactorum,cactorum,Ashmeadiella cactorum basalis,Ashmeadiella cactorum basalis
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Megachilidae,Osmia,Osmia,albolateralis,albolateralis,Osmia albolateralis,Osmia albolateralis
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Megachilidae,Osmia,Osmia,seclusa,nemoris,Osmia seclusa,Osmia nemoris
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Megachilidae,Osmia,Osmia,trevoris,trevoris,Osmia trevoris,Osmia trevoris
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Agapostemon,Agapostemon,texanus,texanus,Agapostemon texanus,Agapostemon texanus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,nigrescens,nigrescens,Lasioglossum nigrescens,Lasioglossum nigrescens
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,perichlarus,perichlarus,Lasioglossum perichlarus,Lasioglossum perichlarus
occurrence,Bohart,6,7,1978,Santa Rosa,Hymenoptera,Megachilidae,Osmia,Osmia,albolateralis,albolateralis,Osmia albolateralis,Osmia albolateralis
occurrence,Bohart,4,24,1988,Santa Rosa,Hymenoptera,Apidae,Habropoda,Habropoda,miserabilis,miserabilis,Habropoda miserabilis,Habropoda miserabilis
occurrence,Bohart,6,5,1994,Santa Rosa,Hymenoptera,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,4,7,1941,Santa Rosa,Hymenoptera,Apidae,Bombus,Bombus,californicus,californicus,Bombus californicus,Bombus californicus
occurrence,Bohart,4,1,1941,Santa Rosa,Hymenoptera,Halictidae,Agapostemon,Agapostemon,texanus,texanus,Agapostemon texanus,Agapostemon texanus
occurrence,Bohart,4,1,1941,Santa Rosa,Hymenoptera,Halictidae,Agapostemon,Agapostemon,texanus,texanus,Agapostemon texanus,Agapostemon texanus
occurrence,Bohart,4,1,1941,Santa Rosa,Hymenoptera,Halictidae,Agapostemon,Agapostemon,texanus,texanus,Agapostemon texanus,Agapostemon texanus
occurrence,Bohart,4,1,1941,Santa Rosa,Hymenoptera,Halictidae,Agapostemon,Agapostemon,texanus,texanus,Agapostemon texanus,Agapostemon texanus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Andrenidae,Andrena,Andrena,caerulea,caerulea,Andrena caerulea,Andrena caerulea
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Andrenidae,Andrena,Andrena,caerulea,caerulea,Andrena caerulea,Andrena caerulea
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Apidae,Epeolus,Epeolus,minimus,minimus,Epeolus minimus,Epeolus minimus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus gaudialis,Colletes hyalinus gaudialis
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Agapostemon,Agapostemon,texanus,texanus,Agapostemon texanus,Agapostemon texanus
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,mellipes,mellipes,Lasioglossum mellipes,Lasioglossum mellipes
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,mellipes,mellipes,Lasioglossum mellipes,Lasioglossum mellipes
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
occurrence,Bohart,6,8,1978,Santa Rosa,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,pavonotum,pavonotum,Lasioglossum pavonotum,Lasioglossum pavonotum
