"","id","observed_o","month","year","observed_1","time_obser","time_zone","user_id","user_login","created_at","updated_at","quality_gr","license","url","image_url","sound_url","tag_list","descriptio","num_identi","num_iden_1","captive_cu","oauth_appl","place_gues","island","latitude","longitude","positional","public_pos","geoprivacy","taxon_geop","coordinate","positionin","position_1","place_coun","place_stat","place_co_1","species_gu","scientificName","common_nam","iconic_tax","taxon_id","taxon_orde","taxon_fami","taxon_genu","taxon_spec","taxon_subs","order","acceptedFamily","acceptedGenus","acceptedName"
"106",21802951,"2019/03/24 12:45 PM PDT",3,2019,"3/24/2019 0:00","2019-03-24 19:45:00 UTC","Pacific Time (US & Canada)",12809,"cedric_lee","2019-03-30 23:11:08 UTC","2020-04-23 22:48:00 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/21802951","https://inaturalist-open-data.s3.amazonaws.com/photos/33765366/medium.jpeg?1553981308",,,,1,0,FALSE,,"Los Angeles, California, United States","San Clemente",32.825625,-118.3596433,,,,,FALSE,,,"Los Angeles","California","United States","Pallid-winged Grasshopper","Trimerotropis pallidipennis","Pallid-winged Grasshopper","Insecta",51493,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis"
"107",21803902,"Thu Mar 28 2019 09:10:16 GMT-0700 (PDT)",3,2019,"3/28/2019 0:00","2019-03-28 16:10:16 UTC","Pacific Time (US & Canada)",213838,"vireolanius","2019-03-30 23:36:31 UTC","2021-05-08 00:25:52 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/21803902","https://inaturalist-open-data.s3.amazonaws.com/photos/33774405/medium.jpg?1553988999",,,,2,0,FALSE,3,"Los Angeles County, US-CA, US","San Clemente",32.88425904,-118.4831296,10,10,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"108",21804576,"2019/03/24 4:38 PM PDT",3,2019,"3/24/2019 0:00","2019-03-24 23:38:00 UTC","Pacific Time (US & Canada)",12809,"cedric_lee","2019-03-30 23:52:51 UTC","2020-04-23 22:46:14 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/21804576","https://inaturalist-open-data.s3.amazonaws.com/photos/33773746/medium.jpeg?1553988323",,,,1,0,FALSE,,"Los Angeles, California, United States","San Clemente",32.82996667,-118.3701233,,,,,FALSE,,,"Los Angeles","California","United States","Pallid-winged Grasshopper","Trimerotropis pallidipennis","Pallid-winged Grasshopper","Insecta",51493,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis"
"109",21804579,"2019/03/24 4:52 PM PDT",3,2019,"3/24/2019 0:00","2019-03-24 23:52:00 UTC","Pacific Time (US & Canada)",12809,"cedric_lee","2019-03-30 23:52:53 UTC","2021-05-08 00:26:01 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/21804579","https://inaturalist-open-data.s3.amazonaws.com/photos/33773812/medium.jpeg?1553988361",,,,2,0,FALSE,,"Los Angeles, California, United States","San Clemente",32.8299,-118.3701817,,,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"110",21810243,"2019/03/25 10:57 AM PDT",3,2019,"3/25/2019 0:00","2019-03-25 17:57:00 UTC","Pacific Time (US & Canada)",12809,"cedric_lee","2019-03-31 02:10:44 UTC","2020-04-23 22:44:53 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/21810243","https://inaturalist-open-data.s3.amazonaws.com/photos/33776818/medium.jpeg?1553991217",,,,2,0,FALSE,,"Los Angeles County, CA, USA","San Clemente",32.87848338,-118.4383846,97,97,,,FALSE,,,"Los Angeles","California","United States","Gryllus","Gryllus",,"Insecta",71251,"Orthoptera","Gryllidae","Gryllus",,,"Orthoptera","Gryllidae","Gryllus",
"111",21822901,"3/24/2019",3,2019,"3/24/2019 0:00",,"Pacific Time (US & Canada)",12809,"cedric_lee","2019-03-31 12:33:45 UTC","2020-04-23 22:57:01 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/21822901","https://inaturalist-open-data.s3.amazonaws.com/photos/33806257/medium.jpeg?1554033076",,,,2,0,FALSE,,"Los Angeles County, CA, USA","San Clemente",32.82993409,-118.3700046,10,10,,,FALSE,,,"Los Angeles","California","United States","Pallid-winged Grasshopper","Trimerotropis pallidipennis","Pallid-winged Grasshopper","Insecta",51493,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis"
"112",21830966,"2019-03-24 4:37:38 PM PDT",3,2019,"3/24/2019 0:00","2019-03-24 23:37:38 UTC","Pacific Time (US & Canada)",34488,"pileated","2019-03-31 16:42:50 UTC","2020-04-23 18:20:46 UTC","research","CC-BY","https://www.inaturalist.org/observations/21830966","https://inaturalist-open-data.s3.amazonaws.com/photos/33820709/medium.jpg?1554050572",,,,2,0,FALSE,2,"Los Angeles County, US-CA, US","San Clemente",32.82995605,-118.3702011,,,,,FALSE,"gps","gps","Los Angeles","California","United States","Pallid-winged Grasshopper","Trimerotropis pallidipennis","Pallid-winged Grasshopper","Insecta",51493,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis"
"113",21997643,"Tue Apr 02 2019 11:40:24 GMT-0700 (PDT)",4,2019,"4/2/2019 0:00","2019-04-02 18:40:24 UTC","Pacific Time (US & Canada)",688240,"empid","2019-04-04 22:21:28 UTC","2021-05-08 00:25:41 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/21997643","https://inaturalist-open-data.s3.amazonaws.com/photos/34097172/medium.jpg?1554416506",,,,2,0,FALSE,3,"Los Angeles County, US-CA, US","San Clemente",32.88409718,-118.4830472,5,5,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"114",22115000,"2019-04-06 2:40:17 PM PDT",4,2019,"4/6/2019 0:00","2019-04-06 21:40:17 UTC","Pacific Time (US & Canada)",1502858,"jeanshelton","2019-04-06 22:52:03 UTC","2021-05-08 00:25:37 UTC","research",,"https://www.inaturalist.org/observations/22115000","https://static.inaturalist.org/photos/34234359/medium.jpeg?1554591362",,,,2,0,FALSE,2,"East End Light Road, Avalon, CA 90704, USA","Santa Catalina",33.33523941,-118.3162994,,,,,FALSE,"gps","gps","Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"115",22183805,"2019-04-07 4:47:00 PM PDT",4,2019,"4/7/2019 0:00","2019-04-07 23:47:00 UTC","Pacific Time (US & Canada)",1502858,"jeanshelton","2019-04-08 05:45:04 UTC","2019-04-20 14:35:10 UTC","research",,"https://www.inaturalist.org/observations/22183805","https://static.inaturalist.org/photos/34347305/medium.jpeg?1554702328",,,,1,0,FALSE,2,"231 Catalina Ave, Avalon, CA 90704, USA","Santa Catalina",33.34224701,-118.3267746,,,,,FALSE,"gps","gps","Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"116",22309009,"Mon Apr 08 2019 21:03:02 GMT-0700 (PDT)",4,2019,"4/8/2019 0:00","2019-04-09 04:03:02 UTC","Pacific Time (US & Canada)",525696,"silas4","2019-04-11 01:52:48 UTC","2021-05-07 21:14:14 UTC","needs_id",,"https://www.inaturalist.org/observations/22309009","https://static.inaturalist.org/photos/34550569/medium.jpg?1554947574",,,,4,0,FALSE,3,"Channel Islands National Park, , CA, US","Santa Cruz",34.04844717,-119.5621033,5,5,,,FALSE,,,"Santa Barbara","California","United States","Ammopelmatus","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"117",22490456,"2019/04/14 10:36 AM PDT",4,2019,"4/14/2019 0:00","2019-04-14 17:36:00 UTC","Pacific Time (US & Canada)",23091,"sue_meiman","2019-04-14 23:29:23 UTC","2019-04-26 03:36:58 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/22490456","https://inaturalist-open-data.s3.amazonaws.com/photos/34840597/medium.jpg?1555284296",,,,1,0,FALSE,,"Los Angeles County, CA, USA","San Clemente",32.85808586,-118.4129624,169,169,,,FALSE,,,"Los Angeles","California","United States","Trimerotropis","Trimerotropis pallidipennis","Pallid-winged Grasshopper","Insecta",51493,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis"
"118",22532294,"2019/04/15 9:07 AM PDT",4,2019,"4/15/2019 0:00","2019-04-15 16:07:00 UTC","Pacific Time (US & Canada)",23091,"sue_meiman","2019-04-15 22:44:30 UTC","2020-03-04 03:43:28 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/22532294","https://inaturalist-open-data.s3.amazonaws.com/photos/34908987/medium.jpg?1555368153",,,,3,0,FALSE,,"Los Angeles County, CA, USA","San Clemente",32.86752284,-118.4516903,125,125,,,FALSE,,,"Los Angeles","California","United States","Leprus","Leprus intermedius","Saussure's Blue-winged Grasshopper","Insecta",155259,"Orthoptera","Acrididae","Leprus","Leprus intermedius",,"Orthoptera","Acrididae","Leprus","Leprus intermedius"
"119",22761672,"2019/04/19 12:02 PM PDT",4,2019,"4/19/2019 0:00","2019-04-19 19:02:00 UTC","Pacific Time (US & Canada)",223005,"dlbowls","2019-04-20 16:35:06 UTC","2019-04-24 05:09:22 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/22761672","https://inaturalist-open-data.s3.amazonaws.com/photos/35271566/medium.jpeg?1555776308",,,,1,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.0179791,-119.6834801,42,42,,,FALSE,,,"Santa Barbara","California","United States","Gammarotettix genitalis","Gammarotettix genitalis",,"Insecta",155265,"Orthoptera","Rhaphidophoridae","Gammarotettix","Gammarotettix genitalis",,"Orthoptera","Rhaphidophoridae","Gammarotettix","Gammarotettix genitalis"
"120",22804445,"7/10/2013",7,2013,"7/10/2013 0:00",,"Pacific Time (US & Canada)",97486,"bugsoundsjc","2019-04-21 08:11:11 UTC","2021-07-05 16:02:39 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/22804445","https://inaturalist-open-data.s3.amazonaws.com/photos/35343709/medium.jpg?1555833169","https://static.inaturalist.org/sounds/215664.wav?1620547034",,"Lab calling song  recording JCR130722_00, 24.4 C.",1,0,FALSE,,"Hermit Gulch","Santa Catalina",33.32865,-118.33841,,,,,FALSE,,,"Los Angeles","California","United States","Neduba propsti","Neduba propsti","Santa Catalina Island Shieldback","Insecta",1184341,"Orthoptera","Tettigoniidae","Neduba","Neduba propsti",,"Orthoptera","Tettigoniidae","Neduba","Neduba propsti"
"121",22867949,"2019/04/04 12:48 PM PDT",4,2019,"4/4/2019 0:00","2019-04-04 19:48:00 UTC","Pacific Time (US & Canada)",86100,"naturenate","2019-04-22 05:28:51 UTC","2021-02-14 07:35:01 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/22867949","https://static.inaturalist.org/photos/35446484/medium.jpeg?1555910797",,,,3,0,FALSE,,"Los Angeles County, CA, USA","Santa Catalina",33.38541833,-118.4089183,,,,,FALSE,,,"Los Angeles","California","United States","Ammopelmatus","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"122",22961328,"2019/04/05 12:52 PM PDT",4,2019,"4/5/2019 0:00","2019-04-05 19:52:00 UTC","Pacific Time (US & Canada)",86100,"naturenate","2019-04-23 20:44:42 UTC","2020-07-30 00:57:19 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/22961328","https://static.inaturalist.org/photos/35590496/medium.jpeg?1556051491",,,,2,0,FALSE,,"Los Angeles, California, United States","Santa Catalina",33.38011167,-118.3919133,,,,,FALSE,,,"Los Angeles","California","United States","Saussure's Blue-winged Grasshopper","Leprus intermedius","Saussure's Blue-winged Grasshopper","Insecta",155259,"Orthoptera","Acrididae","Leprus","Leprus intermedius",,"Orthoptera","Acrididae","Leprus","Leprus intermedius"
"123",22980970,"2019/04/18 2:43 PM HST",4,2019,"4/18/2019 0:00","2019-04-19 00:43:00 UTC","Hawaii",81702,"langlands","2019-04-24 03:41:54 UTC","2019-05-19 06:02:09 UTC","research","CC-BY-NC-ND","https://www.inaturalist.org/observations/22980970","https://static.inaturalist.org/photos/35624559/medium.jpeg?1556076852",,,,2,0,FALSE,,"Santa Barbara County, CA, USA","Santa Rosa",33.98145917,-119.9909183,,,,,FALSE,,,"Santa Barbara","California","United States","Oedaleonotus phryneicus","Oedaleonotus phryneicus",,"Insecta",226253,"Orthoptera","Acrididae","Oedaleonotus","Oedaleonotus phryneicus",,"Orthoptera","Acrididae","Oedaleonotus","Oedaleonotus phryneicus"
"124",23138705,"Wed Apr 24 2019 07:44:14 GMT-0700 (PDT)",4,2019,"4/24/2019 0:00","2019-04-24 14:44:14 UTC","Pacific Time (US & Canada)",1474963,"stephlbartlett","2019-04-26 14:40:45 UTC","2021-05-08 00:25:33 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/23138705","https://inaturalist-open-data.s3.amazonaws.com/photos/35866299/medium.jpg?1556289653",,,,4,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US","San Clemente",32.90856667,-118.5180967,5,5,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"125",23532488,"Sat Apr 27 2019 09:21:38 GMT-0700 (PDT)",4,2019,"4/27/2019 0:00","2019-04-27 16:21:38 UTC","Pacific Time (US & Canada)",1474963,"stephlbartlett","2019-04-28 01:29:34 UTC","2020-02-17 20:43:34 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/23532488","https://inaturalist-open-data.s3.amazonaws.com/photos/36438606/medium.jpg?1556414982",,,,3,1,FALSE,3,"San Clemente Island Underwater Range, , CA, US","San Clemente",32.82133667,-118.3670717,5,5,,,FALSE,,,"Los Angeles","California","United States","Bird Grasshoppers","Schistocerca","Bird Grasshoppers","Insecta",52159,"Orthoptera","Acrididae","Schistocerca",,,"Orthoptera","Acrididae","Schistocerca",
"126",23693724,"2019-04-28 11:14:46 AM PDT",4,2019,"4/28/2019 0:00","2019-04-28 18:14:46 UTC","Pacific Time (US & Canada)",764858,"trurokr","2019-04-28 18:17:06 UTC","2021-05-07 03:54:02 UTC","research",,"https://www.inaturalist.org/observations/23693724","https://static.inaturalist.org/photos/37317696/medium.jpg?1556595669",,,,2,0,FALSE,2,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US","Santa Cruz",34.01918643,-119.6844663,9,9,,,FALSE,,,"Santa Barbara","California","United States","Aglaothorax morsei santacruzae","Aglaothorax morsei santacruzae",,"Insecta",470077,"Orthoptera","Tettigoniidae","Aglaothorax","Aglaothorax morsei","Aglaothorax morsei santacruzae","Orthoptera","Tettigoniidae","Aglaothorax","Aglaothorax morsei santacruzae"
"127",24194544,"2019/03/07 3:02 PM PST",3,2019,"3/7/2019 0:00","2019-03-07 23:02:00 UTC","Pacific Time (US & Canada)",34488,"pileated","2019-04-30 16:30:01 UTC","2020-04-23 18:06:46 UTC","research","CC-BY","https://www.inaturalist.org/observations/24194544","https://inaturalist-open-data.s3.amazonaws.com/photos/37413188/medium.jpg?1556641703",,,,3,0,FALSE,,"Los Angeles County, CA, USA","San Clemente",32.91834708,-118.4896985,35,35,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"128",24859754,"Thu May 09 2019 15:39:51 GMT-0700 (PDT)",5,2019,"5/9/2019 0:00","2019-05-09 22:39:51 UTC","Pacific Time (US & Canada)",1698027,"anthony372","2019-05-09 22:41:11 UTC","2019-05-10 01:47:04 UTC","research",,"https://www.inaturalist.org/observations/24859754","https://static.inaturalist.org/photos/38450446/medium.jpg?1557441705",,,,2,0,FALSE,3,"150–160 Saint Catherine Way, Avalon, CA, US","Santa Catalina",33.35082217,-118.3294948,10,10,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"129",25271619,"2019/05/11 8:26 AM PDT",5,2019,"5/11/2019 0:00","2019-05-11 15:26:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2019-05-17 18:04:38 UTC","2019-05-18 13:13:23 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/25271619","https://inaturalist-open-data.s3.amazonaws.com/photos/39124670/medium.jpeg?1558115927",,,,2,0,FALSE,,"Santa Barbara County, CA, USA","Santa Rosa",33.962455,-119.98346,,,,,FALSE,,,"Santa Barbara","California","United States","Pallid-winged Grasshopper","Trimerotropis pallidipennis","Pallid-winged Grasshopper","Insecta",51493,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis"
"130",25358078,"2019/05/12 10:19 AM PDT",5,2019,"5/12/2019 0:00","2019-05-12 17:19:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2019-05-19 02:04:19 UTC","2019-05-19 05:58:10 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/25358078","https://inaturalist-open-data.s3.amazonaws.com/photos/39263013/medium.jpeg?1558230378",,,,1,0,FALSE,,"Channel Islands National Park, Channel Islands, Santa Barbara, California, United States","Santa Rosa",34.021065,-120.0697733,,,,,FALSE,,,"Santa Barbara","California","United States","Oedaleonotus phryneicus","Oedaleonotus phryneicus",,"Insecta",226253,"Orthoptera","Acrididae","Oedaleonotus","Oedaleonotus phryneicus",,"Orthoptera","Acrididae","Oedaleonotus","Oedaleonotus phryneicus"
"131",25603180,"2019-05-22 11:59:07 AM PDT",5,2019,"5/22/2019 0:00","2019-05-22 18:59:07 UTC","Pacific Time (US & Canada)",75776,"upandadam","2019-05-23 04:53:41 UTC","2021-05-07 21:13:46 UTC","needs_id",,"https://www.inaturalist.org/observations/25603180","https://static.inaturalist.org/photos/39675381/medium.jpg?1558587225",,,,4,0,FALSE,2,"Santa Barbara County, CA, USA","Santa Rosa",33.99292374,-120.2063217,,,,,FALSE,"gps","gps","Santa Barbara","California","United States","Ammopelmatus","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"132",26197997,"2010/10/07 8:25 PM CDT",10,2010,"10/7/2010 0:00","2010-10-08 01:25:00 UTC","Central Time (US & Canada)",105431,"shaunmichael","2019-06-01 19:25:43 UTC","2021-07-06 22:46:27 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/26197997","https://static.inaturalist.org/photos/40657381/medium.jpg?1559416575",,,,3,0,FALSE,,"Los Angeles County, CA, USA","Santa Catalina",33.35207098,-118.4347413,244,244,,,FALSE,,,"Los Angeles","California","United States","Band-winged Grasshoppers","Oedipodinae","Bandwing Grasshoppers","Insecta",129164,"Orthoptera","Acrididae",,,,"Orthoptera","Acrididae",,
"133",26198002,"2010/06/21 5:30 PM CDT",6,2010,"6/21/2010 0:00","2010-06-21 22:30:00 UTC","Central Time (US & Canada)",105431,"shaunmichael","2019-06-01 19:25:45 UTC","2021-07-06 22:46:27 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/26198002","https://static.inaturalist.org/photos/40657393/medium.jpg?1559416581",,,,1,0,FALSE,,"Avalon, CA 90704, USA","Santa Catalina",33.32862353,-118.3407567,61,61,,,FALSE,,,"Los Angeles","California","United States","Santa Catalina Island Shieldback","Neduba propsti","Santa Catalina Island Shieldback","Insecta",1184341,"Orthoptera","Tettigoniidae","Neduba","Neduba propsti",,"Orthoptera","Tettigoniidae","Neduba","Neduba propsti"
"134",27727886,"Tue Jun 25 2019 15:59:40 GMT-0700 (PDT)",6,2019,"6/25/2019 0:00","2019-06-25 22:59:40 UTC","Pacific Time (US & Canada)",173183,"serpophaga","2019-06-27 00:17:03 UTC","2020-04-25 04:00:21 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/27727886","https://inaturalist-open-data.s3.amazonaws.com/photos/43172804/medium.jpg?1561595034",,,,3,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US","San Clemente",32.87578667,-118.4896083,5,5,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"135",27728028,"Tue Jun 25 2019 15:48:39 GMT-0700 (PDT)",6,2019,"6/25/2019 0:00","2019-06-25 22:48:39 UTC","Pacific Time (US & Canada)",173183,"serpophaga","2019-06-27 00:19:42 UTC","2020-04-25 04:00:20 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/27728028","https://inaturalist-open-data.s3.amazonaws.com/photos/43172383/medium.jpg?1561594792",,,,1,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US","San Clemente",32.873695,-118.4922783,5,5,,,FALSE,,,"Los Angeles","California","United States","Band-winged Grasshoppers","Oedipodinae","Bandwing Grasshoppers","Insecta",129164,"Orthoptera","Acrididae",,,,"Orthoptera","Acrididae",,
"136",27914132,"Tue Jun 25 2019 14:50:57 GMT-0700 (PDT)",6,2019,"6/25/2019 0:00","2019-06-25 21:50:57 UTC","Pacific Time (US & Canada)",173183,"serpophaga","2019-06-30 05:28:05 UTC","2020-04-25 04:00:18 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/27914132","https://inaturalist-open-data.s3.amazonaws.com/photos/43478368/medium.jpg?1561872496",,,,1,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US","San Clemente",32.86984167,-118.4958333,5,5,,,FALSE,,,"Los Angeles","California","United States","Bird Grasshoppers","Schistocerca","Bird Grasshoppers","Insecta",52159,"Orthoptera","Acrididae","Schistocerca",,,"Orthoptera","Acrididae","Schistocerca",
"137",27914164,"Tue Jun 25 2019 14:46:52 GMT-0700 (PDT)",6,2019,"6/25/2019 0:00","2019-06-25 21:46:52 UTC","Pacific Time (US & Canada)",173183,"serpophaga","2019-06-30 05:29:28 UTC","2020-04-25 04:00:17 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/27914164","https://inaturalist-open-data.s3.amazonaws.com/photos/43493815/medium.jpg?1561895057",,,,1,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US","San Clemente",32.86982833,-118.4959867,5,5,,,FALSE,,,"Los Angeles","California","United States","Bird Grasshoppers","Schistocerca","Bird Grasshoppers","Insecta",52159,"Orthoptera","Acrididae","Schistocerca",,,"Orthoptera","Acrididae","Schistocerca",
"138",27914448,"Tue Jun 25 2019 14:46:45 GMT-0700 (PDT)",6,2019,"6/25/2019 0:00","2019-06-25 21:46:45 UTC","Pacific Time (US & Canada)",173183,"serpophaga","2019-06-30 05:40:03 UTC","2020-04-25 04:00:17 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/27914448","https://inaturalist-open-data.s3.amazonaws.com/photos/43479084/medium.jpg?1561873206",,,,1,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US","San Clemente",32.86982833,-118.4959867,5,5,,,FALSE,,,"Los Angeles","California","United States","Bird Grasshoppers","Schistocerca","Bird Grasshoppers","Insecta",52159,"Orthoptera","Acrididae","Schistocerca",,,"Orthoptera","Acrididae","Schistocerca",
"139",27926903,"Tue May 28 2019 14:21:31 GMT-0700 (PDT)",5,2019,"5/28/2019 0:00","2019-05-28 21:21:31 UTC","Pacific Time (US & Canada)",81668,"monicatydlaska","2019-06-30 13:12:04 UTC","2021-05-08 00:25:22 UTC","research",,"https://www.inaturalist.org/observations/27926903","https://static.inaturalist.org/photos/43498521/medium.jpg?1561900332",,,,2,0,FALSE,3,"Middle Ranch Rd, , CA, US","Santa Catalina",33.355745,-118.437295,10,10,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"140",28133549,"Wed Jul 03 2019 08:12:29 GMT-0700 (PDT)",7,2019,"7/3/2019 0:00","2019-07-03 15:12:29 UTC","Pacific Time (US & Canada)",1474963,"stephlbartlett","2019-07-03 19:44:40 UTC","2019-07-05 16:38:18 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/28133549","https://inaturalist-open-data.s3.amazonaws.com/photos/43833878/medium.jpg?1562183104",,,,3,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US","San Clemente",32.917705,-118.4850533,5,5,,,FALSE,,,"Los Angeles","California","United States","Common Tree Crickets","Oecanthus","Common Tree Crickets","Insecta",63036,"Orthoptera","Gryllidae","Oecanthus",,,"Orthoptera","Gryllidae","Oecanthus",
"141",28219654,"2019-06-22 2:06:58 PM PDT",6,2019,"6/22/2019 0:00","2019-06-22 21:06:58 UTC","Pacific Time (US & Canada)",34488,"pileated","2019-07-05 07:14:57 UTC","2020-11-14 03:56:01 UTC","needs_id","CC-BY","https://www.inaturalist.org/observations/28219654","https://inaturalist-open-data.s3.amazonaws.com/photos/43975412/medium.jpeg?1562310901",,,,1,0,FALSE,2,"Los Angeles County, US-CA, US","San Clemente",32.82683182,-118.3677902,,,,,FALSE,"gps","gps","Los Angeles","California","United States","Leprus","Leprus intermedius","Saussure's Blue-winged Grasshopper","Insecta",155259,"Orthoptera","Acrididae","Leprus","Leprus intermedius",,"Orthoptera","Acrididae","Leprus","Leprus intermedius"
"142",28220135,"2019-06-21 1:21:40 PM PDT",6,2019,"6/21/2019 0:00","2019-06-21 20:21:40 UTC","Pacific Time (US & Canada)",34488,"pileated","2019-07-05 07:38:39 UTC","2020-04-23 17:59:48 UTC","needs_id","CC-BY","https://www.inaturalist.org/observations/28220135","https://inaturalist-open-data.s3.amazonaws.com/photos/43976191/medium.jpg?1562312321",,,,0,0,FALSE,2,"Los Angeles County, US-CA, US","San Clemente",32.87318802,-118.4477463,,,,,FALSE,"gps","gps","Los Angeles","California","United States","Field Crickets","Gryllinae","Field Crickets","Insecta",122461,"Orthoptera","Gryllidae",,,,"Orthoptera","Gryllidae",,
