record,source,place_guess,island,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,acceptedName,common_name,iconic_taxon_name,taxon_id,taxon_order_name,taxon_family_name,acceptedFamily,taxon_genus_name,acceptedGenus,taxon_species_name,taxon_subspecies_name,id,month,year,time_observed_at_date,time_observed_at_time,time_obs_3,time_zone,user_login,created_at,updated_at,quality_grade,license,url,image_url,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id
occurrence,iNaturalist,"Los Angeles County, CA, USA",Santa Catalina,33.40525756,-118.3695882,52,52,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,25061293,5,2019,5/12/19,23:06:00,300,Pacific Time (US & Canada),scubabruin,2019-05-13 18:25:53 +0300,2019-11-27 01:21:46 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/25061293,https://static.inaturalist.org/photos/38781447/medium.jpeg?1557760833,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, CA, USA",Santa Catalina,33.44112065,-118.4977718,45,45,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,34287229,10,2019,10/11/19,23:43:00,300,Pacific Time (US & Canada),kimssight,2019-10-13 07:14:58 +0300,2019-11-26 21:24:28 +0300,research,,https://www.inaturalist.org/observations/34287229,https://static.inaturalist.org/photos/53942128/medium.jpg?1570939413,2,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,32.98000717,-118.5735931,,,,,FALSE,gps,gps,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,21230651,3,2019,3/3/19,3:15:45,300,Pacific Time (US & Canada),pileated,2019-03-14 18:15:04 +0300,2020-04-23 21:20:28 +0300,research,CC-BY,https://www.inaturalist.org/observations/21230651,https://inaturalist-open-data.s3.amazonaws.com/photos/32820267/medium.jpg?1552576506,2,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,32.86540105,-118.4230808,5,5,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,24558989,5,2019,5/4/19,21:32:58,300,Pacific Time (US & Canada),shrike2,2019-05-05 04:33:56 +0300,2019-11-27 02:36:19 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/24558989,https://static.inaturalist.org/photos/37976442/medium.jpg?1557020042,3,0,FALSE,3
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,32.91809464,-118.4896469,,,,,FALSE,gps,gps,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,25096560,5,2019,5/5/19,23:56:53,300,Pacific Time (US & Canada),pileated,2019-05-14 08:07:36 +0300,2020-12-11 16:06:39 +0300,research,CC-BY,https://www.inaturalist.org/observations/25096560,https://inaturalist-open-data.s3.amazonaws.com/photos/38841739/medium.jpg?1557810458,1,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,32.87695313,-118.4348907,,,,,FALSE,gps,gps,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,25096933,5,2019,5/5/19,0:40:29,300,Pacific Time (US & Canada),pileated,2019-05-14 08:21:25 +0300,2020-12-11 14:57:20 +0300,research,CC-BY,https://www.inaturalist.org/observations/25096933,https://inaturalist-open-data.s3.amazonaws.com/photos/38842600/medium.jpg?1557811287,2,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",Santa Catalina,33.3505615,-118.4288196,9,9,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,9238765,12,2017,12/21/17,21:08:42,300,Pacific Time (US & Canada),bjdion,2017-12-23 07:51:29 +0300,2020-06-03 06:56:32 +0300,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/9238765,https://inaturalist-open-data.s3.amazonaws.com/photos/12505270/medium.jpeg?1514004694,2,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",Santa Catalina,33.4447018,-118.483469,564,564,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,21288814,3,2019,3/16/19,19:35:32,300,Pacific Time (US & Canada),megmacgreg,2019-03-16 19:36:41 +0300,2020-06-03 04:31:48 +0300,research,,https://www.inaturalist.org/observations/21288814,https://static.inaturalist.org/photos/32917758/medium.jpg?1552754246,2,0,FALSE,3
occurrence,iNaturalist,"Los Angeles County, US-CA, US",Santa Catalina,33.36234219,-118.3708905,17,17,,,FALSE,gps,gps,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,21685130,3,2019,3/23/19,23:32:09,300,Pacific Time (US & Canada),bjdion,2019-03-28 04:45:15 +0300,2020-06-03 04:08:50 +0300,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/21685130,https://inaturalist-open-data.s3.amazonaws.com/photos/33577275/medium.jpg?1553737517,2,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",Santa Catalina,33.37487098,-118.4778102,10,10,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,23081550,4,2019,4/24/19,23:41:18,300,Pacific Time (US & Canada),parisrebl,2019-04-26 02:45:12 +0300,2019-11-26 20:41:10 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/23081550,https://inaturalist-open-data.s3.amazonaws.com/photos/35782826/medium.jpg?1556235930,1,0,FALSE,3
occurrence,iNaturalist,"Los Angeles County, US-CA, US",Santa Catalina,33.32879182,-118.3368764,6,6,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,23538712,4,2019,4/28/19,3:06:23,300,Pacific Time (US & Canada),jeanshelton,2019-04-28 04:59:03 +0300,2019-11-27 02:51:06 +0300,research,,https://www.inaturalist.org/observations/23538712,https://static.inaturalist.org/photos/36448272/medium.jpeg?1556416749,1,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, US-CA, US",Santa Catalina,33.37479194,-118.477865,5,5,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,23579592,4,2019,4/28/19,3:38:21,300,Pacific Time (US & Canada),parisrebl,2019-04-28 09:22:30 +0300,2019-11-27 02:41:47 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/23579592,https://inaturalist-open-data.s3.amazonaws.com/photos/36511830/medium.jpg?1556432576,1,0,FALSE,3
occurrence,iNaturalist,"Los Angeles County, US-CA, US",Santa Catalina,33.35694251,-118.3600449,5,5,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,25072330,5,2019,5/13/19,1:07:49,300,Pacific Time (US & Canada),parisrebl,2019-05-13 22:34:56 +0300,2020-02-14 07:43:31 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/25072330,https://inaturalist-open-data.s3.amazonaws.com/photos/39659498/medium.jpg?1558573493,1,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.84257104,-118.3856043,102,102,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,19135302,12,2018,12/20/18,23:21:16,300,Pacific Time (US & Canada),shrike2,2018-12-21 19:15:04 +0300,2019-07-23 01:52:23 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/19135302,https://inaturalist-open-data.s3.amazonaws.com/photos/29375787/medium.jpg?1545408919,3,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.85701667,-118.4673217,5,5,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,23222247,4,2019,4/26/19,20:14:33,300,Pacific Time (US & Canada),stephlbartlett,2019-04-27 00:03:47 +0300,2019-11-27 02:35:47 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/23222247,https://inaturalist-open-data.s3.amazonaws.com/photos/35983533/medium.jpg?1556312632,3,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.90616667,-118.4645383,5,5,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,24370717,5,2019,5/1/19,21:48:30,300,Pacific Time (US & Canada),empid,2019-05-02 17:41:01 +0300,2019-11-27 02:36:17 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/24370717,https://inaturalist-open-data.s3.amazonaws.com/photos/37684179/medium.jpg?1556808065,2,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.8465,-118.391945,5,5,,,FALSE,,,小红蛱蝶,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,24440115,5,2019,5/1/19,1:12:33,300,Pacific Time (US & Canada),sulavanderplank,2019-05-03 17:02:19 +0300,2019-11-26 21:15:03 +0300,research,CC-BY,https://www.inaturalist.org/observations/24440115,https://static.inaturalist.org/photos/37790899/medium.jpg?1556892197,2,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.84985833,-118.4507217,10,10,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,25034432,5,2019,5/12/19,19:04:26,300,Pacific Time (US & Canada),dmathews,2019-05-13 03:31:10 +0300,2019-11-27 02:37:47 +0300,research,,https://www.inaturalist.org/observations/25034432,https://static.inaturalist.org/photos/38737385/medium.jpg?1557707474,3,0,FALSE,3
occurrence,iNaturalist,"san clemente island, ca",San Clemente,32.880251,-118.444516,604,604,,,FALSE,,manual,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,23352949,4,2019,4/26/19,18:17:00,300,Pacific Time (US & Canada),vireolanius,2019-04-27 16:00:29 +0300,2019-11-27 02:36:15 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/23352949,https://inaturalist-open-data.s3.amazonaws.com/photos/36177403/medium.jpg?1556369979,2,0,FALSE,
occurrence,iNaturalist,"san clemente island, ca",San Clemente,32.902881,-118.498074,20327,20327,,,FALSE,,google,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,24100588,4,2019,4/29/19,23:16:00,300,Pacific Time (US & Canada),vireolanius,2019-04-30 04:43:14 +0300,2020-02-14 07:50:16 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/24100588,https://inaturalist-open-data.s3.amazonaws.com/photos/37265540/medium.jpg?1556587808,1,0,FALSE,
occurrence,iNaturalist,"san clemente island, ca",San Clemente,32.902881,-118.498074,20327,20327,,,FALSE,,google,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,24100590,4,2019,4/29/19,23:16:00,300,Pacific Time (US & Canada),vireolanius,2019-04-30 04:43:14 +0300,2020-02-14 07:50:15 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/24100590,https://inaturalist-open-data.s3.amazonaws.com/photos/37266787/medium.jpg?1556587982,2,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Barbara,33.47568369,-119.0372718,1056,1056,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,32798851,3,2019,3/22/19,0:30:00,300,Pacific Time (US & Canada),serpophaga,2019-09-16 01:47:21 +0300,2019-11-26 21:02:43 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/32798851,https://inaturalist-open-data.s3.amazonaws.com/photos/51467478/medium.jpeg?1568587289,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.05564052,-119.8831977,4986,4986,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,6101504,4,2017,4/29/17,12:11:00,300,Eastern Time (US & Canada),jenngribben,2017-05-05 20:21:40 +0300,2020-06-03 04:13:57 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/6101504,https://inaturalist-open-data.s3.amazonaws.com/photos/7633123/medium.jpg?1494004360,2,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01755833,-119.6828133,,,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,8520911,10,2017,10/21/17,20:40:00,300,Pacific Time (US & Canada),jmaley,2017-10-23 20:32:02 +0300,2020-06-03 07:53:21 +0300,research,CC-BY,https://www.inaturalist.org/observations/8520911,https://inaturalist-open-data.s3.amazonaws.com/photos/11375480/medium.jpg?1508779118,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01144333,-119.6870467,,,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,8520918,10,2017,10/21/17,21:54:00,300,Pacific Time (US & Canada),jmaley,2017-10-23 20:32:05 +0300,2020-06-03 07:53:19 +0300,research,CC-BY,https://www.inaturalist.org/observations/8520918,https://inaturalist-open-data.s3.amazonaws.com/photos/11375521/medium.jpg?1508779225,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01147167,-119.6870717,,,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,8520919,10,2017,10/21/17,21:54:00,300,Pacific Time (US & Canada),jmaley,2017-10-23 20:32:06 +0300,2020-06-03 07:53:16 +0300,research,CC-BY,https://www.inaturalist.org/observations/8520919,https://inaturalist-open-data.s3.amazonaws.com/photos/11375525/medium.jpg?1508779236,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01794931,-119.6790504,244,244,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,8521258,10,2017,10/21/17,23:48:00,300,Hawaii,terrilldactyl,2017-10-23 20:57:20 +0300,2020-06-03 07:53:14 +0300,research,,https://www.inaturalist.org/observations/8521258,https://static.inaturalist.org/photos/11376266/medium.jpg?1508781402,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01503245,-119.6774197,383,383,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,8521434,10,2017,10/21/17,23:51:00,300,Hawaii,terrilldactyl,2017-10-23 21:10:36 +0300,2020-06-03 07:53:13 +0300,research,,https://www.inaturalist.org/observations/8521434,https://static.inaturalist.org/photos/11376313/medium.jpg?1508781508,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01802045,-119.6810246,61,61,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,11949681,10,2017,10/15/17,16:21:00,300,Pacific Time (US & Canada),janeyd,2018-05-01 04:23:46 +0300,2020-06-03 06:55:19 +0300,research,,https://www.inaturalist.org/observations/11949681,https://static.inaturalist.org/photos/17110366/medium.jpeg?1525137398,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.00954612,-119.7019083,3000,3000,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,12685380,10,2017,10/7/17,1:30:00,300,Eastern Time (US & Canada),micahfreedman,2018-05-21 22:25:33 +0300,2020-06-03 06:54:43 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/12685380,https://inaturalist-open-data.s3.amazonaws.com/photos/18362689/medium.jpeg?1526930721,2,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01906333,-119.6846033,,,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,21348989,3,2019,3/16/19,20:57:00,300,Pacific Time (US & Canada),metsa,2019-03-18 07:36:28 +0300,2020-06-03 06:28:24 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/21348989,https://inaturalist-open-data.s3.amazonaws.com/photos/33019541/medium.jpg?1552883762,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.05114807,-119.5653328,2,2,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,24980100,5,2019,5/11/19,21:06:00,300,Pacific Time (US & Canada),tothemax,2019-05-12 07:43:07 +0300,2020-02-14 07:43:53 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/24980100,https://inaturalist-open-data.s3.amazonaws.com/photos/38648813/medium.jpeg?1557635972,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.05157932,-119.5676736,22,22,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,24980104,5,2019,5/11/19,21:23:00,300,Pacific Time (US & Canada),tothemax,2019-05-12 07:43:09 +0300,2020-02-14 07:43:48 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/24980104,https://inaturalist-open-data.s3.amazonaws.com/photos/38648835/medium.jpeg?1557635991,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.05132958,-119.5718284,79,79,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,24980234,5,2019,5/11/19,21:24:00,300,Pacific Time (US & Canada),tothemax,2019-05-12 07:48:37 +0300,2020-02-14 07:43:46 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/24980234,https://inaturalist-open-data.s3.amazonaws.com/photos/38649042/medium.jpeg?1557636223,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.04128398,-119.5529774,61,61,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,25754834,,,,,,UTC,kgerner,2019-05-25 22:25:01 +0300,2019-07-25 17:48:16 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/25754834,https://inaturalist-open-data.s3.amazonaws.com/photos/39924369/medium.jpeg?1558812295,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.04531676,-119.5589893,15,15,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,25755282,,,,,,UTC,kgerner,2019-05-25 22:31:08 +0300,2019-07-25 17:48:10 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/25755282,https://inaturalist-open-data.s3.amazonaws.com/photos/39925008/medium.jpeg?1558812648,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,33.99840167,-119.7263417,,,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,35310763,10,2019,10/18/19,23:23:00,300,Eastern Time (US & Canada),timbir5,2019-11-05 04:59:56 +0300,2019-11-23 03:11:04 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/35310763,https://inaturalist-open-data.s3.amazonaws.com/photos/55668165/medium.jpeg?1572918933,2,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01754333,-119.6821917,,,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,68477254,9,2019,9/22/19,21:45:00,300,Pacific Time (US & Canada),camerondeckert,2021-01-23 07:27:36 +0300,2021-01-24 05:24:15 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/68477254,https://inaturalist-open-data.s3.amazonaws.com/photos/110888676/medium.jpg?1611376043,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Rosa,33.98451833,-120.0216983,,,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,25271520,5,2019,5/11/19,16:50:00,300,Pacific Time (US & Canada),silversea_starsong,2019-05-17 21:03:04 +0300,2019-11-27 02:40:01 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/25271520,https://inaturalist-open-data.s3.amazonaws.com/photos/39119599/medium.jpeg?1558112082,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara Island, Channel Islands National Park, Channel Islands, Santa Barbara, California, United States",Santa Barbara,33.47349167,-119.0345167,5,5,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,73463558,3,2019,3/23/19,19:56:00,300,Pacific Time (US & Canada),serpophaga,2021-04-10 08:09:12 +0300,2021-04-10 16:23:05 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/73463558,https://inaturalist-open-data.s3.amazonaws.com/photos/119940007/medium.jpg?1618031161,1,0,FALSE,
occurrence,iNaturalist,"Santa Catalina Island, , CA, US",Santa Catalina,33.39756667,-118.41063,24,24,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,22532923,4,2019,4/15/19,23:53:56,300,Pacific Time (US & Canada),b_badway,2019-04-16 01:58:58 +0300,2020-02-14 07:47:25 +0300,research,,https://www.inaturalist.org/observations/22532923,https://static.inaturalist.org/photos/34910143/medium.jpg?1555369151,1,0,FALSE,3
occurrence,iNaturalist,"Santa Catalina Island, , CA, US",Santa Catalina,33.397275,-118.4057533,32,32,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,22912035,4,2019,4/22/19,21:59:56,300,Pacific Time (US & Canada),b_badway,2019-04-23 01:51:00 +0300,2021-08-04 00:35:01 +0300,research,,https://www.inaturalist.org/observations/22912035,https://static.inaturalist.org/photos/35513627/medium.jpg?1555973511,2,0,FALSE,3
occurrence,iNaturalist,"Santa Catalina Island, , CA, US",Santa Catalina,33.36791167,-118.3474117,8,8,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,24484325,5,2019,5/1/19,0:50:04,300,Pacific Time (US & Canada),andrew517,2019-05-04 05:05:36 +0300,2020-06-03 03:40:55 +0300,research,,https://www.inaturalist.org/observations/24484325,https://static.inaturalist.org/photos/37859601/medium.jpg?1556935541,1,0,FALSE,3
occurrence,iNaturalist,"Santa Catalina Island, Avalon, CA, US",Santa Catalina,33.32854664,-118.336947,61,61,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,23565292,4,2019,4/27/19,13:54:20,300,Pacific Time (US & Canada),avalon365,2019-04-28 07:22:10 +0300,2020-02-14 07:45:38 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/23565292,https://inaturalist-open-data.s3.amazonaws.com/photos/36490069/medium.jpg?1556425556,1,0,FALSE,3
occurrence,iNaturalist,"Santa Catalina Island, Avalon, CA, US",Santa Catalina,33.32956407,-118.3356384,5,5,,,FALSE,,,Painted Lady,Vanessa cardui,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,Vanessa cardui,,24860525,5,2019,5/7/19,4:20:46,300,Pacific Time (US & Canada),parisrebl,2019-05-10 02:02:28 +0300,2019-11-27 01:21:39 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/24860525,https://inaturalist-open-data.s3.amazonaws.com/photos/38451704/medium.jpg?1557443021,2,0,FALSE,3
