"","source","month","year","island","order","acceptedFamily","acceptedGenus","acceptedName"
"6273","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6274","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6275","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6276","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6277","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6278","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6279","LACM",4,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6280","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6281","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6282","LACM",5,1939,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6283","LACM",4,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6284","LACM",5,1939,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6285","LACM",4,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6286","LACM",5,1939,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6287","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6288","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6289","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6290","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6291","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6292","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6293","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6294","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6295","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6296","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6297","LACM",5,1939,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6298","LACM",5,1939,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6299","LACM",4,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6300","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6301","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6302","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6303","LACM",5,1940,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6304","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6305","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6306","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6307","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6308","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6309","LACM",4,1940,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6310","LACM",12,1940,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6311","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6312","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6313","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6314","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6315","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6316","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6317","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6318","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6319","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6320","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6321","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6322","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6323","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6324","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6325","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6326","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6327","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6328","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6329","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6330","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6331","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6332","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6333","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6334","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6335","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6336","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6337","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6338","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6339","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6340","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6341","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6342","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6343","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6344","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6345","LACM",10,1931,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6346","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6347","LACM",7,1941,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6348","LACM",10,1927,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6349","LACM",10,1980,"San Nicolas","Lepidoptera","Oecophoridae","Borkhausenia","Borkhausenia nefrax"
"6350","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6351","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6352","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6353","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6354","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6355","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6356","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6357","LACM",10,1929,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6358","LACM",9,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6359","LACM",10,1931,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6360","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6361","LACM",9,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6362","LACM",10,1929,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6363","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6364","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6365","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6366","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6367","LACM",9,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6368","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6369","LACM",10,1941,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6370","LACM",7,1941,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6371","LACM",10,1929,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6372","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6373","LACM",,,,"Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6374","LACM",7,1941,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6375","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6376","LACM",10,1931,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6377","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6378","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6379","LACM",10,1929,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6380","LACM",11,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6381","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6382","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6383","LACM",10,1932,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6384","LACM",8,1929,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6385","LACM",10,1929,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6386","LACM",9,1941,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6387","LACM",9,1941,"Santa Cruz","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6388","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6389","LACM",10,1941,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6390","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6391","LACM",10,1941,"Santa Rosa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6392","LACM",11,1941,"Santa Rosa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6393","LACM",10,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6394","LACM",10,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6395","LACM",10,1941,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6396","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6397","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6398","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6399","LACM",10,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6400","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6401","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6402","LACM",8,1941,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6403","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6404","LACM",10,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6405","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6406","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6407","LACM",8,1939,"Santa Rosa","Lepidoptera","Erebidae","Lophocampa","Lophocampa indistincta"
"6408","LACM",8,1939,"Santa Cruz","Lepidoptera","Erebidae","Lophocampa","Lophocampa indistincta"
"6409","LACM",8,1939,"Santa Cruz","Lepidoptera","Erebidae","Lophocampa","Lophocampa indistincta"
"6410","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6411","LACM",11,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6412","LACM",12,1940,"Anacapa","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6413","LACM",10,1982,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6414","LACM",10,1981,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6415","LACM",12,1979,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6416","LACM",10,1979,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6417","LACM",8,1980,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta meadowsi"
"6418","LACM",10,1981,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6419","LACM",11,1981,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6420","LACM",10,1981,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6421","LACM",10,1983,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6422","LACM",10,1983,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6423","LACM",10,1983,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6424","LACM",10,1983,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6425","LACM",10,1982,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6426","LACM",10,1982,"Santa Catalina","Lepidoptera","Erebidae","Arachnis","Arachnis picta insularis"
"6427","LACM",10,1931,"Santa Catalina","Lepidoptera","Erebidae","Crambidia","Crambidia suffusa"
"6428","LACM",6,1932,"Santa Catalina","Lepidoptera","Erebidae","Crambidia","Crambidia suffusa"
"6429","LACM",5,1932,"Santa Catalina","Lepidoptera","Erebidae","Crambidia","Crambidia suffusa"
"6430","LACM",10,1983,"Santa Catalina","Lepidoptera","Erebidae","Crambidia","Crambidia suffusa"
"6431","LACM",10,1983,"Santa Catalina","Lepidoptera","Erebidae","Crambidia","Crambidia suffusa"
"6432","LACM",10,1982,"Santa Catalina","Lepidoptera","Erebidae","Crambidia","Crambidia suffusa"
"6433","LACM",10,1982,"Santa Catalina","Lepidoptera","Erebidae","Crambidia","Crambidia suffusa"
"6434","LACM",10,1982,"Santa Catalina","Lepidoptera","Erebidae","Crambidia","Crambidia suffusa"
"6435","LACM",10,1983,"Santa Catalina","Lepidoptera","Erebidae","Crambidia","Crambidia suffusa"
"6436","LACM",6,1979,"Santa Cruz","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6437","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6438","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6439","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6440","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6441","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6442","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6443","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6444","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6445","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6446","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6447","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6448","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6449","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6450","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6451","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6452","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6453","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6454","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6455","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6456","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6457","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6458","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6459","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6460","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6461","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6462","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6463","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6464","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6465","LACM",11,1981,"Santa Catalina","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6466","LACM",10,1981,"Santa Catalina","Lepidoptera","Erebidae","Cisthene","Cisthene liberomacula"
"6467","LACM",6,1979,"Santa Cruz","Lepidoptera","Erebidae","Cisthene","Cisthene deserta"
"6468","LACM",6,1979,"Santa Cruz","Lepidoptera","Erebidae","Cisthene","Cisthene deserta"
"6469","LACM",6,1979,"Santa Cruz","Lepidoptera","Erebidae","Cisthene","Cisthene deserta"
"6470","LACM",8,1970,"Santa Catalina","Lepidoptera","Erebidae","Cisthene","Cisthene deserta"
"6471","LACM",9,1986,"Anacapa","Lepidoptera","Erebidae","Cisthene","Cisthene faustinula"
"6472","LACM",8,1988,"Anacapa","Lepidoptera","Erebidae","Cisthene","Cisthene arctiidae"
"6473","LACM",5,1981,"Santa Catalina","Lepidoptera","Erebidae","Cisthene","Cisthene faustinula"
"6474","LACM",4,1987,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6475","LACM",5,1986,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6476","LACM",5,1987,"Anacapa","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6477","LACM",5,1981,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6478","LACM",5,1981,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6479","LACM",5,1981,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6480","LACM",6,1933,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6481","LACM",6,1933,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6482","LACM",6,1933,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6483","LACM",6,1979,"Santa Cruz","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6484","LACM",6,1979,"Santa Cruz","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6485","LACM",8,1939,"Santa Rosa","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6486","LACM",8,1939,"Santa Rosa","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6487","LACM",4,1941,"Santa Rosa","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6488","LACM",5,1941,"Santa Rosa","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6489","LACM",5,1981,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6490","LACM",5,1981,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6491","LACM",5,1981,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6492","LACM",5,1982,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6493","LACM",6,1979,"Santa Cruz","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6494","LACM",6,1979,"Santa Cruz","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6495","LACM",6,1979,"Santa Cruz","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6496","LACM",6,1979,"Santa Cruz","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"6497","LACM",4,1941,"Anacapa","Lepidoptera","Erebidae","Orgyia","Orgyia cana"
"6498","LACM",5,1981,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia cana"
"6499","LACM",5,1981,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia cana"
"6500","LACM",5,1981,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia cana"
"6501","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6502","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6503","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6504","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6505","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6506","LACM",2,1981,"Santa Catalina","Lepidoptera",,,
"6507","LACM",11,1981,"Santa Catalina","Lepidoptera",,,
"6508","LACM",5,1932,"Santa Catalina","Lepidoptera",,,
"6509","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6510","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6511","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6512","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6513","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6514","LACM",2,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6515","LACM",3,1941,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6516","LACM",3,1940,"Santa Barbara","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6517","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6518","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6519","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6520","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6521","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6522","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6523","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6524","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6525","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6526","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6527","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6528","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6529","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6530","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6531","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6532","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6533","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6534","LACM",10,1980,"San Nicolas","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6535","LACM",11,1981,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6536","LACM",4,1982,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
"6537","LACM",4,1982,"Santa Catalina","Lepidoptera","Erebidae","Notarctia","Notarctia proxima"
