kingdom,phylum,class,order,Family_5,scientificName,sciname_3,count,assign_by_island,Eliminate,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Phalaris canariensis,Phalaris canariensis,7,NA,Keep,NA,1,1,NA,NA,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Phalaris caroliniana,Phalaris caroliniana,21,NA,Keep,NA,NA,1,NA,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Phalaris lemmonii,Phalaris lemmonii,48,NA,Keep,1,1,NA,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Phalaris minor,Phalaris minor,229,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Phalaris paradoxa,Phalaris paradoxa,59,NA,Keep,NA,NA,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa annua,Poa annua,73,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa douglasii,Poa douglasii,61,NA,Keep,1,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa bolanderi subsp. howellii,Poa howellii,2,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa howellii,Poa howellii,2,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa palustris,Poa palustris,1,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa nevadensis,Poa secunda subsp. secunda,2,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa scabrella,Poa secunda subsp. secunda,9,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa secunda,Poa secunda subsp. secunda,115,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa secunda subsp. secunda,Poa secunda subsp. secunda,153,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Dissanthelium californicum,Poa thomasii,12,NA,Keep,NA,NA,NA,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Stenochloa californica,Poa thomasii,1,NA,Keep,NA,NA,NA,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Polypogon interruptus,Polypogon interruptus,153,NA,Keep,1,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Polypogon monspeliensis,Polypogon monspeliensis,231,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Agrostis semiverticillata,Polypogon viridis,2,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Agrostis viridis,Polypogon viridis,2,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Polypogon semiverticillatus,Polypogon viridis,2,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Polypogon viridis,Polypogon viridis,55,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Schismus arabicus,Schismus arabicus,84,NA,Keep,NA,NA,1,NA,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Schismus barbatus,Schismus barbatus,76,NA,Keep,NA,NA,1,NA,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Stenotaphrum secundatum,Stenotaphrum secundatum,14,NA,Keep,NA,NA,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Nassella cernua,Stipa cernua,142,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Stipa cernua,Stipa cernua,26,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Achnatherum diegoense,Stipa diegoensis,211,NA,Keep,1,1,1,1,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Stipa diegoensis,Stipa diegoensis,27,NA,Keep,1,1,1,1,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Nassella lepida,Stipa lepida,203,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Stipa lepida,Stipa lepida,47,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Stipa lepida var. andersonii,Stipa lepida,5,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Stipa lepida var. lepida,Stipa lepida,2,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Achnatherum miliaceum,Stipa miliacea var. miliacea,8,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Oryzopsis miliacea,Stipa miliacea var. miliacea,1,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Piptatherum miliaceum,Stipa miliacea var. miliacea,101,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Piptatherum miliaceum subsp. miliaceum,Stipa miliacea var. miliacea,1,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Stipa miliacea,Stipa miliacea var. miliacea,7,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Nassella pulchra,Stipa pulchra,243,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Stipa pulchra,Stipa pulchra,71,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pappostipa speciosa,Stipa speciosa,1,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Nassella tenuissima,Stipa tenuissima,4,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Stipa tenuissima,Stipa tenuissima,14,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Triticum aestivum,Triticum aestivum,8,NA,Keep,NA,NA,NA,NA,NA,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Allophyllum glutinosum,Allophyllum glutinosum,35,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Eriastrum filifolium,Eriastrum filifolium,25,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Gilia achilleifolia subsp. multicaulis,Gilia achilleifolia subsp. multicaulis,1,NA,Keep,NA,1,NA,NA,1,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Gilia angelensis,Gilia angelensis,131,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Gilia capitata subsp. abrotanifolia,Gilia capitata subsp. abrotanifolia,5,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Gilia clivorum,Gilia clivorum,144,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Gilia nevinii,Gilia nevinii,237,NA,Keep,NA,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Gilia tenuiflora subsp. hoffmannii,Gilia tenuiflora subsp. hoffmannii,32,NA,Keep,NA,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Leptosiphon bicolor,Leptosiphon bicolor,77,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Linanthus bicolor,Leptosiphon bicolor,2,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Leptosiphon parviflorus,Leptosiphon parviflorus,21,NA,Keep,1,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Linanthus parviflorus,Leptosiphon parviflorus,7,NA,Keep,1,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Leptosiphon pygmaeus,Leptosiphon pygmaeus subsp. pygmaeus,3,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Leptosiphon pygmaeus subsp. pygmaeus,Leptosiphon pygmaeus subsp. pygmaeus,13,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Linanthus pygmaeus subsp. pygmaeus,Leptosiphon pygmaeus subsp. pygmaeus,5,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Linanthus dianthiflorus,Linanthus dianthiflorus,60,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Linanthus dianthiflorus subsp. dianthiflorus,Linanthus dianthiflorus,17,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Navarretia atractyloides,Navarretia atractyloides,112,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Navarretia hamata,Navarretia hamata subsp. leptantha,54,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Navarretia hamata subsp. leptantha,Navarretia hamata subsp. leptantha,75,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala californica,Polygala californica,30,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Chorizanthe leptotheca,Chorizanthe leptotheca,1,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Chorizanthe staticoides,Chorizanthe staticoides,14,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Chorizanthe wheeleri,Chorizanthe wheeleri,168,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum arborescens,Eriogonum arborescens,465,NA,Keep,NA,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum cinereum,Eriogonum cinereum,13,NA,Keep,NA,1,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum fasciculatum,Eriogonum fasciculatum,22,NA,Keep,NA,NA,NA,NA,NA,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum fasciculatum var. fasciculatum,Eriogonum fasciculatum,6,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum fasciculatum subsp. polifolium,Eriogonum fasciculatum,1,NA,Keep,NA,NA,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum fasciculatum var. polifolium,Eriogonum fasciculatum,3,NA,Keep,NA,NA,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum giganteum,Eriogonum giganteum,123,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum giganteum subsp. compactum,Eriogonum giganteum var. compactum,2,assign by island,Keep,NA,NA,NA,NA,1,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum giganteum var. compactum,Eriogonum giganteum var. compactum,43,assign by island,Keep,NA,NA,NA,NA,1,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum giganteum subsp. formosum,Eriogonum giganteum var. formosum,3,assign by island,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum giganteum var. formosum,Eriogonum giganteum var. formosum,61,assign by island,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum giganteum var. giganteum,Eriogonum giganteum var. giganteum,100,assign by island,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum grande,Eriogonum grande,149,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum grande var. grande,Eriogonum grande var. grande,202,assign by island,Keep,NA,NA,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum grande subsp. rubescens,Eriogonum grande var. rubescens,5,assign by island,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum grande var. dunklei,Eriogonum grande var. rubescens,11,assign by island,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum grande var. rubescens,Eriogonum grande var. rubescens,149,assign by island,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum grande subsp. timorum,Eriogonum grande var. timorum,10,assign by island,Keep,NA,NA,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum grande var. timorum,Eriogonum grande var. timorum,53,assign by island,Keep,NA,NA,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Chorizanthe coriacea,Lastarriaea coriacea,1,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Lastarriaea coriacea,Lastarriaea coriacea,31,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria lapathifolia,Persicaria lapathifolia,15,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum lapathifolium,Persicaria lapathifolia,15,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum argyrocoleon,Polygonum argyrocoleon,55,NA,Keep,NA,NA,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum arenastrum,Polygonum aviculare,3,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum aviculare,Polygonum aviculare,19,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum aviculare subsp. aviculare,Polygonum aviculare,36,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum aviculare subsp. buxiforme,Polygonum aviculare,1,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum aviculare subsp. depressum,Polygonum aviculare,68,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum aviculare subsp. neglectum,Polygonum aviculare,1,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Pterostegia drymarioides,Pterostegia drymarioides,264,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex acetosella,Rumex acetosella,12,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex angiocarpus,Rumex acetosella,1,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex conglomeratus,Rumex conglomeratus,77,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex crispus,Rumex crispus,106,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex obtusifolius,Rumex obtusifolius,2,NA,Keep,NA,NA,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex pulcher,Rumex pulcher,35,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex salicifolius,Rumex salicifolius,149,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex salicifolius var. salicifolius,Rumex salicifolius,14,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium californicum,Polypodium californicum,323,NA,Keep,NA,1,1,1,1,1,1,1
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium scouleri,Polypodium scouleri,18,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca oleracea,Portulaca oleracea,12,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Alismatales,Potamogetonaceae,Potamogeton crispus,Potamogeton crispus,4,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Alismatales,Potamogetonaceae,Potamogeton foliosus,Potamogeton foliosus subsp. foliosus,1,NA,Keep,NA,NA,NA,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Alismatales,Potamogetonaceae,Potamogeton pectinatus,Stuckenia pectinata,17,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Alismatales,Potamogetonaceae,Stuckenia pectinata,Stuckenia pectinata,24,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Dodecatheon cleavelandii,Primula clevelandii var. insularis,1,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Dodecatheon clevelandii,Primula clevelandii var. insularis,64,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Dodecatheon clevelandii subsp. insulare,Primula clevelandii var. insularis,81,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Dodecatheon clevelandii var. insulare,Primula clevelandii var. insularis,1,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula clevelandii,Primula clevelandii var. insularis,2,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula clevelandii var. insularis,Primula clevelandii var. insularis,32,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum aleuticum,Adiantum aleuticum,57,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum capillus-veneris,Adiantum capillus-veneris,109,NA,Keep,NA,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum jordanii,Adiantum jordanii,306,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Aspidotis californica,Aspidotis californica,47,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
NA,NA,NA,NA,Pteridaceae,NA,Myriopteris clevelandii,NA,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,Pteridaceae,NA,Myriopteris cooperae,NA,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,Pteridaceae,NA,Myriopteris newberryi,NA,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Notholaena californica,Notholaena californica,3,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pellaea andromedifolia,Pellaea andromedifolia,224,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pellaea mucronata var. mucronata,Pellaea mucronata var. mucronata,34,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pentagramma triangularis,Pentagramma triangularis,114,NA,Keep,1,1,1,1,NA,1,1,1
NA,NA,NA,NA,Pteridaceae,NA,Pentagramma viscosa,NA,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis lasiantha,Clematis lasiantha,27,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis ligusticifolia,Clematis ligusticifolia,84,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis ligusticifolia var. californica,Clematis ligusticifolia,1,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis pauciflora,Clematis pauciflora,4,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium parryi,Delphinium parryi,62,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium parryi subsp. maritimum,Delphinium parryi subsp. maritimum,77,assign by island,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium parryi subsp. parryi,Delphinium parryi subsp. parryi,22,assign by island,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium variegatum,Delphinium variegatum,37,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium kinkiense,Delphinium variegatum subsp. kinkiense,1,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium variegatum subsp. kinkiense,Delphinium variegatum subsp. kinkiense,32,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium variegatum subsp. thornei,Delphinium variegatum subsp. thornei,25,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus californicus,Ranunculus californicus var. cuneatus,93,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus californicus var. cuneatus,Ranunculus californicus var. cuneatus,5,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus hebecarpus,Ranunculus hebecarpus,38,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Oligomeris linifolia,Oligomeris linifolia,164,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Reseda odorata,Reseda odorata,1,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus arboreus,Ceanothus arboreus,406,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus arboreus var. glabra,Ceanothus arboreus,2,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus crassifolius,Ceanothus crassifolius,1,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus megacarpus,Ceanothus megacarpus,78,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus insularis,Ceanothus megacarpus var. insularis,30,NA,Keep,NA,1,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus megacarpus subsp. insularis,Ceanothus megacarpus var. insularis,27,NA,Keep,NA,1,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus megacarpus var. insularis,Ceanothus megacarpus var. insularis,267,NA,Keep,NA,1,1,1,NA,NA,1,1
