kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,sci_name,assign by island,needs review,MASTER_ELIM,isl_check,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
,,,,,quercus vacciniifolia,quercus vacciniifolia,,,ELIM,0,,,,,,,,
,,,,,quercus wislizeni,quercus wislizeni,,,ELIM,0,,,,,,,,
,,,,,quercus wislizeni var. frutescens,quercus wislizeni var. frutescens,,,ELIM,0,,,,,,,,
,,,,,quercus wislizeni var. parvula,,,Yes,,0,,,,,,,,
,,,,,quercus wislizeni var. wislizeni,quercus wislizeni var. wislizeni,,,ELIM,0,,,,,,,,
,,,,,quercus wislizenii,quercus wislizeni,,,ELIM,0,,,,,,,,
,,,,,quercus x jolonensis,quercus x jolonensis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,quercus x macdonaldii,quercus x macdonaldii,,,KEEP,3,,1,1,,,,,1
,,,,,quercus x morehus,,,Yes,,0,,,,,,,,
,,,,,quercus x morheus,,,Yes,,0,,,,,,,,
,,,,,radicula nasturtium-aquaticum,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,rafinesquia californica,rafinesquia californica,,,KEEP,6,,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,ranunculus californicus,ranunculus californicus var. cuneatus,,,KEEP,3,1,1,1,,,,,
,,,,,ranunculus californicus var. californicus,ranunculus californicus var. californicus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,ranunculus californicus var. cuneatus,ranunculus californicus var. cuneatus,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,ranunculus hebecarpus,ranunculus hebecarpus,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,raphanus raphanistrum,raphanus raphanistrum,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,raphanus sativus,raphanus sativus,,,KEEP,6,1,1,1,,,1,1,1
,,,,,raphanus sativus x raphanus raphanistrum,,,Yes,,0,,,,,,,,
,,,,,reseda alba,reseda alba,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,reseda odorata,reseda odorata,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus californica,frangula californica subsp. californica,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus californica subsp. californica,frangula californica subsp. californica,,,KEEP,1,,,1,,,,,
,,,,,rhamnus catalinae,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus crocea subsp. pirifolia,rhamnus pirifolia,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus crocea var. pirifolia,rhamnus pirifolia,,,KEEP,4,,1,1,,,,1,1
,,,,,rhamnus ilicifolia,rhamnus ilicifolia,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus pirifolia,rhamnus pirifolia,,,KEEP,4,,1,1,,,,1,1
,,,,,rhamnus tomentella subsp. tomentella,frangula californica subsp. tomentella,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,rhus integrifolia,rhus integrifolia,,,KEEP,6,1,1,1,1,,,1,1
,,,,,rhus integrifolia hybrid,,,Yes,,0,,,,,,,,
,,,,,rhus integrifolia x ovata,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,rhus laurina,malosma laurina,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,rhus ovata,rhus ovata,,,KEEP,3,,,1,,,,1,1
,,,,,rhus ovata x integrifolia,,,Yes,,0,,,,,,,,
,,,,,ribes amarum,ribes amarum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes indecorum,ribes indecorum,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes malvaceum,ribes malvaceum var. malvaceum,,,KEEP,4,,1,1,1,,,1,
,,,,,ribes malvaceum var. clementinum,ribes malvaceum var. clementinum,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes malvaceum var. malvaceum,ribes malvaceum var. malvaceum,,,KEEP,4,,1,1,1,,,1,
,,,,,ribes malvaceum var. viridifolium,ribes malvaceum var. viridifolium,,,ELIM,0,,,,,,,,
,,,,,ribes menziesii,ribes menziesii,,,ELIM,0,,,,,,,,
,,,,,ribes menziesii subsp. thacherianum,,,Yes,,0,,,,,,,,
,,,,,ribes menziesii var. menziesii,ribes menziesii var. menziesii,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes menziesii var. thacherianum,ribes thacherianum,,,KEEP,1,,,1,,,,,
,,,,,ribes montigenum,ribes montigenum,,,ELIM,0,,,,,,,,
,,,,,ribes nevadense,ribes nevadense,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes thacherianum,ribes thacherianum,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes thatcherianum,ribes thacherianum,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes viburnifolium,ribes viburnifolium,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,ricinus communis,ricinus communis,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,robinia pseudoacacia,robinia pseudoacacia,,,KEEP,3,,,1,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,romneya coulteri,romneya coulteri,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,rorippa nasturtium-aquaticum,nasturtium officinale,,,KEEP,3,,,1,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,rosa californica,rosa californica,,,KEEP,3,,1,1,,,,,1
,,,,,rosa greenei,,,Yes,,0,,,,,,,,
,,,,,rosmarinus officinalis,rosmarinus officinalis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,rubus armeniacus,rubus armeniacus,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,rubus discolor,rubus armeniacus,,,KEEP,1,,,,,,,,1
,,,,,rubus pensilvanicus,rubus pensilvanicus,,,ELIM,0,,,,,,,,
,,,,,rubus ulmifolius,rubus ulmifolius,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,rubus ursinus,rubus ursinus,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,rubus vitifolius,rubus ursinus,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex acetosella,rumex acetosella,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex angiocarpus,rumex acetosella,,,KEEP,2,,1,1,,,,,
,,,,,rumex californicus,rumex californicus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex conglomeratus,rumex conglomeratus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex crispus,rumex crispus,,,KEEP,7,1,1,1,1,,1,1,1
,,,,,rumex fueginus,rumex fueginus,,,ELIM,0,,,,,,,,
,,,,,rumex longifolius,rumex longifolius,,,ELIM,0,,,,,,,,
,,,,,rumex maritimus,rumex fueginus,,,ELIM,0,,,,,,,,
,,,,,rumex maritimus subsp. fueginus,rumex fueginus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex obtusifolius,rumex obtusifolius,,,KEEP,1,,,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex pulcher,rumex pulcher,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex salicifolius,rumex salicifolius,,,KEEP,6,1,1,1,,,1,1,1
,,,,,rumex salicifolius f. ecallosus,,,Yes,,0,,,,,,,,
,,,,,rumex salicifolius var. denticulatus,rumex californicus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex salicifolius var. salicifolius,rumex salicifolius,,,KEEP,6,1,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Alismatales,Ruppiaceae,ruppia maritima,ruppia maritima,,,KEEP,5,,1,1,,,1,1,1
,,,,,ruschia granitica,,,Yes,,0,,,,,,,,
,,,,,ruta graveolens,ruta graveolens,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,sagina apetala,sagina apetala,,,KEEP,5,1,1,1,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,sagina decumbens,sagina decumbens subsp. occidentalis,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,sagina decumbens subsp. occidentalis,sagina decumbens subsp. occidentalis,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,sagina occidentalis,sagina decumbens subsp. occidentalis,,,KEEP,4,1,1,1,,,,,1
,,,,,salicornia depressa,salicornia depressa,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salicornia pacifica,salicornia pacifica,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salicornia subterminalis,arthrocnemum subterminale,,,KEEP,5,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salicornia virginica,salicornia pacifica,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix bonplandiana,salix laevigata,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix exigua,salix exigua,,,KEEP,4,,1,1,,,1,,1
,,,,,salix exigua var. hindsiana,salix exigua var. hindsiana,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix gooddingii,salix gooddingii,,,KEEP,2,,,,,,,1,1
,,,,,salix hindsiana,salix exigua var. hindsiana,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix laevigata,salix laevigata,,,KEEP,2,,,1,,,,,1
,,,,,salix laevigata var. laevigata,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix lasiandra var. lasiandra,salix lasiandra var. lasiandra,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix lasiolepis,salix lasiolepis,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix lasiolepis var. bigelovii,salix lasiolepis,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix lasiolepis var. lasiolepis,salix lasiolepis,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix lucida subsp. lasiandra,salix lasiandra var. lasiandra,,,KEEP,1,,,1,,,,,
,,,,,salix sitchensis,salix sitchensis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salsola australis,salsola australis,,,KEEP,5,,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salsola kali,salsola australis,,,KEEP,5,,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salsola tragus,salsola tragus,,,KEEP,2,,,,1,,,,1
,,,,,saltugilia australis,gilia australis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,salvia apiana,salvia apiana,,,KEEP,1,,,,,,,,1
,,,,,salvia apiana x mellifera,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,salvia brandegeei,salvia brandegeei,,,KEEP,1,,1,,,,,,
,,,,,salvia clevelandii,salvia clevelandii,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,salvia columbariae,salvia columbariae,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,salvia columbariae var. columbariae,salvia columbariae,,,KEEP,4,,1,1,,,,1,1
,,,,,salvia dorrii var. pilosa,salvia dorrii var. pilosa,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,salvia leucophylla,salvia leucophylla,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,salvia mellifera,salvia mellifera,,,KEEP,5,1,,1,1,,,1,1
,,,,,salvia officinalis,salvia officinalis,,,ELIM,0,,,,,,,,
,,,,,salvia platycheila,,,Yes,,0,,,,,,,,
,,,,,salvia rosmarinus,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus cerulea,sambucus nigra subsp. caerulea,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus glauca,sambucus nigra subsp. caerulea,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus mexicana,sambucus nigra subsp. caerulea,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus nigra subsp. caerulea,sambucus nigra subsp. caerulea,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus nigra subsp. cerulea,sambucus nigra subsp. caerulea,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Theophrastaceae,samolus parviflorus,samolus parviflorus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,sanguisorba minor,poterium sanguisorba,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,sanguisorba minor subsp. muricata,poterium sanguisorba,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,sanicula arguta,sanicula arguta,,,KEEP,7,1,1,1,1,,1,1,1
,,,,,sanicula bipinnatifida var. hoffmannii,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,sanicula crassicaulis,sanicula crassicaulis,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,sanicula hoffmannii,sanicula hoffmannii,,,KEEP,2,,1,1,,,,,
,,,,,sanicula laciniata,sanicula laciniata,,,ELIM,0,,,,,,,,
,,,,,sarcocornia perennis,sarcocornia perennis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,satureja douglasii,clinopodium douglasii,,,KEEP,4,1,1,1,,,,,1
,,,,,saviniona clementina,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,saxifraga californica,micranthes californica,,,KEEP,3,,1,1,,,,1,
,,,,,saxifraga hirculus,saxifraga hirculus,,,ELIM,0,,,,,,,,
,,,,,saxifraga malvaefolia,,,Yes,,0,,,,,,,,
,,,,,scabiosa stellata,scabiosa stellata,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,schedonorus arundinaceus,festuca arundinacea,,,KEEP,6,1,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,schedonorus pratensis,festuca arundinacea,,,KEEP,6,1,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,schinus molle,schinus molle,,,KEEP,5,,1,1,,,1,1,1
,,,,,schinus terebinthifolia,,,Yes,,0,,,,,,,,
,,,,,schinus terebinthifolius,schinus terebinthifolius,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,schismus arabicus,schismus arabicus,,,KEEP,5,,,1,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,schismus barbatus,schismus barbatus,,,KEEP,4,,,1,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,schoenoplectus americanus,schoenoplectus americanus,,,KEEP,3,,1,,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,schoenoplectus californicus,schoenoplectus californicus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,schoenoplectus maritimus,bolboschoenus maritimus subsp. paludosus,,,KEEP,3,1,,1,,,,,1
,,,,,schoenoplectus pungens,schoenoplectus pungens,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,schoenoplectus pungens var. badius,schoenoplectus pungens var. longispicatus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,schoenoplectus pungens var. longispicatus,schoenoplectus pungens var. longispicatus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,scirpus americanus,schoenoplectus americanus,,,KEEP,3,,1,,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,scirpus californicus,schoenoplectus californicus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,scirpus maritimus,bolboschoenus maritimus subsp. paludosus,,,KEEP,3,1,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,scirpus microcarpus,scirpus microcarpus,,,KEEP,1,,,,,,,,1
,,,,,scirpus pungens,schoenoplectus pungens,,,ELIM,0,,,,,,,,
,,,,,scolochloa festucacea,scolochloa festucacea,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,scrophularia californica,scrophularia californica,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,scrophularia californica subsp. californica,scrophularia californica,,,KEEP,1,,1,,,,,,
,,,,,scrophularia californica var. catalina,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,scrophularia villosa,scrophularia villosa,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,scutellaria tuberosa,scutellaria tuberosa,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,scutellaria tuberosa var. similis,scutellaria tuberosa,,,KEEP,2,,1,1,,,,,
,,,,,securigera varia,coronilla varia,,,ELIM,0,,,,,,,,
,,,,,sedum adolphii,,,Yes,,0,,,,,,,,
,,,,,sedum craigii,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,selaginella bigelovii,selaginella bigelovii,,,KEEP,5,,1,1,1,,,1,1
,,,,,selaginella wallacei,selaginella wallacei,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,senecio aphanactis,senecio aphanactis,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,senecio douglasii,senecio flaccidus var. douglasii,,,KEEP,3,,,1,,,,1,1
,,,,,senecio douglasii var. douglasii,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,senecio flaccidus,senecio flaccidus var. douglasii,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,senecio flaccidus var. douglasii,senecio flaccidus var. douglasii,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,senecio glomeratus,senecio glomeratus,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,senecio lyonii,senecio lyonii,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,senecio mikanioides,delairea odorata,,,KEEP,3,,1,,1,,,,1
,,,,,senecio reptans,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,senecio vulgaris,senecio vulgaris,,,KEEP,7,1,1,1,1,,1,1,1
,,,,,senna artemisioides,senna artemisioides,,,ELIM,0,,,,,,,,
,,,,,senna confinis,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,sesuvium verrucosum,sesuvium verrucosum,,,KEEP,1,,,,,,,1,
,,,,,seutera palmeri var. palmeri,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,sibara filifolia,sibara filifolia,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,sidalcea malvaeflora,sidalcea malviflora subsp. malviflora,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,sidalcea malviflora,sidalcea malviflora subsp. malviflora,,,KEEP,3,1,1,1,,,,,
,,,,,sidalcea malviflora subsp. californica,sidalcea malviflora subsp. californica,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,sidalcea malviflora subsp. malviflora,sidalcea malviflora subsp. malviflora,,,KEEP,3,1,1,1,,,,,
,,,,,sidalcea neomexicana,sidalcea neomexicana,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,silene antirrhina,silene antirrhina,,,KEEP,5,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,silene gallica,silene gallica,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,silene laciniata,silene laciniata subsp. laciniata,,,KEEP,6,1,1,1,1,,,1,1
,,,,,silene laciniata subsp. californica,silene laciniata subsp. californica,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,silene laciniata subsp. laciniata,silene laciniata subsp. laciniata,,,KEEP,6,1,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,silene laciniata subsp. major,silene laciniata subsp. laciniata,,,KEEP,6,1,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,silene multinervia,silene multinervia,,,KEEP,2,,,1,,,,,1
,,,,,silene noctiflora,silene noctiflora,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,silybum marianum,silybum marianum,,,KEEP,5,,1,1,,1,1,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,sinapis arvensis,sinapis arvensis,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,sinapis incana,hirschfeldia incana,,,KEEP,6,1,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,sisymbrium altissimum,sisymbrium altissimum,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,sisymbrium irio,sisymbrium irio,,,KEEP,4,,,,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,sisymbrium officinale,sisymbrium officinale,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,sisymbrium orientale,sisymbrium orientale,,,KEEP,4,,,,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Iridaceae,sisyrinchium bellum,sisyrinchium bellum,,,KEEP,4,1,1,1,,,,,1
,,,,,solandra arborescens,,,Yes,,0,,,,,,,,
,,,,,solandra guttata,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum americanum,solanum americanum,,,KEEP,4,,1,,1,,1,1,
,,,,,solanum angustifolium,solanum angustifolium,,,ELIM,0,,,,,,,,
,,,,,solanum arborescens,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum clokeyi,solanum wallacei,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum douglasii,solanum douglasii,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum elaeagnifolium,solanum elaeagnifolium,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum lycopersicum,lycopersicon esculentum,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum nodiflorum,solanum americanum,,,KEEP,4,,1,,1,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum rostratum,solanum rostratum,,,KEEP,1,,,,,,,,1
,,,,,solanum umbelliferum,solanum umbelliferum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum wallacei,solanum wallacei,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum wallacei subsp. clokeyi,solanum wallacei,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum wallacei var. clokeyi,solanum wallacei,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum wallacei var. wallacei,solanum wallacei,,,KEEP,3,,1,1,,,,,1
,,,,,solanum wrightii,solanum wrightii,,,ELIM,0,,,,,,,,
,,,,,solanum xanti,solanum xanti,,,ELIM,0,,,,,,,,
