kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,sci_name,Sort by island?,Needs_review,MASTER_ELIM,Total isls,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
,,,,,phacelia hubbyi,phacelia hubbyi,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,phacelia insularis,phacelia insularis var. insularis,,,KEEP,2,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,phacelia insularis var. insularis,phacelia insularis var. insularis,,,KEEP,2,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,phacelia ramosissima,phacelia ramosissima,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,phacelia ramosissima var. austrolitoralis,phacelia ramosissima,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,phacelia ramosissima var. latifolia,phacelia ramosissima,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,phacelia ramosissima var. montereyensis,phacelia ramosissima,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,phacelia ramosissima var. subglabra,phacelia ramosissima,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,pholistoma auritum,pholistoma auritum var. auritum,,,KEEP,4,,,1,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,pholistoma auritum var. auritum,pholistoma auritum var. auritum,,,KEEP,4,,,1,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,pholistoma racemosa,pholistoma racemosum,,,KEEP,4,,,1,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,pholistoma racemosum,pholistoma racemosum,,,KEEP,4,,,1,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,photinia arbutifolia,heteromeles arbutifolia,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,phyla nodiflora,phyla nodiflora,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,pickeringia montana,pickeringia montana var. montana,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,pickeringia montana var. montana,pickeringia montana var. montana,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,picris echioides,helminthotheca echioides,,,KEEP,3,,,1,,,1,,1
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus insignis,pinus radiata,,,KEEP,1,1,,,,,,,
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus muricata,pinus muricata var. muricata,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus muricata var. muricata,pinus muricata var. muricata,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus muricata var. remorata,pinus muricata var. remorata,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus muricata var. stantonii,pinus muricata var. remorata,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus radiata,pinus radiata,,,KEEP,1,1,,,,,,,
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus remorata,pinus muricata var. muricata,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus remorata var. remorata,pinus muricata var. remorata,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus torreyana,pinus torreyana subsp. insularis,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus torreyana subsp. insularis,pinus torreyana subsp. insularis,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus torreyana subsp. torreyana,pinus torreyana subsp. insularis,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,pinus torreyana var. insularis,pinus torreyana subsp. insularis,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,piperia elongata,piperia elongata,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,piperia unalascensis,piperia unalascensis,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,piptatherum miliaceum,stipa miliacea var. miliacea,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,piptatherum miliaceum subsp. miliaceum,stipa miliacea var. miliacea,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys arizonicus var. catalinensis,plagiobothrys canescens var. catalinensis,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys californicus,plagiobothrys collinus var. californicus,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys californicus var. fulvescens,plagiobothrys collinus var. fulvescens,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys californicus var. gracilis,plagiobothrys collinus var. gracilis,,,KEEP,5,1,,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys canescens,plagiobothrys canescens var. catalinensis,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys canescens var. catalinensis,plagiobothrys canescens var. catalinensis,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys collinus var. californicus,plagiobothrys collinus var. californicus,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys collinus var. fulvescens,plagiobothrys collinus var. fulvescens,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys collinus var. gracilis,plagiobothrys collinus var. gracilis,,,KEEP,5,1,,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,plantago bigelovii subsp. californica,plantago erecta,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,plantago elongata,plantago elongata,,,KEEP,4,1,1,1,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,plantago elongata subsp. pentasperma,plantago elongata,,,KEEP,4,1,1,1,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,plantago erecta,plantago erecta,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,plantago hirtella var. galeottiana,plantago subnuda,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,plantago insularis,plantago ovata var. insularis,,,KEEP,7,,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,plantago ovata,plantago ovata var. insularis,,,KEEP,7,,1,1,1,1,1,1,1
,,,,,plantago ovata var. insularis,plantago ovata var. insularis,,,KEEP,7,,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,plantago subnuda,plantago subnuda,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,platanthera cooperi,piperia unalascensis,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,platanthera elongata,piperia elongata,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,platanthera unalascensis,piperia unalascensis,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,platanus racemosa,platanus racemosa,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,platanus racemosa var. racemosa,platanus racemosa,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,platystemon californicus,platystemon californicus,,,KEEP,7,1,1,1,1,1,1,,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,platystemon californicus var. californicus,platystemon californicus,,,KEEP,7,1,1,1,1,1,1,,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,platystemon californicus var. ciliatus,platystemon californicus,,,KEEP,7,1,1,1,1,1,1,,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,platystemon californicus var. crinitus,platystemon californicus,,,KEEP,7,1,1,1,1,1,1,,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,platystemon californicus var. nutans,platystemon californicus,,,KEEP,7,1,1,1,1,1,1,,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,platystemon californicus var. ornithopus,platystemon californicus,,,KEEP,7,1,1,1,1,1,1,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pluchea odorata,pluchea odorata var. odorata,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pluchea odorata var. odorata,pluchea odorata var. odorata,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pluchea purpurascens,pluchea odorata var. odorata,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,poa bolanderi subsp. howellii,poa howellii,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,poa howellii,poa howellii,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,poa nevadensis,poa secunda subsp. secunda,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,poa scabrella,poa secunda subsp. secunda,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,poa secunda,poa secunda subsp. secunda,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,poa secunda subsp. juncifolia,poa secunda subsp. secunda,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,poa secunda subsp. secunda,poa secunda subsp. secunda,,,KEEP,6,,1,1,1,,1,1,1
,,,,,poa thomasii,poa thomasii,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,polycarpon tetraphyllum,polycarpon tetraphyllum,,,KEEP,7,1,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,polycarpon tetraphyllum subsp. tetraphyllum,polycarpon tetraphyllum,,,KEEP,7,1,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,polygonum arenastrum,polygonum aviculare,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,polygonum aviculare,polygonum aviculare,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,polygonum aviculare subsp. aviculare,polygonum aviculare,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,polygonum aviculare subsp. buxiforme,polygonum aviculare,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,polygonum aviculare subsp. depressum,polygonum aviculare,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,polygonum aviculare subsp. neglectum,polygonum aviculare,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,polygonum lapathifolium,persicaria lapathifolia,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,polypogon semiverticillatus,polypogon viridis,,,KEEP,6,,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,polypogon viridis,polypogon viridis,,,KEEP,6,,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,populus balsamifera subsp. trichocarpa,populus trichocarpa,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,populus fremontii,populus fremontii subsp. fremontii,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,populus fremontii subsp. fremontii,populus fremontii subsp. fremontii,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,populus trichocarpa,populus trichocarpa,,,KEEP,3,,1,1,,,,,1
,,,,,potamogeton foliosus subsp. foliosus,potamogeton foliosus subsp. foliosus,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Alismatales,Potamogetonaceae,potamogeton pectinatus,stuckenia pectinata,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,potentilla anserina subsp. pacifica,potentilla anserina subsp. pacifica,,,KEEP,2,1,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,potentilla anserina var. grandis,potentilla anserina subsp. pacifica,,,KEEP,2,1,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,poterium sanguisorba,poterium sanguisorba,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,primula clevelandii,primula clevelandii var. insularis,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,primula clevelandii var. clevelandii,primula clevelandii var. insularis,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,primula clevelandii var. insularis,primula clevelandii var. insularis,,,KEEP,6,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,prunus ilicifolia,prunus ilicifolia subsp. lyonii,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,prunus ilicifolia lyonii,prunus ilicifolia subsp. lyonii,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,prunus ilicifolia subsp. lyonii,prunus ilicifolia subsp. lyonii,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,prunus lyoni,prunus ilicifolia subsp. lyonii,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,prunus lyonii,prunus ilicifolia subsp. lyonii,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pseudognaphalium beneolens,pseudognaphalium beneolens,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pseudognaphalium biolettii,pseudognaphalium biolettii,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pseudognaphalium californicum,pseudognaphalium californicum,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pseudognaphalium luteoalbum,pseudognaphalium luteoalbum,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pseudognaphalium microcephalum,pseudognaphalium microcephalum,,,KEEP,6,,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pseudognaphalium ramosissimum,pseudognaphalium ramosissimum,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pseudognaphalium stramineum,pseudognaphalium stramineum,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,psilocarphus brevissimus,psilocarphus brevissimus var. brevissimus,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,psilocarphus brevissimus var. brevissimus,psilocarphus brevissimus var. brevissimus,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,psilocarphus tenellus,psilocarphus tenellus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,psilocarphus tenellus var. tenellus,psilocarphus tenellus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,pteridium aquilinum,pteridium aquilinum var. pubescens,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,pteridium aquilinum var. pubescens,pteridium aquilinum var. pubescens,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,quercus agrifolia,quercus agrifolia var. agrifolia,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,quercus agrifolia var. agrifolia,quercus agrifolia var. agrifolia,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,quercus dumosa var. macdonaldii,quercus x macdonaldii,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,quercus parvula,quercus parvula var. parvula,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,quercus parvula var. parvula,quercus parvula var. parvula,,,KEEP,1,,,1,,,,,
,,,,,quercus wislizeni,quercus wislizeni,,,ELIM,0,,,,,,,,
,,,,,quercus wislizenii,quercus wislizeni,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,quercus x macdonaldii,quercus x macdonaldii,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,ranunculus californicus,ranunculus californicus var. cuneatus,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,ranunculus californicus var. cuneatus,ranunculus californicus var. cuneatus,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus californica,frangula californica subsp. californica,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus californica subsp. californica,frangula californica subsp. californica,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus crocea subsp. pirifolia,rhamnus pirifolia,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus crocea var. pirifolia,rhamnus pirifolia,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus pirifolia,rhamnus pirifolia,,,KEEP,4,,1,1,,,,1,1
,,,,,rhamnus tomentella subsp. tomentella,frangula californica subsp. tomentella,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,rhus laurina,malosma laurina,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes malvaceum,ribes malvaceum var. malvaceum,,,KEEP,4,,1,1,1,,,1,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes malvaceum var. malvaceum,ribes malvaceum var. malvaceum,,,KEEP,4,,1,1,1,,,1,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes menziesii var. thacherianum,ribes thacherianum,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes thacherianum,ribes thacherianum,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,ribes thatcherianum,ribes thacherianum,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,rorippa nasturtium-aquaticum,nasturtium officinale,,,KEEP,3,,,1,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,rubus armeniacus,rubus armeniacus,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,rubus discolor,rubus armeniacus,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,rubus ursinus,rubus ursinus,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,rubus vitifolius,rubus ursinus,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex acetosella,rumex acetosella,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex angiocarpus,rumex acetosella,,,KEEP,2,,1,1,,,,,
,,,,,rumex californicus,rumex californicus,,,ELIM,0,,,,,,,,
,,,,,rumex fueginus,rumex fueginus,,,ELIM,0,,,,,,,,
,,,,,rumex maritimus,rumex fueginus,,,ELIM,0,,,,,,,,
,,,,,rumex maritimus subsp. fueginus,rumex fueginus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex salicifolius,rumex salicifolius,,,KEEP,6,1,1,1,,,1,1,1
,,,,,rumex salicifolius var. denticulatus,rumex californicus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex salicifolius var. salicifolius,rumex salicifolius,,,KEEP,6,1,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,sagina decumbens,sagina decumbens subsp. occidentalis,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,sagina decumbens subsp. occidentalis,sagina decumbens subsp. occidentalis,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,sagina occidentalis,sagina decumbens subsp. occidentalis,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salicornia pacifica,salicornia pacifica,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salicornia subterminalis,arthrocnemum subterminale,,,KEEP,5,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salicornia virginica,salicornia pacifica,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix bonplandiana,salix laevigata,,,KEEP,2,,,1,,,,,1
,,,,,salix exigua var. hindsiana,salix exigua var. hindsiana,,,ELIM,0,,,,,,,,
,,,,,salix hindsiana,salix exigua var. hindsiana,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix laevigata,salix laevigata,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix lasiandra var. lasiandra,salix lasiandra var. lasiandra,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix lasiolepis,salix lasiolepis,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix lasiolepis var. bigelovii,salix lasiolepis,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix lasiolepis var. lasiolepis,salix lasiolepis,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,salix lucida subsp. lasiandra,salix lasiandra var. lasiandra,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salsola australis,salsola australis,,,KEEP,5,,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salsola kali,salsola australis,,,KEEP,5,,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,salvia columbariae,salvia columbariae,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,salvia columbariae var. columbariae,salvia columbariae,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus cerulea,sambucus nigra subsp. caerulea,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus glauca,sambucus nigra subsp. caerulea,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus mexicana,sambucus nigra subsp. caerulea,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus nigra subsp. caerulea,sambucus nigra subsp. caerulea,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus nigra subsp. cerulea,sambucus nigra subsp. caerulea,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,sanguisorba minor,poterium sanguisorba,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,sanguisorba minor subsp. muricata,poterium sanguisorba,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,satureja douglasii,clinopodium douglasii,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,saxifraga californica,micranthes californica,,,KEEP,3,,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,schedonorus arundinaceus,festuca arundinacea,,,KEEP,6,1,1,1,,,1,1,1
