scientificName,updated_syn
mirabilis californica,mirabilis laevis var. crassifolia
mirabilis californica var. californica,mirabilis laevis var. crassifolia
mirabilis californica var. californica,mirabilis laevis var. crassifolia
mirabilis laevis var. cordifolia,mirabilis laevis var. crassifolia
mirabilis laevis var. cordifolia,mirabilis laevis var. crassifolia
mirabilis laevis var. crassifolia,mirabilis laevis var. crassifolia
mirabilis laevis var. crassifolia,mirabilis laevis var. crassifolia
mirabilis bigelovii,mirabilis laevis var. villosa
mirabilis laevis var. villosa,mirabilis laevis var. villosa
monolepis nuttalliana,monolepis nuttalliana
montia fontana,montia fontana
muhlenbergia appressa,muhlenbergia appressa
muhlenbergia asperifolia,muhlenbergia asperifolia
muhlenbergia purpurea,muhlenbergia mexicana
muhlenbergia microsperma,muhlenbergia microsperma
munzothamnus blairii,munzothamnus blairii
stephanomeria blairii,munzothamnus blairii
myoporum laetum,myoporum laetum
myoporum sandwicense,myoporum sandwicense
myrtillocactus geometrizans,myrtillocactus geometrizans
nama stenocarpa,nama stenocarpa
nama stenocarpum,nama stenocarpa
narcissus papyraceus,narcissus papyraceus
narcissus tazetta,narcissus tazetta
stipa lepida var. andersonii,stipa lepida
stipa lepida var. lepida,stipa lepida
nasturtium officinale,nasturtium officinale
rorippa nasturtium-aquaticum,nasturtium officinale
navarretia atractyloides,navarretia atractyloides
navarretia cotulifolia,navarretia cotulifolia
navarretia hamata,navarretia hamata subsp. leptantha
navarretia hamata subsp. hamata,navarretia hamata subsp. hamata
navarretia hamata subsp. leptantha,navarretia hamata subsp. leptantha
navarretia squarrosa,navarretia squarrosa
nemacaulis denudata var. denudata,nemacaulis denudata var. denudata
nemacladus ramosissimus,nemacladus ramosissimus
nemalion multifidum,nemalion multifidum
nemophila heterophylla,nemophila heterophylla
nemophila menziesii,nemophila menziesii var. menziesii
nemophila menziesii subsp. integrifolia,nemophila menziesii var. integrifolia
nemophila menziesii var. integrifolia,nemophila menziesii var. integrifolia
nemophila menziesii var. menziesii,nemophila menziesii var. menziesii
nemophila pedunculata,nemophila pedunculata
neoptilota californica,neoptilota californica
nepeta cataria,nepeta cataria
nerium oleander,nerium oleander
nicotiana acuminata,nicotiana acuminata
nicotiana clevelandii,nicotiana clevelandii
nicotiana glauca,nicotiana glauca
nicotiana bigelovii,nicotiana quadrivalvis
nicotiana quadrivalvis,nicotiana quadrivalvis
nienburgia andersoniana,nienburgia andersoniana
nuttallanthus canadensis,nuttallanthus canadensis
linaria canadensis var. texana,nuttallanthus texanus
nuttallanthus texanus,nuttallanthus texanus
oenothera elata,oenothera elata subsp. hirsutissima
oenothera elata subsp. hirsutissima,oenothera elata subsp. hirsutissima
oenothera elata subsp. hookeri,oenothera elata subsp. hookeri
gaura drummondii,oenothera hispida
gaura odorata,oenothera hispida
oenothera xenogaura,oenothera hispida
oenothera laciniata,oenothera laciniata
gaura sinuata,oenothera sinuosa
oenothera sinuosa,oenothera sinuosa
oligomeris linifolia,oligomeris linifolia
ophioglossum californicum,ophioglossum californicum
opuntia elata,opuntia elata
opuntia engelmannii,opuntia engelmannii
opuntia ficus-indica,opuntia ficus-indica
opuntia engelmannii var. littoralis,opuntia littoralis
opuntia littoralis,opuntia littoralis
opuntia littoralis var. littoralis,opuntia littoralis
opuntia leptocarpa,opuntia macrorhiza
opuntia oricola,opuntia oricola
opuntia streptacantha,opuntia streptacantha
opuntia occidentalis,opuntia x occidentalis
opuntiella californica,opuntiella californica
cryptantha cinerea var. abortiva,oreocarya suffruticosa var. abortiva
oryza sativa,oryza sativa
oxalis articulata subsp. rubra,oxalis articulata subsp. rubra
oxalis rubra,oxalis articulata subsp. rubra
oxalis albicans subsp. californica,oxalis californica
oxalis californica,oxalis californica
oxalis corniculata,oxalis corniculata
oxalis debilis,oxalis debilis
oxalis pes-caprae,oxalis pes-caprae
oxalis albicans subsp. pilosa,oxalis pilosa
oxalis corniculata subsp. pilosa,oxalis pilosa
oxalis pilosa,oxalis pilosa
oxytropis borealis var. australis,oxytropis borealis var. australis
paeonia californica,paeonia californica
panicum capillare,panicum capillare
panicum miliaceum subsp. miliaceum,panicum miliaceum subsp. miliaceum
papaver californicum,papaver californicum
papaver heterophyllum,papaver heterophyllum
stylomecon heterophylla,papaver heterophyllum
papaver somniferum,papaver somniferum
pappostipa speciosa,stipa speciosa
parapholis incurva,parapholis incurva
albizia distachya,paraserianthes lophantha
albizia lophantha,albizia lophantha
paraserianthes lophantha,paraserianthes lophantha
parietaria debilis,parietaria floridana
parietaria floridana,parietaria floridana
parietaria hespera,parietaria hespera var. californica
parietaria hespera var. californica,parietaria hespera var. californica
parietaria hespera var. hespera,parietaria hespera var. hespera
parietaria judaica,parietaria judaica
paspalum dilatatum,paspalum dilatatum
paspalum distichum,paspalum distichum
pectocarya palmeri,pectocarya
pectocarya heterocarpa,pectocarya heterocarpa
pectocarya linearis,pectocarya linearis subsp. ferocula
pectocarya linearis subsp. ferocula,pectocarya linearis subsp. ferocula
pectocarya linearis subsp. ferocula,pectocarya linearis subsp. ferocula
pectocarya linearis var. ferocula,pectocarya linearis subsp. ferocula
pectocarya linearis var. ferocula,pectocarya linearis subsp. ferocula
pectocarya penicillata,pectocarya penicillata
pelargonium peltatum,pelargonium peltatum
pelargonium x hortorum,pelargonium x hortorum
cenchrus clandestinus,pennisetum clandestinum
pennisetum clandestinum,pennisetum clandestinum
pentachaeta exilis,pentachaeta exilis
pentachaeta lyonii,pentachaeta lyonii
cleome isomeris,peritoma arborea
cleome isomeris,peritoma arborea
cleome isomeris,peritoma arborea
cleome isomeris,peritoma arborea
isomeris arborea,peritoma arborea
isomeris arborea,peritoma arborea
isomeris arborea,peritoma arborea
isomeris arborea,peritoma arborea
isomeris arborea var. insularis,peritoma arborea
isomeris arborea var. insularis,peritoma arborea
isomeris arborea var. insularis,peritoma arborea
isomeris arborea var. insularis,peritoma arborea
peritoma arborea,peritoma arborea
peritoma arborea,peritoma arborea
peritoma arborea,peritoma arborea
peritoma arborea,peritoma arborea
peritoma arborea var. angustata,peritoma arborea
peritoma arborea var. arborea,peritoma arborea
peritoma arborea var. globosa,peritoma arborea
perityle emoryi,perityle emoryi
polygonum coccineum,persicaria amphibia
persicaria lapathifolia,persicaria lapathifolia
polygonum lapathifolium,persicaria lapathifolia
petroselinum crispum,petroselinum crispum
petunia parviflora,petunia parviflora
phacelia campanularia,phacelia campanularia
phacelia cicutaria,phacelia cicutaria var. hispida
phacelia cicutaria subsp. hispida,phacelia cicutaria var. hispida
phacelia cicutaria var. hispida,phacelia cicutaria var. hispida
phacelia ciliata,phacelia ciliata
phacelia davidsonii,phacelia davidsonii
phacelia cinerea,phacelia distans
phacelia distans,phacelia distans
phacelia douglasii,phacelia douglasii
phacelia floribunda,phacelia floribunda
phacelia grandiflora,phacelia grandiflora
phacelia cicutaria var. hubbyi,phacelia hubbyi
phacelia insularis,phacelia insularis var. insularis
phacelia insularis var. continentis,phacelia insularis var. continentis
phacelia divaricata var. insularis,phacelia insularis var. insularis
phacelia insularis var. insularis,phacelia insularis var. insularis
phacelia leonis,phacelia leonis
phacelia lyonii,phacelia lyonii
phacelia minor,phacelia minor
phacelia ramosissima,phacelia ramosissima
phacelia ramosissima var. austrolitoralis,phacelia ramosissima
phacelia ramosissima var. latifolia,phacelia ramosissima
phacelia ramosissima var. montereyensis,phacelia ramosissima
phacelia ramosissima var. subglabra,phacelia ramosissima
phacelia stellaris,phacelia stellaris
phacelia tanacetifolia,phacelia tanacetifolia
phacelia viscida,phacelia viscida
phaeoceros proskaueri,phaeoceros proskaueri
phalaris aquatica,phalaris aquatica
phalaris canariensis,phalaris canariensis
phalaris caroliniana,phalaris caroliniana
phalaris coerulescens,phalaris coerulescens
phalaris lemmonii,phalaris lemmonii
phalaris minor,phalaris minor
phalaris paradoxa,phalaris paradoxa
phoenix canariensis,phoenix canariensis
pholistoma auritum,pholistoma auritum var. auritum
pholistoma auritum var. auritum,pholistoma auritum var. auritum
pholistoma auritum var. auritum,pholistoma auritum var. auritum
pholistoma racemosum,pholistoma racemosum
pholistoma racemosa,pholistoma racemosum
phormium tenax,phormium tenax
phycodrys setchellii,phycodrys setchellii
lippia nodiflora var. rosea,phyla nodiflora
phyla nodiflora,phyla nodiflora
phyllospadix scouleri,phyllospadix scouleri
phyllospadix torreyi,phyllospadix torreyi
physalis philadelphica,physalis philadelphica
pickeringia montana,pickeringia montana var. montana
pickeringia montana var. montana,pickeringia montana var. montana
pickeringia montana var. montana,pickeringia montana var. montana
pikea californica,pikea californica
pinus canariensis,pinus canariensis
pinus coulteri,pinus coulteri
pinus halepensis,pinus halepensis
pinus muricata,pinus muricata var. muricata
pinus remorata,pinus muricata var. muricata
pinus muricata var. muricata,pinus muricata var. muricata
pinus muricata var. remorata,pinus muricata var. remorata
pinus muricata var. stantonii,pinus muricata var. remorata
pinus remorata var. remorata,pinus muricata var. remorata
pinus pinea,pinus pinea
pinus quadrifolia,pinus quadrifolia
pinus insignis,pinus radiata
pinus radiata,pinus radiata
pinus torreyana,pinus torreyana subsp. insularis
pinus torreyana subsp. insularis,pinus torreyana subsp. insularis
pinus torreyana subsp. insularis,pinus torreyana subsp. insularis
pinus torreyana subsp. insularis,pinus torreyana subsp. insularis
pinus torreyana subsp. insularis,pinus torreyana subsp. insularis
pinus torreyana subsp. insularis,pinus torreyana subsp. insularis
pinus torreyana subsp. insularis,pinus torreyana subsp. insularis
pinus torreyana var. insularis,pinus torreyana subsp. insularis
pinus torreyana var. insularis,pinus torreyana subsp. insularis
pinus torreyana var. insularis,pinus torreyana subsp. insularis
pinus torreyana subsp. torreyana,pinus torreyana subsp. insularis
piperia cooperi,piperia cooperi
piperia elegans,piperia elegans
piperia elongata,piperia elongata
platanthera elongata,piperia elongata
piperia michaelii,piperia michaelii
piperia unalascensis,piperia unalascensis
platanthera cooperi,piperia unalascensis
platanthera unalascensis,piperia unalascensis
achnatherum miliaceum,stipa miliacea var. miliacea
oryzopsis miliacea,stipa miliacea var. miliacea
piptatherum miliaceum,stipa miliacea var. miliacea
stipa miliacea,stipa miliacea var. miliacea
piptatherum miliaceum subsp. miliaceum,stipa miliacea var. miliacea
pisum sativum,pisum sativum
pittosporum undulatum,pittosporum undulatum
plagiobothrys acanthocarpus,plagiobothrys acanthocarpus
plagiobothrys bracteatus,plagiobothrys bracteatus
plagiobothrys canescens,plagiobothrys canescens var. catalinensis
plagiobothrys canescens var. canescens,plagiobothrys canescens var. canescens
plagiobothrys arizonicus var. catalinensis,plagiobothrys canescens var. catalinensis
plagiobothrys arizonicus var. catalinensis,plagiobothrys canescens var. catalinensis
plagiobothrys canescens var. catalinensis,plagiobothrys canescens var. catalinensis
plagiobothrys canescens var. catalinensis,plagiobothrys canescens var. catalinensis
plagiobothrys collinus,plagiobothrys collinus
plagiobothrys californicus,plagiobothrys collinus var. californicus
plagiobothrys collinus var. californicus,plagiobothrys collinus var. californicus
plagiobothrys californicus var. fulvescens,plagiobothrys collinus var. fulvescens
plagiobothrys collinus var. fulvescens,plagiobothrys collinus var. fulvescens
plagiobothrys californicus var. gracilis,plagiobothrys collinus var. gracilis
plagiobothrys collinus var. gracilis,plagiobothrys collinus var. gracilis
plantago coronopus,plantago coronopus
plantago elongata,plantago elongata
plantago elongata subsp. pentasperma,plantago elongata
plantago bigelovii subsp. californica,plantago erecta
plantago erecta,plantago erecta
plantago lanceolata,plantago lanceolata
plantago major,plantago major
plantago maritima,plantago maritima
plantago ovata,plantago ovata var. insularis
plantago insularis,plantago ovata var. insularis
plantago insularis,plantago ovata var. insularis
plantago patagonica,plantago patagonica
plantago hirtella var. galeottiana,plantago subnuda
plantago subnuda,plantago subnuda
platanthera elegans,platanthera elegans
habenaria elegans,platanthera elegans subsp. elegans
habenaria hyperborea,platanthera hyperborea
habenaria psycodes,platanthera psycodes
platanus racemosa var. racemosa,platanus racemosa
platanus racemosa,platanus racemosa
platystemon californicus,platystemon californicus
platystemon californicus var. californicus,platystemon californicus
platystemon californicus var. ciliatus,platystemon californicus
platystemon californicus var. crinitus,platystemon californicus
platystemon californicus var. nutans,platystemon californicus
platystemon californicus var. ornithopus,platystemon californicus
platythamnion pectinatum,platythamnion pectinatum
plectritis ciliosa,plectritis ciliosa
pleuridium acuminatum,pleuridium acuminatum
plocamium cartilagineum,plocamium cartilagineum
plocamium pacificum,plocamium pacificum
plocamium violaceum,plocamium violaceum
pluchea odorata,pluchea odorata var. odorata
pluchea odorata var. odorata,pluchea odorata var. odorata
pluchea odorata var. odorata,pluchea odorata var. odorata
pluchea purpurascens,pluchea odorata var. odorata
pluchea purpurascens,pluchea odorata var. odorata
pluchea sericea,pluchea sericea
poa annua,poa annua
poa douglasii,poa douglasii
poa bolanderi subsp. howellii,poa howellii
poa howellii,poa howellii
poa infirma,poa infirma
poa palustris,poa palustris
poa pratensis,poa pratensis
poa secunda,poa secunda subsp. secunda
poa nevadensis,poa secunda subsp. secunda
poa scabrella,poa secunda subsp. secunda
poa scabrella,poa secunda subsp. secunda
poa scabrella,poa secunda subsp. secunda
poa secunda subsp. secunda,poa secunda subsp. secunda
poa secunda subsp. secunda,poa secunda subsp. secunda
poa secunda subsp. secunda,poa secunda subsp. secunda
dissanthelium californicum,poa thomasii
dissanthelium californicum,poa thomasii
pogonophorella californica,pogonophorella californica
pohlia wahlenbergii,pohlia wahlenbergii
polycarpon depressum,polycarpon depressum
polycarpon tetraphyllum,polycarpon tetraphyllum
polycarpon tetraphyllum subsp. tetraphyllum,polycarpon tetraphyllum
polygala californica,polygala californica
polygonum argyrocoleon,polygonum argyrocoleon
polygonum aviculare,polygonum aviculare
polygonum aviculare,polygonum aviculare
polygonum aviculare,polygonum aviculare
polygonum aviculare,polygonum aviculare
polygonum aviculare,polygonum aviculare
polygonum aviculare subsp. aviculare,polygonum aviculare
polygonum aviculare subsp. buxiforme,polygonum aviculare
polygonum arenastrum,polygonum aviculare
polygonum aviculare subsp. depressum,polygonum aviculare
polygonum aviculare subsp. neglectum,polygonum aviculare
polygonum paronychia,polygonum paronychia
polypogon australis,polypogon australis
polypogon interruptus,polypogon interruptus
polypogon maritimus,polypogon maritimus
polypogon monspeliensis,polypogon monspeliensis
agrostis semiverticillata,polypogon viridis
agrostis viridis,polypogon viridis
polypogon semiverticillatus,polypogon viridis
polypogon viridis,polypogon viridis
polysiphonia acuminata,polysiphonia acuminata
polysiphonia hendryi,polysiphonia hendryi
polysiphonia paniculata,polysiphonia paniculata
polysiphonia scopulorum,polysiphonia scopulorum
populus balsamifera,populus balsamifera
populus fremontii,populus fremontii subsp. fremontii
populus fremontii subsp. fremontii,populus fremontii subsp. fremontii
populus fremontii subsp. fremontii,populus fremontii subsp. fremontii
populus balsamifera subsp. trichocarpa,populus trichocarpa
populus trichocarpa,populus trichocarpa
populus x parryi,populus x parryi
porphyra perforata,porphyra perforata
portulaca oleracea,portulaca oleracea
portulacaria afra,portulacaria afra
potamogeton crispus,potamogeton crispus
potamogeton foliosus,potamogeton foliosus subsp. foliosus
potamogeton pusillus,potamogeton pusillus
potentilla anserina subsp. pacifica,potentilla anserina subsp. pacifica
potentilla anserina var. grandis,potentilla anserina subsp. pacifica
potentilla gracilis,potentilla gracilis
poterium sanguisorba,poterium sanguisorba
sanguisorba minor,poterium sanguisorba
sanguisorba minor subsp. muricata,poterium sanguisorba
prenanthella exigua,prenanthella exigua
primula clevelandii,primula clevelandii var. insularis
dodecatheon cleavelandii,primula clevelandii var. insularis
dodecatheon clevelandii,primula clevelandii var. insularis
dodecatheon clevelandii subsp. insulare,primula clevelandii var. insularis
dodecatheon clevelandii subsp. insulare,primula clevelandii var. insularis
dodecatheon clevelandii subsp. insulare,primula clevelandii var. insularis
dodecatheon clevelandii var. insulare,primula clevelandii var. insularis
dodecatheon clevelandii var. insulare,primula clevelandii var. insularis
dodecatheon clevelandii var. insulare,primula clevelandii var. insularis
primula clevelandii var. insularis,primula clevelandii var. insularis
primula clevelandii var. insularis,primula clevelandii var. insularis
primula clevelandii var. insularis,primula clevelandii var. insularis
prionitis australis,prionitis australis
prionitis cornea,prionitis cornea
prionitis lanceolata,prionitis lanceolata
prosopis glandulosa var. torreyana,prosopis glandulosa var. torreyana
prunus dulcis,prunus dulcis
prunus ilicifolia,prunus ilicifolia subsp. lyonii
prunus ilicifolia subsp. ilicifolia,prunus ilicifolia subsp. ilicifolia
prunus ilicifolia lyonii,prunus ilicifolia subsp. lyonii
prunus lyoni,prunus ilicifolia subsp. lyonii
prunus ilicifolia subsp. lyonii,prunus ilicifolia subsp. lyonii
prunus lyonii,prunus ilicifolia subsp. lyonii
prunus occidentalis,prunus occidentalis
prunus persica,prunus persica
gnaphalium beneolens,pseudognaphalium beneolens
pseudognaphalium beneolens,pseudognaphalium beneolens
gnaphalium bicolor,pseudognaphalium biolettii
pseudognaphalium biolettii,pseudognaphalium biolettii
gnaphalium californicum,pseudognaphalium californicum
pseudognaphalium californicum,pseudognaphalium californicum
pseudognaphalium canescens,pseudognaphalium canescens
gnaphalium luteoalbum,pseudognaphalium luteoalbum
pseudognaphalium luteoalbum,pseudognaphalium luteoalbum
gnaphalium canescens subsp. microcephalum,pseudognaphalium microcephalum
gnaphalium microcephalum,pseudognaphalium microcephalum
pseudognaphalium microcephalum,pseudognaphalium microcephalum
gnaphalium ramosissimum,pseudognaphalium ramosissimum
pseudognaphalium ramosissimum,pseudognaphalium ramosissimum
gnaphalium chilense,pseudognaphalium stramineum
gnaphalium stramineum,pseudognaphalium stramineum
pseudognaphalium stramineum,pseudognaphalium stramineum
psilocarphus brevissimus,psilocarphus brevissimus var. brevissimus
psilocarphus brevissimus var. brevissimus,psilocarphus brevissimus var. brevissimus
psilocarphus brevissimus var. brevissimus,psilocarphus brevissimus var. brevissimus
psilocarphus tenellus,psilocarphus tenellus
psilocarphus tenellus var. tenellus,psilocarphus tenellus
psorothamnus emoryi,psorothamnus emoryi
pterochondria woodii,pterochondria woodii
pterocladia capillacea,pterocladia capillacea
pterocladia media,pterocladia media
pterosiphonia baileyi,pterosiphonia baileyi
pterosiphonia dendroidea,pterosiphonia dendroidea
pterosiphonia pennata,pterosiphonia pennata
pterostegia drymarioides,pterostegia drymarioides
pugetia fragilissima,pugetia fragilissima
pulicaria paludosa,pulicaria paludosa
pyrola asarifolia,pyrola asarifolia
pyrrocoma apargioides,pyrrocoma apargioides
quercus agrifolia,quercus agrifolia var. agrifolia
quercus agrifolia var. agrifolia,quercus agrifolia var. agrifolia
quercus agrifolia var. agrifolia,quercus agrifolia var. agrifolia
quercus berberidifolia,quercus berberidifolia
quercus chrysolepis,quercus chrysolepis
quercus douglasii,quercus douglasii
quercus dumosa,quercus dumosa
quercus durata var. durata,quercus durata var. durata
quercus engelmannii,quercus engelmannii
quercus ilex,quercus ilex
quercus kelloggii,quercus kelloggii
quercus lobata,quercus lobata
quercus pacifica,quercus pacifica
quercus parvula,quercus parvula var. parvula
quercus parvula var. parvula,quercus parvula var. parvula
quercus parvula var. shrevei,quercus parvula var. shrevei
quercus tomentella,quercus tomentella
quercus vacciniifolia,quercus vacciniifolia
quercus wislizeni,quercus wislizeni
quercus wislizenii,quercus wislizeni
quercus wislizeni var. frutescens,quercus wislizeni var. frutescens
quercus wislizeni var. wislizeni,quercus wislizeni var. wislizeni
quercus x jolonensis,quercus x jolonensis
quercus dumosa var. macdonaldii,quercus x macdonaldii
quercus x macdonaldii,quercus x macdonaldii
rafinesquia californica,rafinesquia californica
ranunculus californicus,ranunculus californicus var. cuneatus
ranunculus californicus var. californicus,ranunculus californicus var. californicus
ranunculus californicus var. cuneatus,ranunculus californicus var. cuneatus
ranunculus hebecarpus,ranunculus hebecarpus
raphanus raphanistrum,raphanus raphanistrum
raphanus sativus,raphanus sativus
reseda alba,reseda alba
reseda odorata,reseda odorata
frangula californica,frangula californica subsp. californica
rhamnus californica,frangula californica subsp. californica
rhamnus ilicifolia,rhamnus ilicifolia
rhamnus crocea subsp. pirifolia,rhamnus pirifolia
rhamnus crocea var. pirifolia,rhamnus pirifolia
rhamnus pirifolia,rhamnus pirifolia
rhodoglossum affine,rhodoglossum affine
rhodoglossum californicum,rhodoglossum californicum
rhodymenia californica,rhodymenia californica
rhodymenia pacifica,rhodymenia pacifica
rhodymenia rhizoides,rhodymenia rhizoides
rhus integrifolia,rhus integrifolia
rhus ovata,rhus ovata
ribes amarum,ribes amarum
ribes indecorum,ribes indecorum
ribes malvaceum,ribes malvaceum var. malvaceum
ribes malvaceum var. clementinum,ribes malvaceum var. clementinum
ribes malvaceum var. malvaceum,ribes malvaceum var. malvaceum
ribes malvaceum var. malvaceum,ribes malvaceum var. malvaceum
ribes malvaceum var. viridifolium,ribes malvaceum var. viridifolium
ribes menziesii,ribes menziesii
ribes menziesii var. menziesii,ribes menziesii var. menziesii
ribes montigenum,ribes montigenum
ribes nevadense,ribes nevadense
ribes menziesii var. thacherianum,ribes thacherianum
ribes thacherianum,ribes thacherianum
ribes thatcherianum,ribes thacherianum
ribes viburnifolium,ribes viburnifolium
riccia nigrella,riccia nigrella
riccia sorocarpa,riccia sorocarpa
riccia trichocarpa,riccia trichocarpa
ricinus communis,ricinus communis
robinia pseudoacacia,robinia pseudoacacia
romneya coulteri,romneya coulteri
rosa californica,rosa californica
rosmarinus officinalis,rosmarinus officinalis
rubus armeniacus,rubus armeniacus
rubus discolor,rubus armeniacus
rubus pensilvanicus,rubus pensilvanicus
rubus ulmifolius,rubus ulmifolius
rubus ursinus,rubus ursinus
rubus vitifolius,rubus ursinus
rumex acetosella,rumex acetosella
rumex angiocarpus,rumex acetosella
rumex californicus,rumex californicus
rumex salicifolius var. denticulatus,rumex californicus
rumex conglomeratus,rumex conglomeratus
rumex crispus,rumex crispus
rumex fueginus,rumex fueginus
rumex maritimus,rumex fueginus
rumex maritimus subsp. fueginus,rumex fueginus
rumex longifolius,rumex longifolius
rumex obtusifolius,rumex obtusifolius
rumex pulcher,rumex pulcher
rumex salicifolius,rumex salicifolius
rumex salicifolius var. salicifolius,rumex salicifolius
ruppia maritima,ruppia cirrhosa
ruta graveolens,ruta graveolens
sagina apetala,sagina apetala
sagina decumbens,sagina decumbens subsp. occidentalis
sagina decumbens subsp. occidentalis,sagina decumbens subsp. occidentalis
sagina decumbens subsp. occidentalis,sagina decumbens subsp. occidentalis
sagina occidentalis,sagina decumbens subsp. occidentalis
sagina occidentalis,sagina decumbens subsp. occidentalis
salicornia depressa,salicornia depressa
salicornia pacifica,salicornia pacifica
salicornia virginica,salicornia pacifica
salix bonplandiana,salix laevigata
salix exigua,salix exigua
salix exigua var. hindsiana,salix exigua var. hindsiana
salix hindsiana,salix exigua var. hindsiana
salix gooddingii,salix gooddingii
salix laevigata,salix laevigata
salix laevigata,salix laevigata
salix lasiandra var. lasiandra,salix lasiandra var. lasiandra
salix lucida subsp. lasiandra,salix lasiandra var. lasiandra
salix lasiolepis,salix lasiolepis
salix lasiolepis var. bigelovii,salix lasiolepis
salix lasiolepis var. lasiolepis,salix lasiolepis
salix sitchensis,salix sitchensis
salsola australis,salsola australis
salsola kali,salsola australis
salsola tragus,salsola tragus
salvia apiana,salvia apiana
salvia brandegeei,salvia brandegeei
salvia clevelandii,salvia clevelandii
salvia columbariae,salvia columbariae
salvia columbariae var. columbariae,salvia columbariae
salvia dorrii var. pilosa,salvia dorrii var. pilosa
salvia leucophylla,salvia leucophylla
salvia mellifera,salvia mellifera
salvia officinalis,salvia officinalis
sambucus cerulea,sambucus nigra subsp. caerulea
sambucus glauca,sambucus nigra subsp. caerulea
sambucus mexicana,sambucus nigra subsp. caerulea
sambucus nigra subsp. caerulea,sambucus nigra subsp. caerulea
sambucus nigra subsp. cerulea,sambucus nigra subsp. caerulea
samolus parviflorus,samolus parviflorus
sanicula arguta,sanicula arguta
sanicula crassicaulis,sanicula crassicaulis
sanicula hoffmannii,sanicula hoffmannii
sanicula laciniata,sanicula laciniata
sarcocornia perennis,sarcocornia perennis
sarcodiotheca furcata,sarcodiotheca furcata
sarcodiotheca gaudichaudii,sarcodiotheca gaudichaudii
scabiosa stellata,scabiosa stellata
schinus molle,schinus molle
schinus terebinthifolius,schinus terebinthifolius
schismus arabicus,schismus arabicus
schismus barbatus,schismus barbatus
schizymenia pacifica,schizymenia pacifica
schoenoplectus americanus,schoenoplectus americanus
schoenoplectus californicus,schoenoplectus californicus
scirpus californicus,schoenoplectus californicus
schoenoplectus pungens,schoenoplectus pungens
scirpus pungens,schoenoplectus pungens
schoenoplectus pungens var. badius,schoenoplectus pungens var. longispicatus
schoenoplectus pungens var. longispicatus,schoenoplectus pungens var. longispicatus
scinaia johnstoniae,scinaia johnstoniae
scirpus microcarpus,scirpus microcarpus
scleropodium cespitans,scleropodium cespitans
scolochloa festucacea,scolochloa festucacea
scrophularia californica,scrophularia californica
scrophularia californica subsp. californica,scrophularia californica
scrophularia villosa,scrophularia villosa
scutellaria tuberosa,scutellaria tuberosa
scutellaria tuberosa var. similis,scutellaria tuberosa
selaginella bigelovii,selaginella bigelovii
selaginella wallacei,selaginella wallacei
senecio aphanactis,senecio aphanactis
senecio flaccidus,senecio flaccidus var. douglasii
senecio douglasii,senecio flaccidus var. douglasii
senecio douglasii,senecio flaccidus var. douglasii
senecio flaccidus var. douglasii,senecio flaccidus var. douglasii
senecio flaccidus var. douglasii,senecio flaccidus var. douglasii
erechtites glomerata,senecio glomeratus
senecio glomeratus,senecio glomeratus
senecio lyonii,senecio lyonii
senecio vulgaris,senecio vulgaris
senna artemisioides,senna artemisioides
sesuvium verrucosum,sesuvium verrucosum
sibara filifolia,sibara filifolia
sidalcea malvaeflora,sidalcea malviflora subsp. malviflora
sidalcea malviflora,sidalcea malviflora subsp. malviflora
sidalcea malviflora subsp. californica,sidalcea malviflora subsp. californica
sidalcea malviflora subsp. malviflora,sidalcea malviflora subsp. malviflora
sidalcea neomexicana,sidalcea neomexicana
silene antirrhina,silene antirrhina
silene gallica,silene gallica
silene laciniata,silene laciniata subsp. laciniata
silene laciniata subsp. californica,silene laciniata subsp. californica
silene laciniata subsp. laciniata,silene laciniata subsp. laciniata
silene laciniata subsp. major,silene laciniata subsp. laciniata
silene multinervia,silene multinervia
silene noctiflora,silene noctiflora
silybum marianum,silybum marianum
brassica kaber,sinapis arvensis
sinapis arvensis,sinapis arvensis
sisymbrium altissimum,sisymbrium altissimum
sisymbrium irio,sisymbrium irio
sisymbrium officinale,sisymbrium officinale
sisymbrium orientale,sisymbrium orientale
sisyrinchium bellum,sisyrinchium bellum
smithora naiadum,smithora naiadum
solanum americanum,solanum americanum
solanum nodiflorum,solanum americanum
solanum angustifolium,solanum angustifolium
solanum douglasii,solanum douglasii
solanum elaeagnifolium,solanum elaeagnifolium
solanum rostratum,solanum rostratum
solanum umbelliferum,solanum umbelliferum
solanum clokeyi,solanum wallacei
solanum wallacei,solanum wallacei
solanum wallacei subsp. clokeyi,solanum wallacei
solanum wallacei var. clokeyi,solanum wallacei
solanum wallacei var. wallacei,solanum wallacei
solanum wrightii,solanum wrightii
solanum xanti,solanum xanti
solanum xanti var. xanti,solanum xanti
soleirolia soleirolii,soleirolia soleirolii
solidago spathulata,solidago spathulata
solidago velutina,solidago velutina subsp. californica
solidago californica,solidago velutina subsp. californica
solidago californica,solidago velutina subsp. californica
soliva sessilis,soliva sessilis
sollya fusiformis,sollya fusiformis
sonchus asper,sonchus asper subsp. asper
sonchus asper subsp. asper,sonchus asper subsp. asper
sonchus asper subsp. asper,sonchus asper subsp. asper
sonchus oleraceus,sonchus oleraceus
sonchus tenerrimus,sonchus tenerrimus
sorghum bicolor,sorghum bicolor
sorghum halepense,sorghum halepense
spartium junceum,spartium junceum
spergula arvensis,spergula arvensis
spergularia bocconi,spergularia bocconi
spergularia bocconii,spergularia bocconi
