locality_latlong,Freq,island,latitude,longitude,locality,year,taxa
34.006-119.747,137,Santa Cruz,34.006,-119.747,"Santa Cruz Island, Cascada",1968,hymenoptera
34.006074-119.72898,4,Santa Cruz,34.006074,-119.72898,Santa Cruz Island; Ravenswood Canyon,1989,hymenoptera
34.006074-119.72898,4,Santa Cruz,34.006074,-119.72898,Santa Cruz Island; Ravenswood Canyon; 34.006074 -119.72898; 34.006074 -119.72898; 34.006074 -119.72898; 34.006074 -119.72898,1989,hymenoptera
34.0066-119.7571,5,Santa Cruz,34.0066,-119.7571,"Santa Cruz Island, east base of Portezuela Grade",1970,hymenoptera
34.007-119.76,6,Santa Cruz,34.007,-119.76,"Santa Cruz Island, Central Valley",2008,hymenoptera
34.007-119.762,58,Santa Cruz,34.007,-119.762,"Santa Cruz Island, Isley Canyon",1994,hymenoptera
34.007-119.762,58,Santa Cruz,34.007,-119.762,"Santa Cruz Island, lower Portezuela",1996,hymenoptera
34.007-119.762,58,Santa Cruz,34.007,-119.762,"Santa Cruz Island, Portezuela",1988,hymenoptera
34.007-120.051,12,Santa Rosa,34.007,-120.051,"Santa Rosa Island, nr Vail Ranch",1994,hymenoptera
34.007-120.051,12,Santa Rosa,34.007,-120.051,"Santa Rosa Island, Vail Ranch",1994,hymenoptera
34.00702-119.69922,10,Santa Cruz,34.00702,-119.69922,"Can. Del Puerto, Sta. Cruz Is.",1976,hymenoptera
34.00702-119.69922,10,Santa Cruz,34.00702,-119.69922,"Canada del Puerto, Sta. Cruz Isl.",1967,hymenoptera
34.0072-119.7466,1,Santa Cruz,34.0072,-119.7466,"Santa Cruz Island; University of California, Santa Cruz Island Reserve; La Cascada",2005,hymenoptera
34.00722-119.74639,2,Santa Cruz,34.00722,-119.74639,"La Cascada, Santa Cruz Island",1983,hymenoptera
34.00722222-119.7463889,6,Santa Cruz,34.00722222,-119.7463889,NA,1968,hymenoptera
34.00735-119.76384,1,Santa Cruz,34.00735,-119.76384,"Upper Portezuela Valley, Santa Cruz I.",1992,hymenoptera
34.007469-120.068409,2,Santa Rosa,34.007469,-120.068409,"Santa Rosa Island; Windmill Canyon, north fork",1978,hymenoptera
34.00748-120.05073,3,Santa Rosa,34.00748,-120.05073,"Santa Rosa I., Ranch Headquarters Area",1976,hymenoptera
34.00757-119.74463,1,Santa Cruz,34.00757,-119.74463,"Cascada, Santa Cruz I.",1969,hymenoptera
34.00777778-119.6986111,3,Santa Cruz,34.00777778,-119.6986111,NA,1966,hymenoptera
34.00778-119.69861,3,Santa Cruz,34.00778,-119.69861,"Ca���ada del Puerto Creek, near Prisoner̢<U+0080><U+0099>s Harbor, Santa Cruz Island, [= Prisoner̢<U+0080><U+0099>s Harbor to Field Station]",1966,hymenoptera
34.008-120.0764,45,Santa Rosa,34.008,-120.0764,"Santa Rosa Island, north fork of Windmill Canyon",1978,hymenoptera
34.00805556-120.0480556,2,Santa Rosa,34.00805556,-120.0480556,NA,1941,hymenoptera
34.00806-120.04806,2,Santa Rosa,34.00806,-120.04806,"Beckers Bay Beach, Santa Rosa Island",1941,hymenoptera
34.008126-119.724201,8,Santa Cruz,34.008126,-119.724201,Santa Cruz Island,1977,hymenoptera
34.0083-119.6553,10,Santa Cruz,34.0083,-119.6553,"Santa Cruz Island, Campo del Norte",1997,hymenoptera
34.0083-119.6553,10,Santa Cruz,34.0083,-119.6553,"Santa Cruz Island, Del Norte Corral",1995,hymenoptera
34.0083-119.6553,10,Santa Cruz,34.0083,-119.6553,"Santa Cruz island, Navy-Orchard Road",1995,hymenoptera
34.00831-119.69837,1,Santa Cruz,34.00831,-119.69837,"Santa Cruz Island, Prisoners Harbor Creek",1966,hymenoptera
34.0085-119.6985,3,Santa Cruz,34.0085,-119.6985,"Santa Cruz Island, Canada del Puerto",1988,hymenoptera
34.00873-119.66746,1,Santa Cruz,34.00873,-119.66746,"Water Cyn., Sta. Cruz Isl.",1967,hymenoptera
34.01-119.69,11,Santa Cruz,34.01,-119.69,"Santa Cruz Island, Orchard",2008,hymenoptera
34.010143-119.423593,6,Anacapa,34.010143,-119.423593,"Anacapa Island, West, northwest section",1978,hymenoptera
34.010143-119.423593,6,Anacapa,34.010143,-119.423593,"Anacapa Island, East; 34.013522 -119.371837",1978,hymenoptera
34.010143-119.423593,6,Anacapa,34.010143,-119.423593,"Anacapa Island, West, northwest section; 34.010143 -119.423593",1978,hymenoptera
34.01027-119.42586,1,Anacapa,34.01027,-119.42586,West Anacapa I.,1978,hymenoptera
34.010402-119.733128,1,Santa Cruz,34.010402,-119.733128,Santa Cruz Island; in network of trails seen only at night by UC Research Station,1974,hymenoptera
34.01056-119.425117,2,Anacapa,34.01056,-119.425117,West Anacapa Island,1979,hymenoptera
34.01081-119.6064,1,Santa Cruz,34.01081,-119.6064,"Santa Cruz Island, Campo del Norte",2006,hymenoptera
34.01081-119.66064,6,Santa Cruz,34.01081,-119.66064,"Santa Cruz Island, Campo del Norte",2006,hymenoptera
34.01096-119.434006,1,Anacapa,34.01096,-119.434006,"Frenchy's Cove, West Anacapa Island",1964,hymenoptera
34.011-119.776,17,Santa Cruz,34.011,-119.776,"Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",1970,hymenoptera
34.011-119.873,1,Santa Cruz,34.011,-119.873,"Santa Cruz Island, Canada de los Sauces",1996,hymenoptera
34.01166667-119.7991667,4,Santa Cruz,34.01166667,-119.7991667,NA,1966,hymenoptera
34.01167-119.79917,4,Santa Cruz,34.01167,-119.79917,"ridge N of Laguna Canyon, Santa Cruz Island",1966,hymenoptera
34.012-119.779,26,Santa Cruz,34.012,-119.779,"Santa Cruz Island, between Centinella & Portezuela",1990,hymenoptera
34.012-119.779,26,Santa Cruz,34.012,-119.779,"Santa Cruz Island, between Portezuela and Centinella",1990,hymenoptera
34.012-119.882,24,Santa Cruz,34.012,-119.882,"Santa Cruz Island, 500 feet above Pelican Bay",1971,hymenoptera
34.012-119.882,24,Santa Cruz,34.012,-119.882,"Santa Cruz Island, Sauces Beach",1969,hymenoptera
34.012-119.882,24,Santa Cruz,34.012,-119.882,"Santa Cruz Island, beach at Cañada de los Sauces",1994,hymenoptera
34.01297-119.37408,2,Anacapa,34.01297,-119.37408,East Anacapa I.,2015,hymenoptera
34.013-119.791,6,Santa Cruz,34.013,-119.791,"Santa Cruz Island, ridge n. Laguna Canyon",1966,hymenoptera
34.013-119.791,6,Santa Cruz,34.013,-119.791,"Santa Cruz Island, ridge s. Chinese Harbor",1966,hymenoptera
34.013522-119.371837,48,Anacapa,34.013522,-119.371837,"Anacapa Island, East; 34.013522 -119.371837",1978,hymenoptera
34.013522-119.371837,48,Anacapa,34.013522,-119.371837,"Anacapa Island, East",1978,hymenoptera
34.013522-119.371837,48,Anacapa,34.013522,-119.371837,"Anacapa Island, Middle; 34.004449 -119.39956",1978,hymenoptera
34.013522-119.371837,48,Anacapa,34.013522,-119.371837,"Anacapa Island, Middle; 34.004449 -119.39956; 34.013522 -119.371837",1978,hymenoptera
34.014-119.368,1,Anacapa,34.014,-119.368,"Anacapa Island, East",1970,hymenoptera
34.014-119.789,2,Santa Cruz,34.014,-119.789,"Santa Cruz Island, Buena Vista",1988,hymenoptera
34.01404-119.43068,4,Anacapa,34.01404,-119.43068,"Oak Canyon, West Anacapa I.",2015,hymenoptera
34.01404-119.4368,1,Anacapa,34.01404,-119.4368,"Oak Canyon, West Anacapa I.",2015,hymenoptera
34.0143-119.36765,1,Anacapa,34.0143,-119.36765,East Anacapa I.,2015,hymenoptera
34.01441-119.367803,1,Anacapa,34.01441,-119.367803,E. Anacapa Island,1979,hymenoptera
34.014449-119.367336,52,Anacapa,34.014449,-119.367336,East Anacapa Island,1978,hymenoptera
34.01446-119.36775,3,Anacapa,34.01446,-119.36775,East Anacapa I.,2012,hymenoptera
34.01446-119.36775,3,Anacapa,34.01446,-119.36775,"East Anacapa I., east end near lighthouse",1978,hymenoptera
34.014465-120.097155,2,Santa Rosa,34.014465,-120.097155,"Santa Rosa Island, Lobo Canyon",1976,hymenoptera
34.014694-119.366258,32,Anacapa,34.014694,-119.366258,Anacapa Island; East,1980,hymenoptera
34.014694-119.366258,32,Anacapa,34.014694,-119.366258,Anacapa Island; East; 34.014694 -119.366258,1979,hymenoptera
34.015-119.666,19,Santa Cruz,34.015,-119.666,"Santa Cruz Island, Water Canyon",1967,hymenoptera
34.015-119.861,14,Santa Cruz,34.015,-119.861,"Santa Cruz Island, Canada de los Sauces",1990,hymenoptera
34.015-119.861,14,Santa Cruz,34.015,-119.861,"Santa Cruz Islandañada de los Sauces, west end of island",1970,hymenoptera
34.015-119.861,14,Santa Cruz,34.015,-119.861,"Santa Cruz Island, west Canada de los Sauces",1968,hymenoptera
34.015-119.861,14,Santa Cruz,34.015,-119.861,"Santa Cruz Island, top of Canada de los Sauces",2001,hymenoptera
34.0152-119.3656,1,Anacapa,34.0152,-119.3656,East Anacapa Island,2008,hymenoptera
34.01521-119.3659,1,Anacapa,34.01521,-119.3659,East Anacapa I.,2015,hymenoptera
34.0154-119.7974,3,Santa Cruz,34.0154,-119.7974,"Santa Cruz Island, bottom of Centinela grade",1996,hymenoptera
34.0154-119.7974,3,Santa Cruz,34.0154,-119.7974,"Santa Cruz Island, Centinella",1990,hymenoptera
34.015529-119.729713,1,Santa Cruz,34.015529,-119.729713,Santa Cruz Island,1998,hymenoptera
34.0157-119.8139,28,Santa Cruz,34.0157,-119.8139,"Santa Cruz Island, Campo Raton",1996,hymenoptera
34.0159-119.676,12,Santa Cruz,34.0159,-119.676,"Santa Cruz Island, Eagle Canyon",1969,hymenoptera
34.016-119.667,16,Santa Cruz,34.016,-119.667,"Santa Cruz Island, beach at Water Canyon",1967,hymenoptera
34.0161-119.6684,2,Santa Cruz,34.0161,-119.6684,beach at Water Canyon (Santa Cruz Island),1969,hymenoptera
34.01611-119.82722,1,Santa Cruz,34.01611,-119.82722,"nr. ridge top, 8 mi W of UC field station, Santa Cruz Island",1985,hymenoptera
34.01611111-119.8272222,1,Santa Cruz,34.01611111,-119.8272222,NA,1985,hymenoptera
34.01666667-119.6666667,1,Santa Cruz,34.01666667,-119.6666667,NA,2000,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,Santa Cruz Island,1992,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,Santa Cruz Island; 34.016667 -119.716667,1992,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,"Santa Cruz Island, S. Ridge Road",1992,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,Santa Cruz Island; South Ridge Road,1992,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,Santa Cruz Island; Ranch,1961,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,Santa Cruz Island; 34.008861 -119.761798,1992,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,Santa Cruz Island; in network of trails seen only at night by UC Research Station,1974,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,"Santa Cruz Island, in network of trails seen only at night by UC Research Station",1974,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,Santa Cruz Island; E Camino Cielo Rd,1974,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,Santa Cruz Island; East Camino Cielo Rd,1974,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,East of UC Research Station,1974,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,St. Cruz Island,1984,hymenoptera
34.016667-119.716667,486,Santa Cruz,34.016667,-119.716667,Santa Cruz Island; near ranch,1991,hymenoptera
34.01667-119.36667,1,Anacapa,34.01667,-119.36667,East Anacapa Island,1999,hymenoptera
34.01667-119.61667,9,Santa Cruz,34.01667,-119.61667,east end Santa Cruz Island,1984,hymenoptera
34.01667-119.68333,10,Santa Cruz,34.01667,-119.68333,"Prisoners Hbr., Santa Cruz I.",1993,hymenoptera
34.01667-119.68333,10,Santa Cruz,34.01667,-119.68333,"Prisoners Harbor, Santa Cruz Island",1984,hymenoptera
34.01667-119.71667,159,Santa Cruz,34.01667,-119.71667,"Santa Cruz Island, Canyon del Medio",1969,hymenoptera
34.01667-119.71667,159,Santa Cruz,34.01667,-119.71667,Santa Cruz Island,2008,hymenoptera
34.01667-119.71667,159,Santa Cruz,34.01667,-119.71667,"Santa Cruz Island, 1/2 mile S. of University of California Research Station, Canada del Medio",1970,hymenoptera
34.01667-119.71667,159,Santa Cruz,34.01667,-119.71667,"Santa Cruz Island, 3 2/3 miles to Devil's Peak, 2/3 of a mile to USGS post 1941, woodland",1970,hymenoptera
34.01667-119.71667,159,Santa Cruz,34.01667,-119.71667,"Santa Cruz Island, UC Station Headquarters",2008,hymenoptera
34.01667-119.75,12,Santa Cruz,34.01667,-119.75,(La) Cascada (Santa Cruz Island),1968,hymenoptera
34.01667-119.75,12,Santa Cruz,34.01667,-119.75,"La Cascada, Santa Cruz Island",1984,hymenoptera
34.01667-119.8,55,Santa Cruz,34.01667,-119.8,"Centinella, Santa Cruz Island",1984,hymenoptera
34.01667-119.8,55,Santa Cruz,34.01667,-119.8,"0.5 km SW La Centinela, Santa Cruz I.",1993,hymenoptera
34.01667-119.8,55,Santa Cruz,34.01667,-119.8,"0.5km SW La Centinela, Santa Cruz I.",2003,hymenoptera
34.01667-119.85,3,Santa Cruz,34.01667,-119.85,"3 km E Christy Beach, Santa Cruz I.",1993,hymenoptera
34.01667-119.86667,94,Santa Cruz,34.01667,-119.86667,"Santa Cruz Island, Christi Beach",1969,hymenoptera
34.01667-119.86667,94,Santa Cruz,34.01667,-119.86667,"Christi Ranch, Santa Cruz Island",1984,hymenoptera
34.01667-119.88333,2,Santa Cruz,34.01667,-119.88333,"Christy Beach, Santa Cruz I.",1993,hymenoptera
34.017382-120.096876,9,Santa Rosa,34.017382,-120.096876,Santa Rosa Island; Lobo Canyon,1976,hymenoptera
34.017382-120.096876,9,Santa Rosa,34.017382,-120.096876,Santa Rosa Island; Lobo Cyn,1978,hymenoptera
34.0175-119.682222,8,Santa Cruz,34.0175,-119.682222,Santa Cruz Island Reserve,2019,hymenoptera
34.0175-119.682222,8,Santa Cruz,34.0175,-119.682222,"Santa Cruz Island, Prisoners Harbor",2019,hymenoptera
34.017931-119.6826,1,Santa Cruz,34.017931,-119.6826,United States - Channel Islands NP (CA),2017,hymenoptera
34.018-119.853,13,Santa Cruz,34.018,-119.853,"Santa Cruz Island, Christy Airstrip",1990,hymenoptera
34.0182-119.8685,19,Santa Cruz,34.0182,-119.8685,"Santa Cruz Island, Cebada",1994,hymenoptera
34.01822-119.81467,5,Santa Cruz,34.01822,-119.81467,"Campo Raton, Sta. Cruz Isl.",1967,hymenoptera
34.0184-119.683,1,Santa Cruz,34.0184,-119.683,"Santa Cruz Island, Central Valley",1973,hymenoptera
34.0185-119.6839,591,Santa Cruz,34.0185,-119.6839,NA,2012,hymenoptera
34.01861-119.68278,8,Santa Cruz,34.01861,-119.68278,"Prisoners Harbor, Santa Cruz Island",1966,hymenoptera
34.01861111-119.6827778,8,Santa Cruz,34.01861111,-119.6827778,NA,1966,hymenoptera
34.0187-119.6834,263,Santa Cruz,34.0187,-119.6834,"Santa Cruz Island, Prisoners Harbor",1969,hymenoptera
34.018889-119.871111,71,Santa Cruz,34.018889,-119.871111,Santa Cruz Island,2019,hymenoptera
34.018889-119.871111,71,Santa Cruz,34.018889,-119.871111,Santa Cruz Island Reserve,2019,hymenoptera
34.018889-119.871111,71,Santa Cruz,34.018889,-119.871111,"Santa Cruz Island, Christy Ranch",2019,hymenoptera
34.0189-119.6814,2,Santa Cruz,34.0189,-119.6814,"Santa Cruz Island, Prisoners Harbor",1988,hymenoptera
34.019513-119.72834,164,Santa Cruz,34.019513,-119.72834,Santa Cruz Island,1991,hymenoptera
34.01962-119.68562,5,Santa Cruz,34.01962,-119.68562,"Santa Cruz Island, Prisoners Harbor",1978,hymenoptera
34.02-119.722,4,Santa Cruz,34.02,-119.722,Santa Cruz Island,1930,hymenoptera
34.02-119.7256,20,Santa Cruz,34.02,-119.7256,"Santa Cruz Island, University of California Field Station, Canada del Medio",1970,hymenoptera
34.02-120.06,5,Santa Rosa,34.02,-120.06,"Santa Rosa Island, ne. area",1978,hymenoptera
34.0202279-119.6848903,3,Santa Cruz,34.0202279,-119.6848903,"Santa Cruz Island, Prisoners Harbor",1967,hymenoptera
34.02055556-119.8361111,7,Santa Cruz,34.02055556,-119.8361111,NA,1966,hymenoptera
34.02056-119.83611,7,Santa Cruz,34.02056,-119.83611,"Ca?ada Cervada [= Cuesta Valley], Santa Cruz Island",1966,hymenoptera
34.0208-119.8356,1,Santa Cruz,34.0208,-119.8356,"Santa Cruz Island, between Portezuela and Centinella",1998,hymenoptera
34.02083-119.6875,22,Santa Cruz,34.02083,-119.6875,"Santa Cruz Island, Prisoners Harbor",2008,hymenoptera
34.021-119.862,4,Santa Cruz,34.021,-119.862,"Santa Cruz Island, Cañada del Christy",1967,hymenoptera
34.02125-120.33268,3,San Miguel,34.02125,-120.33268,San Miguel I.,2015,hymenoptera
34.02148-120.31446,1,San Miguel,34.02148,-120.31446,San Miguel I.,2015,hymenoptera
34.0215-119.6861,5,Santa Cruz,34.0215,-119.6861,"Santa Cruz Island, Prisoner's Harbor",1982,hymenoptera
34.0216-119.8439,2,Santa Cruz,34.0216,-119.8439,"Santa Cruz Island, water tower e. Christy",1996,hymenoptera
34.02173-120.36844,2,San Miguel,34.02173,-120.36844,"Bruce Canyon, San Miguel I.",1999,hymenoptera
34.0218-119.8711,123,Santa Cruz,34.0218,-119.8711,NA,2012,hymenoptera
34.02244-119.85751,1,Santa Cruz,34.02244,-119.85751,"Canada Christi, Sta. Cruz I.",1967,hymenoptera
34.0225-119.8728,530,Santa Cruz,34.0225,-119.8728,NA,2012,hymenoptera
34.0225-119.876667,20,Santa Cruz,34.0225,-119.876667,Santa Cruz Island,2019,hymenoptera
34.0225-119.876667,20,Santa Cruz,34.0225,-119.876667,Santa Cruz Island Reserve,2019,hymenoptera
34.0225-119.876667,20,Santa Cruz,34.0225,-119.876667,"Santa Cruz Island, Christy Beach",2019,hymenoptera
34.0227-119.8765,62,Santa Cruz,34.0227,-119.8765,NA,2012,hymenoptera
34.0228-119.87,23,Santa Cruz,34.0228,-119.87,"Santa Cruz Island, Christy Ranch",1979,hymenoptera
34.023-119.873,28,Santa Cruz,34.023,-119.873,"Santa Cruz Island, Canada Cebada",1979,hymenoptera
34.023-119.873,28,Santa Cruz,34.023,-119.873,"Santa Cruz Island, Cebada",1996,hymenoptera
34.02305556-119.7655556,2,Santa Cruz,34.02305556,-119.7655556,NA,1941,hymenoptera
34.02306-119.76556,1,Santa Cruz,34.02306,-119.76556,Santa Cruz Island,1941,hymenoptera
34.0231-119.8772,487,Santa Cruz,34.0231,-119.8772,NA,2012,hymenoptera
34.02361-119.87735,1,Santa Cruz,34.02361,-119.87735,Canada Cervada,1966,hymenoptera
34.024247-119.876764,2,Santa Cruz,34.024247,-119.876764,"Santa Cruz Island, Christie Beach",2001,hymenoptera
34.024272-119.875685,1,Santa Cruz,34.024272,-119.875685,Santa Cruz Island; Christy Beach,2009,hymenoptera
34.02443-119.87664,1,Santa Cruz,34.02443,-119.87664,"Santa Cruz Island, Christi Beach",1966,hymenoptera
34.02444-119.87611,1,Santa Cruz,34.02444,-119.87611,"Christi Beach, Santa Cruz Island",1966,hymenoptera
34.02444444-119.8761111,3,Santa Cruz,34.02444444,-119.8761111,NA,1976,hymenoptera
34.024497-119.876228,5,Santa Cruz,34.024497,-119.876228,Santa Cruz Island; Christi Beach,1979,hymenoptera
34.024497-119.876228,5,Santa Cruz,34.024497,-119.876228,Santa Cruz Island; Christi Beach; 34.024497 -119.876228,1979,hymenoptera
34.02462-119.87619,4,Santa Cruz,34.02462,-119.87619,"Christi Beach [as ""Christie Beach""], Sta. Cruz I.",1968,hymenoptera
34.02462-119.87619,4,Santa Cruz,34.02462,-119.87619,"Christi Beach, Sta. Cruz Isl.",1969,hymenoptera
34.025-119.876,441,Santa Cruz,34.025,-119.876,"Santa Cruz Island, Christy Beach",1969,hymenoptera
34.025-119.876,441,Santa Cruz,34.025,-119.876,"Santa Cruz Island, seaward of cliffs at Christy Beach",1970,hymenoptera
34.026-119.694,5,Santa Cruz,34.026,-119.694,"Santa Cruz Island, between Prisoners Harbor and Pelican Bay",1992,hymenoptera
34.026-119.694,5,Santa Cruz,34.026,-119.694,"Santa Cruz Island, Pelican Bay Trail",2001,hymenoptera
34.026-119.694,5,Santa Cruz,34.026,-119.694,"Santa Cruz Island, Prisoners Harbor to Pelican Bay",1992,hymenoptera
34.026056-119.869147,1,Santa Cruz,34.026056,-119.869147,Santa Cruz Island; west end of Island,1989,hymenoptera
34.0262-119.874,2,Santa Cruz,34.0262,-119.874,"Santa Cruz Island, Christy Beach",1982,hymenoptera
34.02667-119.8427,1,Santa Cruz,34.02667,-119.8427,"San Miguel Island, 1.9 miles East of Christi Beach",1980,hymenoptera
34.02667-119.87596,16,Santa Cruz,34.02667,-119.87596,"Santa Cruz Is., Christi Beach seashore",1967,hymenoptera
34.02667-119.87596,16,Santa Cruz,34.02667,-119.87596,"Santa Cruz Is., Christi Beach, west end",1978,hymenoptera
34.026671-119.875963,2,Santa Cruz,34.026671,-119.875963,"Santa Cruz Island, Christi Beach",1979,hymenoptera
34.026671-119.875963,2,Santa Cruz,34.026671,-119.875963,"Santa Cruz Island, Christi Beach; 34.026671 -119.875963",1979,hymenoptera
34.026813-119.871156,3,Santa Cruz,34.026813,-119.871156,Santa Cruz Island; Christi Beach; 34.024497 -119.876228,1979,hymenoptera
34.026813-119.871156,3,Santa Cruz,34.026813,-119.871156,Santa Cruz Island; Christi Ranch,1960,hymenoptera
34.0272-119.70492,2,Santa Cruz,34.0272,-119.70492,"1 km SSW Pelican Bay, Santa Cruz Island",2003,hymenoptera
34.027229-119.873567,3,Santa Cruz,34.027229,-119.873567,Santa Cruz Island; Christy's Beach,1982,hymenoptera
34.027229-119.873567,3,Santa Cruz,34.027229,-119.873567,Santa Cruz Island; Christy's Beach; 34.027229 -119.873567,1982,hymenoptera
34.028667-119.695833,1,Santa Cruz,34.028667,-119.695833,Santa Cruz Island; Prisoner's to Pelican Trail,2002,hymenoptera
34.028762-119.724884,1,Santa Cruz,34.028762,-119.724884,Santa Cruz Island,1981,hymenoptera
34.029427-120.450298,2,San Miguel,34.029427,-120.450298,San Miguel Island; Landing Cove at Point Bennett,1978,hymenoptera
34.03-119.788,2,Santa Cruz,34.03,-119.788,"Santa Cruz Island, 3.7 mi. Devils Peak, 0.7 mi. USGS marker 1941",1970,hymenoptera
34.030758-120.328092,3,San Miguel,34.030758,-120.328092,San Miguel Island; Willow Creek,1978,hymenoptera
34.030758-120.328092,3,San Miguel,34.030758,-120.328092,San Miguel Island; Willow Creek; 34.030758 -120.328092,1978,hymenoptera
34.031081-119.866502,1,Santa Cruz,34.031081,-119.866502,Santa Cruz Island; west end of Island,1989,hymenoptera
34.031694-120.329827,4,San Miguel,34.031694,-120.329827,San Miguel Island; Willow Creek,1979,hymenoptera
34.031694-120.329827,4,San Miguel,34.031694,-120.329827,San Miguel Island; Willow Creek; 34.031694 -120.329827,1979,hymenoptera
34.032-119.8033,16,Santa Cruz,34.032,-119.8033,Santa Cruz Island; University of California Santa Cruz Island Reserve; Lagunitas Secas; 34.032 -119.8033,2009,hymenoptera
34.032-119.8033,16,Santa Cruz,34.032,-119.8033,Santa Cruz Island; University of California Santa Cruz Island Reserve; Lagunitas Secas,2009,hymenoptera
34.033-119.701,6,Santa Cruz,34.033,-119.701,"Santa Cruz Island, Pelican Bay",1971,hymenoptera
34.033-119.704,1,Santa Cruz,34.033,-119.704,"Santa Cruz Island, Pelican Bay",1969,hymenoptera
34.03307-119.703454,11,Santa Cruz,34.03307,-119.703454,Santa Cruz Island; Pelican Bay,1979,hymenoptera
34.0332-119.8136,2,Santa Cruz,34.0332,-119.8136,Santa Cruz Island; Valdez Canyon,2009,hymenoptera
34.03361-119.70194,3,Santa Cruz,34.03361,-119.70194,"Pelican Bay, Santa Cruz Island",1941,hymenoptera
34.03361111-119.7019444,3,Santa Cruz,34.03361111,-119.7019444,NA,1941,hymenoptera
34.033872-119.702617,2,Santa Cruz,34.033872,-119.702617,Santa Cruz Island; Pelican Bay,1979,hymenoptera
34.03399-119.70379,1,Santa Cruz,34.03399,-119.70379,"Santa Cruz Island, Pelican Bay",1999,hymenoptera
34.034833-119.529701,1,Santa Cruz,34.034833,-119.529701,Santa Cruz Island,1984,hymenoptera
34.034856-119.701213,3,Santa Cruz,34.034856,-119.701213,Santa Cruz Island; Pelican Bay,1979,hymenoptera
34.035-120.044,2,Santa Rosa,34.035,-120.044,"Santa Rosa Island, Carrington Point",1988,hymenoptera
34.0351655-119.8430014,2,Santa Cruz,34.0351655,-119.8430014,"Santa Cruz Island, Islay Canon",1970,hymenoptera
34.0354-120.3185,4,San Miguel,34.0354,-120.3185,San Miguel Island; Willow Canyon,2009,hymenoptera
34.0354-120.3185,4,San Miguel,34.0354,-120.3185,"Willow Cyn., CINP: San Miguel Island",2009,hymenoptera
34.036306-120.420274,4,San Miguel,34.036306,-120.420274,San Miguel Island; west end,1977,hymenoptera
34.036306-120.420274,4,San Miguel,34.036306,-120.420274,San Miguel Island; west end; 34.036306 -120.420274,1978,hymenoptera
34.036332-120.376022,2,San Miguel,34.036332,-120.376022,San Miguel Island; west end; 34.036306 -120.420274,1978,hymenoptera
34.03694-120.34075,2,San Miguel,34.03694,-120.34075,"Willow Canyon, San Miguel I.",2015,hymenoptera
34.037022-120.418582,1,San Miguel,34.037022,-120.418582,San Miguel Island; west end,1978,hymenoptera
34.03707-120.37818,2,San Miguel,34.03707,-120.37818,San Miguel I.,1978,hymenoptera
34.0375-120.37222,1,San Miguel,34.0375,-120.37222,San Miguel Island,1970,hymenoptera
34.0375-120.3722222,1,San Miguel,34.0375,-120.3722222,NA,1970,hymenoptera
34.038079-120.428317,10,San Miguel,34.038079,-120.428317,San Miguel Island West End dune fields,1978,hymenoptera
34.038079-120.428317,10,San Miguel,34.038079,-120.428317,San Miguel Island; west end,1978,hymenoptera
34.038079-120.428317,10,San Miguel,34.038079,-120.428317,San Miguel Island; west end dune fields; 34.040289 -120.419587,1978,hymenoptera
34.038079-120.428317,10,San Miguel,34.038079,-120.428317,San Miguel Island; West Side,1978,hymenoptera
34.03811-119.83848,6,Santa Cruz,34.03811,-119.83848,"Santa Cruz Island, Can del Medio",1968,hymenoptera
34.038155-120.419244,1,San Miguel,34.038155,-120.419244,San Miguel Island; west end; Green Mt.,1978,hymenoptera
34.038659-120.398813,3,San Miguel,34.038659,-120.398813,San Miguel Island; West Green Mountain,1978,hymenoptera
34.038659-120.398813,3,San Miguel,34.038659,-120.398813,San Miguel Island; West Green Mountain; 34.038659 -120.398813,1978,hymenoptera
34.039153-120.379251,4,San Miguel,34.039153,-120.379251,San Miguel Island,1977,hymenoptera
34.039292-119.729973,4,Santa Cruz,34.039292,-119.729973,Santa Cruz Island,1998,hymenoptera
34.039423-120.429778,3,San Miguel,34.039423,-120.429778,San Miguel Island; west end,1978,hymenoptera
34.039441-120.386539,1,San Miguel,34.039441,-120.386539,"San Miguel Island, Green Mountain",1978,hymenoptera
34.0397-120.37444,6,San Miguel,34.0397,-120.37444,San Miguel Island,1970,hymenoptera
34.0397-120.3754,1,San Miguel,34.0397,-120.3754,San Miguel Island,1939,hymenoptera
34.039719-120.375426,1,San Miguel,34.039719,-120.375426,"San Miguel Island, Willow creek",1979,hymenoptera
