"","source","id","institutio","collection","ownerInsti","collecti_1","basisOfRec","occurrence","catalogNum","otherCatal","kingdom","phylum","class","order","family","scientificName","taxonID","scientif_1","genus","specificEp","taxonRank","infraspeci","identified","dateIdenti","identifica","identifi_1","taxonRemar","identifi_2","typeStatus","recordedBy","recordNumb","eventDate","year","month","day","startDayOf","endDayOfYe","verbatimEv","occurren_1","habitat","fieldNumbe","informatio","dataGenera","dynamicPro","associated","reproducti","establishm","lifeStage","sex","individual","samplingPr","samplingEf","preparatio","country","stateProvi","county","municipali","island","locality","ArcMap_IslandName","locationRe","decimalLat","decimalLon","geodeticDa","coordinate","verbatimCo","georeferen","georefer_1","georefer_2","georefer_3","georefer_4","minimumEle","maximumEle","minimumDep","maximumDep","verbatimDe","verbatimEl","dispositio","language","recordEnte","modified","rights","rightsHold","accessRigh","recordId","references","acceptedName","acceptedFamily","acceptedGenus"
"601","Cal-IBIS",1568190,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8743cf8a-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00064507",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Proba californica",371404,"(Knight, 1968)","Proba","californica",,,"M. D. Schwartz",2012,,,,0,"None","E. I. Schlinger",,"9/14/64 0:00",1964,9,14,258,,"9/14/64",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Christi Ranch","Santa Cruz",,34.02282,-119.87192,,0,,"Google Earth",,,,,14,,,,,"14 m",,,,"8/6/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:6388499e-74cf-453d-93f7-e333c433cf0b","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568190",,,
"602","Cal-IBIS",1568193,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8744ff86-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00064518",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Proba californica",371404,"(Knight, 1968)","Proba","californica",,,"M. D. Schwartz",2012,,,,0,"None","E. I. Schlinger",,"9/14/64 0:00",1964,9,14,258,,"9/14/64",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Christi Ranch","Santa Cruz",,34.02282,-119.87192,,0,,"Google Earth",,,,,14,,,,,"14 m",,,,"8/7/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:c17ea839-0aba-45be-bdf6-3232546cbe15","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568193",,,
"603","Cal-IBIS",1582583,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8743ccf6-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00064506",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Proba californica",371404,"(Knight, 1968)","Proba","californica",,,"M. D. Schwartz",2012,,,,0,"None","J. D. Pinto",,"12/27/72 0:00",1972,12,27,362,,"1972-12-27/1972-12-28",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Rosa","Santa Rosa Island, Ranch at Beechers Bay","Santa Rosa",,34.00684,-120.05185,,0,,"Google Earth",,,,,17,,,,,"17 m",,,,"8/6/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:53840751-d8a3-4fb0-8a46-45587d325855","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1582583",,,
"604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"605","Cal-IBIS",1572806,"UCD","PBI","University of California, Davis","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:84e98a72-d8e1-11e2-99a2-0026552be7ea","AMNH_PBI 00292887",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Reuteroscopus",74352,"Kirkaldy, 1905","Reuteroscopus",,,,,,,,,0,"None","R. O. Schuster",,"4/28/69 0:00",1969,4,28,118,,"4/28/69",,,,,,,,,,"Adult","Male",1,"Beating Vegetation",,,"UNITED STATES","California","None",,"Santa Cruz","Can del Medio, Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,"GeoLocate Software",,,,"Uncertainty: 20897 m; Centrad; Geolocate 2014; Can del Medio possibly does not exist anymore, so the uncertainty covers all of Santa Cruz Island",0,,,,,,,,,"10/17/18 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:f55df3b9-aec6-4167-b4cd-b5d9e5a7bcc2","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1572806",,,
"606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"607","Cal-IBIS",1557016,"CAS","TTD","California Academy of Sciences","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:40eeddce-9abb-11e5-8bb3-0026552be7ea","CASENT3115909",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Taylorilygus apicalis",416209,"(Fieber, 1861)","Taylorilygus","apicalis",,,"M.D. Schwartz",1998,,,,0,"None","T. D. A. Cockerell",,"4/2/38 0:00",1938,4,2,92,,"4/2/38",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Los Angeles",,"Santa Catalina","Santa Catalina Island, Pebbly Beach Canyon","Santa Catalina",,33.33583,-118.30917,,0,,,,,,,0,,,,,,,,,"12/4/15 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:e8e81d74-79f3-4264-8cc1-d80bbe50befd","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1557016",,,
"608","Cal-IBIS",1557017,"CAS","TTD","California Academy of Sciences","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:a7a60d76-9abb-11e5-8bb3-0026552be7ea","CASENT3115912",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Taylorilygus apicalis",416209,"(Fieber, 1861)","Taylorilygus","apicalis",,,"M.D. Schwartz",1998,,,,0,"None","T. D. A. Cockerell",,"6/8/39 0:00",1939,6,8,159,,"6/8/39",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Los Angeles",,"Santa Catalina","Santa Catalina Island, Avalon","Santa Catalina",,33.34029,-118.3277,,0,,"Google Earth",,,,,0,,,,,,,,,"12/4/15 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:6c5fe0cc-ba20-479b-95e6-4744e60dd336","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1557017",,,
"609","Cal-IBIS",1557018,"CAS","TTD","California Academy of Sciences","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:6fe75974-9ae0-11e5-8bb3-0026552be7ea","CASENT3116034",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Taylorilygus apicalis",416209,"(Fieber, 1861)","Taylorilygus","apicalis",,,,,,,,0,"None","T. D. A. Cockerell",,"3/26/38 0:00",1938,3,26,85,,"3/26/38",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Los Angeles",,"Santa Catalina","Santa Catalina Island, Middle Ranch","Santa Catalina",,33.356,-118.35599,,0,,"Google Earth",,,,,194,,,,,"194 m",,,,"12/4/15 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:2882eb6c-e57e-4fdd-9d47-e7c46634dab8","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1557018",,,
"610","Cal-IBIS",1568188,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8740c9d4-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00064442",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Taylorilygus apicalis",416209,"(Fieber, 1861)","Taylorilygus","apicalis",,,"M. D. Schwartz",2012,,,,0,"None","M. A. Lardner",,"4/17/83 0:00",1983,4,17,107,,"4/17/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Laguna Canyon","Santa Cruz",,33.97375,-119.798,,0,,"Google Earth",,,,,30,,,,,"30 m",,,,"8/3/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:4d15cc06-0f73-44ce-9072-e068ff3ce958","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568188",,,
"611","Cal-IBIS",1568186,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8740a936-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00064434",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Taylorilygus apicalis",416209,"(Fieber, 1861)","Taylorilygus","apicalis",,,"M. D. Schwartz",2012,,,,0,"None","L. L. Breyer",,"4/15/83 0:00",1983,4,15,105,,"4/15/83",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"8/3/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:39ce6405-b6c9-4560-882c-84fc4f8a4eee","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568186",,,
"612","Cal-IBIS",1568187,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8740a9c2-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00064435",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Taylorilygus apicalis",416209,"(Fieber, 1861)","Taylorilygus","apicalis",,,"M. D. Schwartz",2012,,,,0,"None","L. L. Breyer",,"4/15/83 0:00",1983,4,15,105,,"4/15/83",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"8/3/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:349ad9b3-53a0-46a1-a371-24585ed74af1","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568187",,,
"613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"614","Cal-IBIS",1567997,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:875c2954-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00061811",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Tuxedo cruralis",432591,"(Van Duzee, 1917)","Tuxedo","cruralis",,,"R.T Schuh",,,,,0,"None","J. D. Pinto",,"4/23/76 0:00",1976,4,23,114,,"4/23/76",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Central Valley","Santa Cruz",,34.007,-119.76,,0,,"GeoLocate Software",,,,"bee specimens",0,,,,,,,,,"8/16/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:7d36215b-eb9d-4482-b015-8f959bda5d7b","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567997",,,
"615","Cal-IBIS",1567998,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:875c2a80-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00061812",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Tuxedo cruralis",432591,"(Van Duzee, 1917)","Tuxedo","cruralis",,,"R.T Schuh",,,,,0,"None","A. J. Mayor",,"3/21/82 0:00",1982,3,21,80,,"3/21/82",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Pine Ridge at head of Canada Alimes","Santa Cruz",,34.01114,-119.78735,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",410,,,,,"410 m",,,,"8/16/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:2cd5f7d7-8f41-4e4e-b465-665834d25897","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567998",,,
"616","Cal-IBIS",1567999,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:875c2b0c-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00061813",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Tuxedo cruralis",432591,"(Van Duzee, 1917)","Tuxedo","cruralis",,,"R.T Schuh",,,,,0,"None","A. J. Mayor",,"3/21/82 0:00",1982,3,21,80,,"3/21/82",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Pine Ridge at head of Canada Alimes","Santa Cruz",,34.01114,-119.78735,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",410,,,,,"410 m",,,,"8/16/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:aebd7f3f-5241-4fa8-b29f-ba37ac56d401","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567999",,,
"617","Cal-IBIS",1567994,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:875b13ca-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00061766",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Tuxedo cruralis",432591,"(Van Duzee, 1917)","Tuxedo","cruralis",,,"R.T Schuh",2012,,,,0,"None","A. J. Mayor",,"3/19/77 0:00",1977,3,19,78,,"3/19/77",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Cruz",,"Santa Cruz","Santa Cruz Island, road to Prisoner's Harbor","Santa Cruz",,34.01545,-119.67657,,0,,"Google Earth",,,,,15,,,,,"15 m",,,,"8/15/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:44f5edd6-d844-4877-8493-5b6949914255","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567994",,,
"618","Cal-IBIS",1567995,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:875b1460-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00061767",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Tuxedo cruralis",432591,"(Van Duzee, 1917)","Tuxedo","cruralis",,,"R.T Schuh",2012,,,,0,"None","A. J. Mayor",,"3/19/77 0:00",1977,3,19,78,,"3/19/77",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Cruz",,"Santa Cruz","Santa Cruz Island, road to Prisoner's Harbor","Santa Cruz",,34.01545,-119.67657,,0,,"Google Earth",,,,,15,,,,,"15 m",,,,"8/15/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:cafb91f2-b5e0-486c-9a09-34b6878bd8a4","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567995",,,
"619","Cal-IBIS",1567996,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:875b1b5e-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00061774",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Tuxedo cruralis",432591,"(Van Duzee, 1917)","Tuxedo","cruralis",,,"R.T Schuh",2012,,,,0,"None","A. J. Mayor",,"3/19/77 0:00",1977,3,19,78,,"3/19/77",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Cruz",,"Santa Cruz","Santa Cruz Island, road to Prisoner's Harbor","Santa Cruz",,34.01545,-119.67657,,0,,"Google Earth",,,,,15,,,,,"15 m",,,,"8/15/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:fe073721-0a01-4c3a-90e2-037e3d51ae77","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567996",,,
"620","Cal-IBIS",1567993,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:875b133e-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00061765",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Tuxedo cruralis",432591,"(Van Duzee, 1917)","Tuxedo","cruralis",,,"R.T Schuh",2012,,,,0,"None","J. D. Pinto",,"5/7/73 0:00",1973,5,7,127,,"1973-05-07/1973-05-08",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz island, Central Valley","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"8/15/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:0e68a70a-4981-4b7c-af60-d28ba2a22a5f","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567993",,,
"621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"622","Cal-IBIS",1568195,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:87806b16-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00067202",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Tuxedo drakei",432592,"Schuh, 2004","Tuxedo","drakei",,,"R.T. Schuh",2012,,,,0,"None","A. J. Mayor",,"3/21/82 0:00",1982,3,21,80,,"3/21/82",,,,,,,"associated with:Ceanothus arboreus",,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Pine Ridge, Santa Cruz Island",,,0,0,,0,,,,,,"Was listed as in Santa Cruz county, but Santa Cruz Island is in Santa Barbara county.",0,,,,,,,,,"8/31/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:2b9a8595-3d70-47a3-8d84-97289b17542b","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568195",,,
"623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"624","Cal-IBIS",1574287,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","030f8f37-843f-417e-90a0-265106e71f78","UCSB-IZC00031890",,"Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae","Notonectidae",45921,"Latreille, 1802",,,,,,,,"nr. Notonecta hoffmanni (det L. Furlar)",,0,,"Robert L. Zuparko",,"3/22/89 0:00",1989,3,22,81,,"3/22/89","ex Cascada",,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:2b52ce34-d3a5-46da-a1c3-a9005cc7d6fa","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574287",,,
"625","Cal-IBIS",1574285,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","37df2f0e-40cf-48ec-a361-45e19b736738","UCSB-IZC00031896",,"Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae","Notonectidae",45921,"Latreille, 1802",,,,,,,,,,0,,"Robert L. Zuparko",,"3/22/89 0:00",1989,3,22,81,,"3/22/89","ex Cascada",,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:91b209b5-36fb-4e02-89db-918b848357b7","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574285",,,
"626","Cal-IBIS",1574286,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","53423302-4189-4cc7-bfd1-20e3368e9ddf","UCSB-IZC00031906",,"Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae","Notonectidae",45921,"Latreille, 1802",,,,,,,,,,0,,"Robert L. Zuparko",,"3/22/89 0:00",1989,3,22,81,,"3/22/89","ex Cascada",,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:946b5801-6b4f-40d1-bc8d-24c77a94237b","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574286",,,
"627","Cal-IBIS",1574282,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","7884d293-94ac-4491-95de-5a739f8d0c4d","UCSB-IZC00003244",,"Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae","Notonectidae",45921,"Latreille, 1802",,,,,,,,,,0,,,,"7/8/81 0:00",1981,7,8,189,,"7/8/81",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:2843920e-5f4e-4af8-aa6c-d70dc8e513c7","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574282",,,
"628","Cal-IBIS",1574284,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","baf90da7-19b3-4ab1-8ecd-3c274266bdde","UCSB-IZC00031696",,"Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae","Notonectidae",45921,"Latreille, 1802",,,,,,,,"nr. Notonecta kirbyi (det L Forlar)",,0,,,,"6/20/79 0:00",1979,6,20,171,,"6/20/79",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:c97678eb-74f6-4f8b-8df5-4c6f2c73819e","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574284",,,
"629","Cal-IBIS",1574283,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","c63506a1-4950-48de-baec-a95e8edc8b01","UCSB-IZC00031907",,"Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae","Notonectidae",45921,"Latreille, 1802",,,,,,,,,,0,,,,"7/8/81 0:00",1981,7,8,189,,"7/8/81",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:3a8a0a14-4379-4e5e-9496-29acead0ed9c","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574283",,,
"630","Cal-IBIS",1574288,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","fcebe11a-1916-4e5b-b464-8d2bf67c27cc","UCSB-IZC00031878",,"Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae","Notonectidae",45921,"Latreille, 1802",,,,,,,,,,0,,"Robert L. Zuparko",,"3/22/89 0:00",1989,3,22,81,,"3/22/89","ex Cascada",,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:7d959795-ce9f-4062-822d-07652e557abc","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574288",,,
"631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"632","Cal-IBIS",1574364,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","b561bba5-25e7-497d-8f42-97ff88417bad","UCSB-IZC00031987",,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Cosmopepla conspicillaris",144965,"(Dallas, 1851)","Cosmopepla","conspicillaris",,,"Rachel Behm",2019,,,,0,,,,"5/23/75 0:00",1975,5,23,143,,"5/23/75",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:ad8fa208-8fb4-4755-83ec-132825c05213","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574364",,,
"633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"634","Cal-IBIS",1574374,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","0b78172a-36b2-48bc-aab3-1b4c12cf2260","UCSB-IZC00031636",,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Pentatomidae",45979,"Leach, 1815",,,,,,,,,,0,,,,,1976,6,0,0,,"Jun-76",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,33.998239,-119.725508,"WGS84",20600,,"entan (2019-09-19 15:25:08)",,"georef batch tool 2019-09-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:68e06f1a-9c41-4bc8-9686-2c7d6f1de93b","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574374",,,
